y_coordinate ,y_index,x_coordinate ,x_index
-1649000.0,6633,-2089250.0,2471
-1597000.0,6581,-2099250.0,2461
-1545000.0,6529,-2108250.0,2452
-1493000.0,6477,-2117250.0,2443
-1441000.0,6425,-2126250.0,2434
-1389000.0,6373,-2135250.0,2425
-1337000.0,6321,-2143250.0,2417
-1285000.0,6269,-2151250.0,2409
-1233000.0,6217,-2158250.0,2402
-1181000.0,6165,-2166250.0,2394
-1129000.0,6113,-2173250.0,2387
-1077000.0,6061,-2179250.0,2381
-1024000.0,6008,-2185250.0,2375
-972000.0,5956,-2191250.0,2369
-920000.0,5904,-2197250.0,2363
-867000.0,5851,-2202250.0,2358
-815000.0,5799,-2207250.0,2353
-762000.0,5746,-2212250.0,2348
-710000.0,5694,-2217250.0,2343
-658000.0,5642,-2221250.0,2339
-605000.0,5589,-2225250.0,2335
-552000.0,5536,-2228250.0,2332
-500000.0,5484,-2231250.0,2329
-447000.0,5431,-2234250.0,2326
-395000.0,5379,-2236250.0,2324
-342000.0,5326,-2239250.0,2321
-290000.0,5274,-2241250.0,2319
-237000.0,5221,-2242250.0,2318
-184000.0,5168,-2243250.0,2317
-132000.0,5116,-2244250.0,2316
-79000.0,5063,-2245250.0,2315
-26000.0,5010,-2245250.0,2315
26000.0,4958,-2245250.0,2315
79000.0,4905,-2245250.0,2315
132000.0,4852,-2244250.0,2316
184000.0,4800,-2243250.0,2317
237000.0,4747,-2242250.0,2318
290000.0,4694,-2241250.0,2319
342000.0,4642,-2239250.0,2321
395000.0,4589,-2236250.0,2324
447000.0,4537,-2234250.0,2326
500000.0,4484,-2231250.0,2329
552000.0,4432,-2228250.0,2332
605000.0,4379,-2225250.0,2335
658000.0,4326,-2221250.0,2339
710000.0,4274,-2217250.0,2343
762000.0,4222,-2212250.0,2348
815000.0,4169,-2207250.0,2353
867000.0,4117,-2202250.0,2358
920000.0,4064,-2197250.0,2363
972000.0,4012,-2191250.0,2369
1024000.0,3960,-2185250.0,2375
1077000.0,3907,-2179250.0,2381
1129000.0,3855,-2173250.0,2387
1181000.0,3803,-2166250.0,2394
1233000.0,3751,-2158250.0,2402
1285000.0,3699,-2151250.0,2409
1337000.0,3647,-2143250.0,2417
1389000.0,3595,-2135250.0,2425
1441000.0,3543,-2126250.0,2434
1493000.0,3491,-2117250.0,2443
1545000.0,3439,-2108250.0,2452
1597000.0,3387,-2099250.0,2461
1649000.0,3335,-2089250.0,2471
1700000.0,3284,-2079250.0,2481
1752000.0,3232,-2069250.0,2491
1804000.0,3180,-2058250.0,2502
1855000.0,3129,-2047250.0,2513
1906000.0,3078,-2036250.0,2524
1958000.0,3026,-2024250.0,2536
2009000.0,2975,-2012250.0,2548
2060000.0,2924,-2000250.0,2560
2111000.0,2873,-1988250.0,2572
2163000.0,2821,-1975250.0,2585
2214000.0,2770,-1962250.0,2598
2264000.0,2720,-1948250.0,2612
2315000.0,2669,-1935250.0,2625
2366000.0,2618,-1921250.0,2639
2417000.0,2567,-1906250.0,2654
2467000.0,2517,-1892250.0,2668
2518000.0,2466,-1877250.0,2683
2568000.0,2416,-1862250.0,2698
2618000.0,2366,-1846250.0,2714
2669000.0,2315,-1830250.0,2730
2719000.0,2265,-1814250.0,2746
2769000.0,2215,-1798250.0,2762
2819000.0,2165,-1781250.0,2779
2869000.0,2115,-1764250.0,2796
2918000.0,2066,-1746250.0,2814
2968000.0,2016,-1729250.0,2831
3017000.0,1967,-1711250.0,2849
3067000.0,1917,-1693250.0,2867
3116000.0,1868,-1674250.0,2886
3165000.0,1819,-1655250.0,2905
3214000.0,1770,-1636250.0,2924
3263000.0,1721,-1617250.0,2943
3312000.0,1672,-1597250.0,2963
3361000.0,1623,-1577250.0,2983
3409000.0,1575,-1557250.0,3003
3458000.0,1526,-1536250.0,3024
3506000.0,1478,-1515250.0,3045
3554000.0,1430,-1494250.0,3066
3602000.0,1382,-1473250.0,3087
3650000.0,1334,-1451250.0,3109
3698000.0,1286,-1429250.0,3131
3746000.0,1238,-1407250.0,3153
3793000.0,1191,-1384250.0,3176
3841000.0,1143,-1361250.0,3199
3888000.0,1096,-1338250.0,3222
3935000.0,1049,-1314250.0,3246
3982000.0,1002,-1291250.0,3269
4029000.0,955,-1267250.0,3293
4076000.0,908,-1242250.0,3318
4122000.0,862,-1218250.0,3342
4169000.0,815,-1193250.0,3367
4215000.0,769,-1168250.0,3392
4261000.0,723,-1143250.0,3417
4307000.0,677,-1117250.0,3443
4353000.0,631,-1091250.0,3469
4399000.0,585,-1065250.0,3495
4444000.0,540,-1038250.0,3522
4489000.0,495,-1011250.0,3549
4535000.0,449,-984250.0,3576
4580000.0,404,-957250.0,3603
4625000.0,359,-929250.0,3631
4669000.0,315,-902250.0,3658
4714000.0,270,-873250.0,3687
4758000.0,226,-845250.0,3715
4802000.0,182,-816250.0,3744
4846000.0,138,-787250.0,3773
4890000.0,94,-758250.0,3802
4934000.0,50,-729250.0,3831
4977000.0,7,-699250.0,3861
-3047000.0,8031,-1640250.0,2920
-2998000.0,7982,-1658250.0,2902
-2949000.0,7933,-1676250.0,2884
-2900000.0,7884,-1693250.0,2867
-2850000.0,7834,-1711250.0,2849
-2801000.0,7785,-1728250.0,2832
-2751000.0,7735,-1744250.0,2816
-2701000.0,7685,-1760250.0,2800
-2652000.0,7636,-1777250.0,2783
-2602000.0,7586,-1792250.0,2768
-2552000.0,7536,-1808250.0,2752
-2502000.0,7486,-1823250.0,2737
-2451000.0,7435,-1838250.0,2722
-2401000.0,7385,-1852250.0,2708
-2351000.0,7335,-1866250.0,2694
-2300000.0,7284,-1880250.0,2680
-2250000.0,7234,-1894250.0,2666
-2199000.0,7183,-1907250.0,2653
-2149000.0,7133,-1920250.0,2640
-2098000.0,7082,-1933250.0,2627
-2047000.0,7031,-1946250.0,2614
-1996000.0,6980,-1958250.0,2602
-1945000.0,6929,-1970250.0,2590
-1894000.0,6878,-1981250.0,2579
-1843000.0,6827,-1992250.0,2568
-1792000.0,6776,-2003250.0,2557
-1741000.0,6725,-2014250.0,2546
-1689000.0,6673,-2024250.0,2536
-1638000.0,6622,-2034250.0,2526
-1587000.0,6571,-2044250.0,2516
-1535000.0,6519,-2053250.0,2507
-1484000.0,6468,-2062250.0,2498
-1432000.0,6416,-2071250.0,2489
-1381000.0,6365,-2079250.0,2481
-1329000.0,6313,-2087250.0,2473
-1277000.0,6261,-2095250.0,2465
-1225000.0,6209,-2103250.0,2457
-1174000.0,6158,-2110250.0,2450
-1122000.0,6106,-2117250.0,2443
-1070000.0,6054,-2123250.0,2437
-1018000.0,6002,-2130250.0,2430
-966000.0,5950,-2135250.0,2425
-914000.0,5898,-2141250.0,2419
-862000.0,5846,-2146250.0,2414
-810000.0,5794,-2151250.0,2409
-758000.0,5742,-2156250.0,2404
-705000.0,5689,-2161250.0,2399
-653000.0,5637,-2165250.0,2395
-601000.0,5585,-2168250.0,2392
-549000.0,5533,-2172250.0,2388
-497000.0,5481,-2175250.0,2385
-444000.0,5428,-2178250.0,2382
-392000.0,5376,-2180250.0,2380
-340000.0,5324,-2182250.0,2378
-288000.0,5272,-2184250.0,2376
-235000.0,5219,-2186250.0,2374
-183000.0,5167,-2187250.0,2373
-131000.0,5115,-2188250.0,2372
-78000.0,5062,-2189250.0,2371
-26000.0,5010,-2189250.0,2371
26000.0,4958,-2189250.0,2371
78000.0,4906,-2189250.0,2371
131000.0,4853,-2188250.0,2372
183000.0,4801,-2187250.0,2373
235000.0,4749,-2186250.0,2374
288000.0,4696,-2184250.0,2376
340000.0,4644,-2182250.0,2378
392000.0,4592,-2180250.0,2380
444000.0,4540,-2178250.0,2382
497000.0,4487,-2175250.0,2385
549000.0,4435,-2172250.0,2388
601000.0,4383,-2168250.0,2392
653000.0,4331,-2165250.0,2395
705000.0,4279,-2161250.0,2399
758000.0,4226,-2156250.0,2404
810000.0,4174,-2151250.0,2409
862000.0,4122,-2146250.0,2414
914000.0,4070,-2141250.0,2419
966000.0,4018,-2135250.0,2425
1018000.0,3966,-2130250.0,2430
1070000.0,3914,-2123250.0,2437
1122000.0,3862,-2117250.0,2443
1174000.0,3810,-2110250.0,2450
1225000.0,3759,-2103250.0,2457
1277000.0,3707,-2095250.0,2465
1329000.0,3655,-2087250.0,2473
1381000.0,3603,-2079250.0,2481
1432000.0,3552,-2071250.0,2489
1484000.0,3500,-2062250.0,2498
1535000.0,3449,-2053250.0,2507
1587000.0,3397,-2044250.0,2516
1638000.0,3346,-2034250.0,2526
1689000.0,3295,-2024250.0,2536
1741000.0,3243,-2014250.0,2546
1792000.0,3192,-2003250.0,2557
1843000.0,3141,-1992250.0,2568
1894000.0,3090,-1981250.0,2579
1945000.0,3039,-1970250.0,2590
1996000.0,2988,-1958250.0,2602
2047000.0,2937,-1946250.0,2614
2098000.0,2886,-1933250.0,2627
2149000.0,2835,-1920250.0,2640
2199000.0,2785,-1907250.0,2653
2250000.0,2734,-1894250.0,2666
2300000.0,2684,-1880250.0,2680
2351000.0,2633,-1866250.0,2694
2401000.0,2583,-1852250.0,2708
2451000.0,2533,-1838250.0,2722
2502000.0,2482,-1823250.0,2737
2552000.0,2432,-1808250.0,2752
2602000.0,2382,-1792250.0,2768
2652000.0,2332,-1777250.0,2783
2701000.0,2283,-1760250.0,2800
2751000.0,2233,-1744250.0,2816
2801000.0,2183,-1728250.0,2832
2850000.0,2134,-1711250.0,2849
2900000.0,2084,-1693250.0,2867
2949000.0,2035,-1676250.0,2884
2998000.0,1986,-1658250.0,2902
3047000.0,1937,-1640250.0,2920
3096000.0,1888,-1621250.0,2939
3145000.0,1839,-1603250.0,2957
3194000.0,1790,-1584250.0,2976
3242000.0,1742,-1564250.0,2996
3291000.0,1693,-1545250.0,3015
3339000.0,1645,-1525250.0,3035
3387000.0,1597,-1505250.0,3055
3436000.0,1548,-1484250.0,3076
3484000.0,1500,-1464250.0,3096
3532000.0,1452,-1443250.0,3117
3579000.0,1405,-1421250.0,3139
3627000.0,1357,-1400250.0,3160
3675000.0,1309,-1378250.0,3182
3722000.0,1262,-1356250.0,3204
3769000.0,1215,-1333250.0,3227
3816000.0,1168,-1310250.0,3250
3863000.0,1121,-1287250.0,3273
3910000.0,1074,-1264250.0,3296
3957000.0,1027,-1241250.0,3319
4003000.0,981,-1217250.0,3343
4050000.0,934,-1193250.0,3367
4096000.0,888,-1168250.0,3392
4142000.0,842,-1144250.0,3416
4188000.0,796,-1119250.0,3441
4234000.0,750,-1093250.0,3467
4280000.0,704,-1068250.0,3492
4325000.0,659,-1042250.0,3518
4370000.0,614,-1016250.0,3544
4416000.0,568,-990250.0,3570
4461000.0,523,-963250.0,3597
4506000.0,478,-936250.0,3624
4550000.0,434,-909250.0,3651
4595000.0,389,-882250.0,3678
4639000.0,345,-854250.0,3706
4684000.0,300,-826250.0,3734
4728000.0,256,-798250.0,3762
4771000.0,213,-769250.0,3791
4815000.0,169,-741250.0,3819
4859000.0,125,-712250.0,3848
4902000.0,82,-682250.0,3878
4945000.0,39,-653250.0,3907
-3076000.0,8060,-1569250.0,2991
-3028000.0,8012,-1587250.0,2973
-2979000.0,7963,-1605250.0,2955
-2930000.0,7914,-1623250.0,2937
-2881000.0,7865,-1640250.0,2920
-2832000.0,7816,-1658250.0,2902
-2783000.0,7767,-1674250.0,2886
-2733000.0,7717,-1691250.0,2869
-2684000.0,7668,-1707250.0,2853
-2635000.0,7619,-1723250.0,2837
-2585000.0,7569,-1739250.0,2821
-2535000.0,7519,-1754250.0,2806
-2486000.0,7470,-1769250.0,2791
-2436000.0,7420,-1784250.0,2776
-2386000.0,7370,-1798250.0,2762
-2336000.0,7320,-1812250.0,2748
-2286000.0,7270,-1826250.0,2734
-2235000.0,7219,-1840250.0,2720
-2185000.0,7169,-1853250.0,2707
-2135000.0,7119,-1866250.0,2694
-2084000.0,7068,-1879250.0,2681
-2034000.0,7018,-1891250.0,2669
-1983000.0,6967,-1903250.0,2657
-1933000.0,6917,-1915250.0,2645
-1882000.0,6866,-1926250.0,2634
-1831000.0,6815,-1937250.0,2623
-1780000.0,6764,-1948250.0,2612
-1730000.0,6714,-1959250.0,2601
-1679000.0,6663,-1969250.0,2591
-1628000.0,6612,-1979250.0,2581
-1577000.0,6561,-1988250.0,2572
-1525000.0,6509,-1998250.0,2562
-1474000.0,6458,-2007250.0,2553
-1423000.0,6407,-2015250.0,2545
-1372000.0,6356,-2024250.0,2536
-1320000.0,6304,-2032250.0,2528
-1269000.0,6253,-2040250.0,2520
-1217000.0,6201,-2047250.0,2513
-1166000.0,6150,-2054250.0,2506
-1114000.0,6098,-2061250.0,2499
-1063000.0,6047,-2068250.0,2492
-1011000.0,5995,-2074250.0,2486
-960000.0,5944,-2080250.0,2480
-908000.0,5892,-2085250.0,2475
-856000.0,5840,-2091250.0,2469
-804000.0,5788,-2096250.0,2464
-753000.0,5737,-2100250.0,2460
-701000.0,5685,-2105250.0,2455
-649000.0,5633,-2109250.0,2451
-597000.0,5581,-2112250.0,2448
-545000.0,5529,-2116250.0,2444
-494000.0,5478,-2119250.0,2441
-442000.0,5426,-2122250.0,2438
-390000.0,5374,-2124250.0,2436
-338000.0,5322,-2126250.0,2434
-286000.0,5270,-2128250.0,2432
-234000.0,5218,-2130250.0,2430
-182000.0,5166,-2131250.0,2429
-130000.0,5114,-2132250.0,2428
-78000.0,5062,-2133250.0,2427
-26000.0,5010,-2133250.0,2427
26000.0,4958,-2133250.0,2427
78000.0,4906,-2133250.0,2427
130000.0,4854,-2132250.0,2428
182000.0,4802,-2131250.0,2429
234000.0,4750,-2130250.0,2430
286000.0,4698,-2128250.0,2432
338000.0,4646,-2126250.0,2434
390000.0,4594,-2124250.0,2436
442000.0,4542,-2122250.0,2438
494000.0,4490,-2119250.0,2441
545000.0,4439,-2116250.0,2444
597000.0,4387,-2112250.0,2448
649000.0,4335,-2109250.0,2451
701000.0,4283,-2105250.0,2455
753000.0,4231,-2100250.0,2460
804000.0,4180,-2096250.0,2464
856000.0,4128,-2091250.0,2469
908000.0,4076,-2085250.0,2475
960000.0,4024,-2080250.0,2480
1011000.0,3973,-2074250.0,2486
1063000.0,3921,-2068250.0,2492
1114000.0,3870,-2061250.0,2499
1166000.0,3818,-2054250.0,2506
1217000.0,3767,-2047250.0,2513
1269000.0,3715,-2040250.0,2520
1320000.0,3664,-2032250.0,2528
1372000.0,3612,-2024250.0,2536
1423000.0,3561,-2015250.0,2545
1474000.0,3510,-2007250.0,2553
1525000.0,3459,-1998250.0,2562
1577000.0,3407,-1988250.0,2572
1628000.0,3356,-1979250.0,2581
1679000.0,3305,-1969250.0,2591
1730000.0,3254,-1959250.0,2601
1780000.0,3204,-1948250.0,2612
1831000.0,3153,-1937250.0,2623
1882000.0,3102,-1926250.0,2634
1933000.0,3051,-1915250.0,2645
1983000.0,3001,-1903250.0,2657
2034000.0,2950,-1891250.0,2669
2084000.0,2900,-1879250.0,2681
2135000.0,2849,-1866250.0,2694
2185000.0,2799,-1853250.0,2707
2235000.0,2749,-1840250.0,2720
2286000.0,2698,-1826250.0,2734
2336000.0,2648,-1812250.0,2748
2386000.0,2598,-1798250.0,2762
2436000.0,2548,-1784250.0,2776
2486000.0,2498,-1769250.0,2791
2535000.0,2449,-1754250.0,2806
2585000.0,2399,-1739250.0,2821
2635000.0,2349,-1723250.0,2837
2684000.0,2300,-1707250.0,2853
2733000.0,2251,-1691250.0,2869
2783000.0,2201,-1674250.0,2886
2832000.0,2152,-1658250.0,2902
2881000.0,2103,-1640250.0,2920
2930000.0,2054,-1623250.0,2937
2979000.0,2005,-1605250.0,2955
3028000.0,1956,-1587250.0,2973
3076000.0,1908,-1569250.0,2991
3125000.0,1859,-1550250.0,3010
3173000.0,1811,-1532250.0,3028
3221000.0,1763,-1512250.0,3048
3270000.0,1714,-1493250.0,3067
3318000.0,1666,-1473250.0,3087
3366000.0,1618,-1453250.0,3107
3414000.0,1570,-1433250.0,3127
3461000.0,1523,-1412250.0,3148
3509000.0,1475,-1391250.0,3169
3556000.0,1428,-1370250.0,3190
3604000.0,1380,-1349250.0,3211
3651000.0,1333,-1327250.0,3233
3698000.0,1286,-1305250.0,3255
3745000.0,1239,-1283250.0,3277
3792000.0,1192,-1260250.0,3300
3838000.0,1146,-1237250.0,3323
3885000.0,1099,-1214250.0,3346
3931000.0,1053,-1191250.0,3369
3978000.0,1006,-1167250.0,3393
4024000.0,960,-1143250.0,3417
4070000.0,914,-1119250.0,3441
4116000.0,868,-1094250.0,3466
4161000.0,823,-1069250.0,3491
4207000.0,777,-1044250.0,3516
4252000.0,732,-1019250.0,3541
4297000.0,687,-993250.0,3567
4342000.0,642,-967250.0,3593
4387000.0,597,-941250.0,3619
4432000.0,552,-915250.0,3645
4477000.0,507,-888250.0,3672
4521000.0,463,-861250.0,3699
4565000.0,419,-834250.0,3726
4609000.0,375,-806250.0,3754
4653000.0,331,-779250.0,3781
4697000.0,287,-751250.0,3809
4741000.0,243,-722250.0,3838
4784000.0,200,-694250.0,3866
4827000.0,157,-665250.0,3895
4871000.0,113,-636250.0,3924
4913000.0,71,-607250.0,3953
4956000.0,28,-577250.0,3983
-3056000.0,8040,-1517250.0,3043
-3008000.0,7992,-1535250.0,3025
-2960000.0,7944,-1553250.0,3007
-2911000.0,7895,-1570250.0,2990
-2862000.0,7846,-1588250.0,2972
-2814000.0,7798,-1605250.0,2955
-2765000.0,7749,-1621250.0,2939
-2716000.0,7700,-1638250.0,2922
-2667000.0,7651,-1654250.0,2906
-2618000.0,7602,-1670250.0,2890
-2568000.0,7552,-1685250.0,2875
-2519000.0,7503,-1701250.0,2859
-2470000.0,7454,-1715250.0,2845
-2420000.0,7404,-1730250.0,2830
-2370000.0,7354,-1744250.0,2816
-2321000.0,7305,-1759250.0,2801
-2271000.0,7255,-1772250.0,2788
-2221000.0,7205,-1786250.0,2774
-2171000.0,7155,-1799250.0,2761
-2121000.0,7105,-1812250.0,2748
-2071000.0,7055,-1824250.0,2736
-2021000.0,7005,-1837250.0,2723
-1971000.0,6955,-1849250.0,2711
-1920000.0,6904,-1860250.0,2700
-1870000.0,6854,-1872250.0,2688
-1819000.0,6803,-1883250.0,2677
-1769000.0,6753,-1893250.0,2667
-1718000.0,6702,-1904250.0,2656
-1668000.0,6652,-1914250.0,2646
-1617000.0,6601,-1924250.0,2636
-1566000.0,6550,-1933250.0,2627
-1516000.0,6500,-1943250.0,2617
-1465000.0,6449,-1952250.0,2608
-1414000.0,6398,-1960250.0,2600
-1363000.0,6347,-1969250.0,2591
-1312000.0,6296,-1977250.0,2583
-1261000.0,6245,-1984250.0,2576
-1210000.0,6194,-1992250.0,2568
-1158000.0,6142,-1999250.0,2561
-1107000.0,6091,-2006250.0,2554
-1056000.0,6040,-2012250.0,2548
-1005000.0,5989,-2018250.0,2542
-953000.0,5937,-2024250.0,2536
-902000.0,5886,-2030250.0,2530
-851000.0,5835,-2035250.0,2525
-799000.0,5783,-2040250.0,2520
-748000.0,5732,-2044250.0,2516
-696000.0,5680,-2049250.0,2511
-645000.0,5629,-2053250.0,2507
-593000.0,5577,-2057250.0,2503
-542000.0,5526,-2060250.0,2500
-490000.0,5474,-2063250.0,2497
-439000.0,5423,-2066250.0,2494
-387000.0,5371,-2068250.0,2492
-336000.0,5320,-2070250.0,2490
-284000.0,5268,-2072250.0,2488
-232000.0,5216,-2074250.0,2486
-181000.0,5165,-2075250.0,2485
-129000.0,5113,-2076250.0,2484
-77000.0,5061,-2077250.0,2483
-26000.0,5010,-2077250.0,2483
26000.0,4958,-2077250.0,2483
77000.0,4907,-2077250.0,2483
129000.0,4855,-2076250.0,2484
181000.0,4803,-2075250.0,2485
232000.0,4752,-2074250.0,2486
284000.0,4700,-2072250.0,2488
336000.0,4648,-2070250.0,2490
387000.0,4597,-2068250.0,2492
439000.0,4545,-2066250.0,2494
490000.0,4494,-2063250.0,2497
542000.0,4442,-2060250.0,2500
593000.0,4391,-2057250.0,2503
645000.0,4339,-2053250.0,2507
696000.0,4288,-2049250.0,2511
748000.0,4236,-2044250.0,2516
799000.0,4185,-2040250.0,2520
851000.0,4133,-2035250.0,2525
902000.0,4082,-2030250.0,2530
953000.0,4031,-2024250.0,2536
1005000.0,3979,-2018250.0,2542
1056000.0,3928,-2012250.0,2548
1107000.0,3877,-2006250.0,2554
1158000.0,3826,-1999250.0,2561
1210000.0,3774,-1992250.0,2568
1261000.0,3723,-1984250.0,2576
1312000.0,3672,-1977250.0,2583
1363000.0,3621,-1969250.0,2591
1414000.0,3570,-1960250.0,2600
1465000.0,3519,-1952250.0,2608
1516000.0,3468,-1943250.0,2617
1566000.0,3418,-1933250.0,2627
1617000.0,3367,-1924250.0,2636
1668000.0,3316,-1914250.0,2646
1718000.0,3266,-1904250.0,2656
1769000.0,3215,-1893250.0,2667
1819000.0,3165,-1883250.0,2677
1870000.0,3114,-1872250.0,2688
1920000.0,3064,-1860250.0,2700
1971000.0,3013,-1849250.0,2711
2021000.0,2963,-1837250.0,2723
2071000.0,2913,-1824250.0,2736
2121000.0,2863,-1812250.0,2748
2171000.0,2813,-1799250.0,2761
2221000.0,2763,-1786250.0,2774
2271000.0,2713,-1772250.0,2788
2321000.0,2663,-1759250.0,2801
2370000.0,2614,-1744250.0,2816
2420000.0,2564,-1730250.0,2830
2470000.0,2514,-1715250.0,2845
2519000.0,2465,-1701250.0,2859
2568000.0,2416,-1685250.0,2875
2618000.0,2366,-1670250.0,2890
2667000.0,2317,-1654250.0,2906
2716000.0,2268,-1638250.0,2922
2765000.0,2219,-1621250.0,2939
2814000.0,2170,-1605250.0,2955
2862000.0,2122,-1588250.0,2972
2911000.0,2073,-1570250.0,2990
2960000.0,2024,-1553250.0,3007
3008000.0,1976,-1535250.0,3025
3056000.0,1928,-1517250.0,3043
3105000.0,1879,-1498250.0,3062
3153000.0,1831,-1479250.0,3081
3201000.0,1783,-1460250.0,3100
3249000.0,1735,-1441250.0,3119
3296000.0,1688,-1421250.0,3139
3344000.0,1640,-1402250.0,3158
3392000.0,1592,-1381250.0,3179
3439000.0,1545,-1361250.0,3199
3486000.0,1498,-1340250.0,3220
3533000.0,1451,-1319250.0,3241
3580000.0,1404,-1298250.0,3262
3627000.0,1357,-1276250.0,3284
3674000.0,1310,-1254250.0,3306
3721000.0,1263,-1232250.0,3328
3767000.0,1217,-1210250.0,3350
3814000.0,1170,-1187250.0,3373
3860000.0,1124,-1164250.0,3396
3906000.0,1078,-1141250.0,3419
3952000.0,1032,-1117250.0,3443
3998000.0,986,-1093250.0,3467
4043000.0,941,-1069250.0,3491
4089000.0,895,-1045250.0,3515
4134000.0,850,-1020250.0,3540
4180000.0,804,-995250.0,3565
4225000.0,759,-970250.0,3590
4270000.0,714,-945250.0,3615
4314000.0,670,-919250.0,3641
4359000.0,625,-893250.0,3667
4403000.0,581,-867250.0,3693
4448000.0,536,-840250.0,3720
4492000.0,492,-813250.0,3747
4536000.0,448,-786250.0,3774
4580000.0,404,-759250.0,3801
4623000.0,361,-731250.0,3829
4667000.0,317,-704250.0,3856
4710000.0,274,-675250.0,3885
4753000.0,231,-647250.0,3913
4796000.0,188,-618250.0,3942
4839000.0,145,-590250.0,3970
4882000.0,102,-560250.0,4000
4924000.0,60,-531250.0,4029
4967000.0,17,-501250.0,4059
-3084000.0,8068,-1446250.0,3114
-3037000.0,8021,-1464250.0,3096
-2988000.0,7972,-1483250.0,3077
-2940000.0,7924,-1500250.0,3060
-2892000.0,7876,-1518250.0,3042
-2844000.0,7828,-1535250.0,3025
-2795000.0,7779,-1552250.0,3008
-2747000.0,7731,-1568250.0,2992
-2698000.0,7682,-1585250.0,2975
-2649000.0,7633,-1601250.0,2959
-2601000.0,7585,-1617250.0,2943
-2552000.0,7536,-1632250.0,2928
-2503000.0,7487,-1647250.0,2913
-2454000.0,7438,-1662250.0,2898
-2404000.0,7388,-1677250.0,2883
-2355000.0,7339,-1691250.0,2869
-2306000.0,7290,-1705250.0,2855
-2256000.0,7240,-1718250.0,2842
-2207000.0,7191,-1732250.0,2828
-2157000.0,7141,-1745250.0,2815
-2107000.0,7091,-1758250.0,2802
-2058000.0,7042,-1770250.0,2790
-2008000.0,6992,-1782250.0,2778
-1958000.0,6942,-1794250.0,2766
-1908000.0,6892,-1806250.0,2754
-1858000.0,6842,-1817250.0,2743
-1808000.0,6792,-1828250.0,2732
-1758000.0,6742,-1839250.0,2721
-1707000.0,6691,-1849250.0,2711
-1657000.0,6641,-1859250.0,2701
-1607000.0,6591,-1869250.0,2691
-1556000.0,6540,-1879250.0,2681
-1506000.0,6490,-1888250.0,2672
-1455000.0,6439,-1897250.0,2663
-1405000.0,6389,-1905250.0,2655
-1354000.0,6338,-1913250.0,2647
-1303000.0,6287,-1921250.0,2639
-1253000.0,6237,-1929250.0,2631
-1202000.0,6186,-1936250.0,2624
-1151000.0,6135,-1943250.0,2617
-1100000.0,6084,-1950250.0,2610
-1049000.0,6033,-1957250.0,2603
-998000.0,5982,-1963250.0,2597
-947000.0,5931,-1969250.0,2591
-896000.0,5880,-1974250.0,2586
-845000.0,5829,-1979250.0,2581
-794000.0,5778,-1984250.0,2576
-743000.0,5727,-1989250.0,2571
-692000.0,5676,-1993250.0,2567
-641000.0,5625,-1997250.0,2563
-590000.0,5574,-2001250.0,2559
-538000.0,5522,-2004250.0,2556
-487000.0,5471,-2007250.0,2553
-436000.0,5420,-2010250.0,2550
-385000.0,5369,-2013250.0,2547
-333000.0,5317,-2015250.0,2545
-282000.0,5266,-2017250.0,2543
-231000.0,5215,-2018250.0,2542
-180000.0,5164,-2019250.0,2541
-128000.0,5112,-2020250.0,2540
-77000.0,5061,-2021250.0,2539
-26000.0,5010,-2021250.0,2539
26000.0,4958,-2021250.0,2539
77000.0,4907,-2021250.0,2539
128000.0,4856,-2020250.0,2540
180000.0,4804,-2019250.0,2541
231000.0,4753,-2018250.0,2542
282000.0,4702,-2017250.0,2543
333000.0,4651,-2015250.0,2545
385000.0,4599,-2013250.0,2547
436000.0,4548,-2010250.0,2550
487000.0,4497,-2007250.0,2553
538000.0,4446,-2004250.0,2556
590000.0,4394,-2001250.0,2559
641000.0,4343,-1997250.0,2563
692000.0,4292,-1993250.0,2567
743000.0,4241,-1989250.0,2571
794000.0,4190,-1984250.0,2576
845000.0,4139,-1979250.0,2581
896000.0,4088,-1974250.0,2586
947000.0,4037,-1969250.0,2591
998000.0,3986,-1963250.0,2597
1049000.0,3935,-1957250.0,2603
1100000.0,3884,-1950250.0,2610
1151000.0,3833,-1943250.0,2617
1202000.0,3782,-1936250.0,2624
1253000.0,3731,-1929250.0,2631
1303000.0,3681,-1921250.0,2639
1354000.0,3630,-1913250.0,2647
1405000.0,3579,-1905250.0,2655
1455000.0,3529,-1897250.0,2663
1506000.0,3478,-1888250.0,2672
1556000.0,3428,-1879250.0,2681
1607000.0,3377,-1869250.0,2691
1657000.0,3327,-1859250.0,2701
1707000.0,3277,-1849250.0,2711
1758000.0,3226,-1839250.0,2721
1808000.0,3176,-1828250.0,2732
1858000.0,3126,-1817250.0,2743
1908000.0,3076,-1806250.0,2754
1958000.0,3026,-1794250.0,2766
2008000.0,2976,-1782250.0,2778
2058000.0,2926,-1770250.0,2790
2107000.0,2877,-1758250.0,2802
2157000.0,2827,-1745250.0,2815
2207000.0,2777,-1732250.0,2828
2256000.0,2728,-1718250.0,2842
2306000.0,2678,-1705250.0,2855
2355000.0,2629,-1691250.0,2869
2404000.0,2580,-1677250.0,2883
2454000.0,2530,-1662250.0,2898
2503000.0,2481,-1647250.0,2913
2552000.0,2432,-1632250.0,2928
2601000.0,2383,-1617250.0,2943
2649000.0,2335,-1601250.0,2959
2698000.0,2286,-1585250.0,2975
2747000.0,2237,-1568250.0,2992
