y_coordinate ,y_index,x_coordinate ,x_index
-2018000.0,7002,1020750.0,5581
-1985000.0,6969,1008750.0,5569
-1952000.0,6936,996750.0,5557
-1919000.0,6903,985750.0,5546
-1885000.0,6869,973750.0,5534
-1852000.0,6836,962750.0,5523
-1818000.0,6802,951750.0,5512
-1785000.0,6769,940750.0,5501
-1751000.0,6735,930750.0,5491
-1718000.0,6702,919750.0,5480
-1684000.0,6668,909750.0,5470
-1650000.0,6634,899750.0,5460
-1616000.0,6600,889750.0,5450
-1583000.0,6567,880750.0,5441
-1549000.0,6533,870750.0,5431
-1515000.0,6499,861750.0,5422
-1481000.0,6465,852750.0,5413
-1446000.0,6430,843750.0,5404
-1412000.0,6396,835750.0,5396
-1378000.0,6362,826750.0,5387
-1344000.0,6328,818750.0,5379
-1309000.0,6293,810750.0,5371
-1275000.0,6259,802750.0,5363
-1241000.0,6225,795750.0,5356
-1206000.0,6190,788750.0,5349
-1172000.0,6156,780750.0,5341
-1137000.0,6121,774750.0,5335
-1103000.0,6087,767750.0,5328
-1068000.0,6052,760750.0,5321
-1033000.0,6017,754750.0,5315
-999000.0,5983,748750.0,5309
-964000.0,5948,742750.0,5303
-929000.0,5913,736750.0,5297
-895000.0,5879,731750.0,5292
-860000.0,5844,726750.0,5287
-825000.0,5809,721750.0,5282
-790000.0,5774,716750.0,5277
-755000.0,5739,711750.0,5272
-720000.0,5704,707750.0,5268
-685000.0,5669,703750.0,5264
-650000.0,5634,699750.0,5260
-615000.0,5599,695750.0,5256
-580000.0,5564,691750.0,5252
-545000.0,5529,688750.0,5249
-510000.0,5494,685750.0,5246
-475000.0,5459,682750.0,5243
-440000.0,5424,679750.0,5240
-405000.0,5389,676750.0,5237
-370000.0,5354,674750.0,5235
-334000.0,5318,672750.0,5233
-299000.0,5283,670750.0,5231
-264000.0,5248,668750.0,5229
-229000.0,5213,667750.0,5228
-194000.0,5178,666750.0,5227
-158000.0,5142,665750.0,5226
-123000.0,5107,664750.0,5225
-88000.0,5072,663750.0,5224
-53000.0,5037,663750.0,5224
-18000.0,5002,662750.0,5223
18000.0,4966,662750.0,5223
53000.0,4931,663750.0,5224
88000.0,4896,663750.0,5224
123000.0,4861,664750.0,5225
158000.0,4826,665750.0,5226
194000.0,4790,666750.0,5227
229000.0,4755,667750.0,5228
264000.0,4720,668750.0,5229
299000.0,4685,670750.0,5231
334000.0,4650,672750.0,5233
370000.0,4614,674750.0,5235
405000.0,4579,676750.0,5237
440000.0,4544,679750.0,5240
475000.0,4509,682750.0,5243
510000.0,4474,685750.0,5246
545000.0,4439,688750.0,5249
580000.0,4404,691750.0,5252
615000.0,4369,695750.0,5256
650000.0,4334,699750.0,5260
685000.0,4299,703750.0,5264
720000.0,4264,707750.0,5268
755000.0,4229,711750.0,5272
790000.0,4194,716750.0,5277
825000.0,4159,721750.0,5282
860000.0,4124,726750.0,5287
895000.0,4089,731750.0,5292
929000.0,4055,736750.0,5297
964000.0,4020,742750.0,5303
999000.0,3985,748750.0,5309
1033000.0,3951,754750.0,5315
1068000.0,3916,760750.0,5321
1103000.0,3881,767750.0,5328
1137000.0,3847,774750.0,5335
1172000.0,3812,780750.0,5341
1206000.0,3778,788750.0,5349
1241000.0,3743,795750.0,5356
1275000.0,3709,802750.0,5363
1309000.0,3675,810750.0,5371
1344000.0,3640,818750.0,5379
1378000.0,3606,826750.0,5387
1412000.0,3572,835750.0,5396
1446000.0,3538,843750.0,5404
1481000.0,3503,852750.0,5413
1515000.0,3469,861750.0,5422
1549000.0,3435,870750.0,5431
1583000.0,3401,880750.0,5441
1616000.0,3368,889750.0,5450
1650000.0,3334,899750.0,5460
1684000.0,3300,909750.0,5470
1718000.0,3266,919750.0,5480
1751000.0,3233,930750.0,5491
1785000.0,3199,940750.0,5501
1818000.0,3166,951750.0,5512
1852000.0,3132,962750.0,5523
1885000.0,3099,973750.0,5534
1919000.0,3065,985750.0,5546
1952000.0,3032,996750.0,5557
1985000.0,2999,1008750.0,5569
2018000.0,2966,1020750.0,5581
2051000.0,2933,1032750.0,5593
2084000.0,2900,1045750.0,5606
2117000.0,2867,1057750.0,5618
2150000.0,2834,1070750.0,5631
2183000.0,2801,1083750.0,5644
2215000.0,2769,1096750.0,5657
2248000.0,2736,1109750.0,5670
2280000.0,2704,1123750.0,5684
2313000.0,2671,1137750.0,5698
2345000.0,2639,1151750.0,5712
2377000.0,2607,1165750.0,5726
2409000.0,2575,1179750.0,5740
2442000.0,2542,1194750.0,5755
2474000.0,2510,1209750.0,5770
2505000.0,2479,1223750.0,5784
2537000.0,2447,1239750.0,5800
2569000.0,2415,1254750.0,5815
2601000.0,2383,1269750.0,5830
2632000.0,2352,1285750.0,5846
2664000.0,2320,1301750.0,5862
2695000.0,2289,1317750.0,5878
2726000.0,2258,1333750.0,5894
2757000.0,2227,1350750.0,5911
2788000.0,2196,1366750.0,5927
2819000.0,2165,1383750.0,5944
2850000.0,2134,1400750.0,5961
2881000.0,2103,1417750.0,5978
2911000.0,2073,1435750.0,5996
2942000.0,2042,1452750.0,6013
2972000.0,2012,1470750.0,6031
3003000.0,1981,1488750.0,6049
3033000.0,1951,1506750.0,6067
3063000.0,1921,1524750.0,6085
3093000.0,1891,1543750.0,6104
3123000.0,1861,1561750.0,6122
3153000.0,1831,1580750.0,6141
3182000.0,1802,1599750.0,6160
3212000.0,1772,1618750.0,6179
3241000.0,1743,1638750.0,6199
3271000.0,1713,1657750.0,6218
3300000.0,1684,1677750.0,6238
3329000.0,1655,1697750.0,6258
3358000.0,1626,1717750.0,6278
3387000.0,1597,1737750.0,6298
3415000.0,1569,1757750.0,6318
3444000.0,1540,1778750.0,6339
3473000.0,1511,1799750.0,6360
3501000.0,1483,1819750.0,6380
3529000.0,1455,1840750.0,6401
3557000.0,1427,1862750.0,6423
3585000.0,1399,1883750.0,6444
3613000.0,1371,1905750.0,6466
3641000.0,1343,1926750.0,6487
3668000.0,1316,1948750.0,6509
3696000.0,1288,1970750.0,6531
3723000.0,1261,1993750.0,6554
3750000.0,1234,2015750.0,6576
3777000.0,1207,2038750.0,6599
3804000.0,1180,2060750.0,6621
3831000.0,1153,2083750.0,6644
3858000.0,1126,2106750.0,6667
3884000.0,1100,2129750.0,6690
3910000.0,1074,2153750.0,6714
3937000.0,1047,2176750.0,6737
3963000.0,1021,2200750.0,6761
3989000.0,995,2224750.0,6785
4014000.0,970,2248750.0,6809
4040000.0,944,2272750.0,6833
4065000.0,919,2296750.0,6857
4091000.0,893,2321750.0,6882
4116000.0,868,2345750.0,6906
4141000.0,843,2370750.0,6931
4166000.0,818,2395750.0,6956
4191000.0,793,2420750.0,6981
4215000.0,769,2445750.0,7006
4240000.0,744,2471750.0,7032
4264000.0,720,2496750.0,7057
4288000.0,696,2522750.0,7083
4312000.0,672,2547750.0,7108
4336000.0,648,2573750.0,7134
4360000.0,624,2599750.0,7160
4383000.0,601,2626750.0,7187
4407000.0,577,2652750.0,7213
4430000.0,554,2678750.0,7239
4453000.0,531,2705750.0,7266
4476000.0,508,2732750.0,7293
4499000.0,485,2759750.0,7320
4521000.0,463,2786750.0,7347
4544000.0,440,2813750.0,7374
4566000.0,418,2840750.0,7401
4588000.0,396,2868750.0,7429
4610000.0,374,2895750.0,7456
4632000.0,352,2923750.0,7484
4653000.0,331,2951750.0,7512
4675000.0,309,2979750.0,7540
4696000.0,288,3007750.0,7568
4717000.0,267,3035750.0,7596
4738000.0,246,3063750.0,7624
4758000.0,226,3092750.0,7653
4779000.0,205,3120750.0,7681
4799000.0,185,3149750.0,7710
4820000.0,164,3178750.0,7739
4840000.0,144,3207750.0,7768
4860000.0,124,3236750.0,7797
-3065000.0,8049,1588750.0,6149
-3035000.0,8019,1570750.0,6131
-3005000.0,7989,1551750.0,6112
-2976000.0,7960,1534750.0,6095
-2945000.0,7929,1516750.0,6077
-2915000.0,7899,1498750.0,6059
-2885000.0,7869,1481750.0,6042
-2855000.0,7839,1464750.0,6025
-2824000.0,7808,1447750.0,6008
-2794000.0,7778,1430750.0,5991
-2763000.0,7747,1413750.0,5974
-2732000.0,7716,1397750.0,5958
-2701000.0,7685,1380750.0,5941
-2670000.0,7654,1364750.0,5925
-2639000.0,7623,1348750.0,5909
-2608000.0,7592,1333750.0,5894
-2577000.0,7561,1317750.0,5878
-2546000.0,7530,1302750.0,5863
-2514000.0,7498,1287750.0,5848
-2483000.0,7467,1272750.0,5833
-2451000.0,7435,1257750.0,5818
-2419000.0,7403,1242750.0,5803
-2388000.0,7372,1228750.0,5789
-2356000.0,7340,1214750.0,5775
-2324000.0,7308,1200750.0,5761
-2292000.0,7276,1186750.0,5747
-2260000.0,7244,1172750.0,5733
-2227000.0,7211,1159750.0,5720
-2195000.0,7179,1145750.0,5706
-2163000.0,7147,1132750.0,5693
-2130000.0,7114,1119750.0,5680
-2098000.0,7082,1107750.0,5668
-2065000.0,7049,1094750.0,5655
-2033000.0,7017,1082750.0,5643
-2000000.0,6984,1070750.0,5631
-1967000.0,6951,1058750.0,5619
-1934000.0,6918,1046750.0,5607
-1901000.0,6885,1035750.0,5596
-1868000.0,6852,1024750.0,5585
-1835000.0,6819,1012750.0,5573
-1802000.0,6786,1002750.0,5563
-1769000.0,6753,991750.0,5552
-1735000.0,6719,980750.0,5541
-1702000.0,6686,970750.0,5531
-1669000.0,6653,960750.0,5521
-1635000.0,6619,950750.0,5511
-1602000.0,6586,940750.0,5501
-1568000.0,6552,931750.0,5492
-1535000.0,6519,922750.0,5483
-1501000.0,6485,912750.0,5473
-1467000.0,6451,904750.0,5465
-1433000.0,6417,895750.0,5456
-1399000.0,6383,886750.0,5447
-1366000.0,6350,878750.0,5439
-1332000.0,6316,870750.0,5431
-1298000.0,6282,862750.0,5423
-1264000.0,6248,854750.0,5415
-1229000.0,6213,847750.0,5408
-1195000.0,6179,840750.0,5401
-1161000.0,6145,833750.0,5394
-1127000.0,6111,826750.0,5387
-1093000.0,6077,819750.0,5380
-1058000.0,6042,813750.0,5374
-1024000.0,6008,806750.0,5367
-990000.0,5974,800750.0,5361
-955000.0,5939,795750.0,5356
-921000.0,5905,789750.0,5350
-886000.0,5870,784750.0,5345
-852000.0,5836,778750.0,5339
-817000.0,5801,773750.0,5334
-783000.0,5767,769750.0,5330
-748000.0,5732,764750.0,5325
-714000.0,5698,760750.0,5321
-679000.0,5663,755750.0,5316
-644000.0,5628,751750.0,5312
-610000.0,5594,748750.0,5309
-575000.0,5559,744750.0,5305
-540000.0,5524,741750.0,5302
-505000.0,5489,738750.0,5299
-471000.0,5455,735750.0,5296
-436000.0,5420,732750.0,5293
-401000.0,5385,730750.0,5291
-366000.0,5350,727750.0,5288
-331000.0,5315,725750.0,5286
-296000.0,5280,723750.0,5284
-262000.0,5246,722750.0,5283
-227000.0,5211,720750.0,5281
-192000.0,5176,719750.0,5280
-157000.0,5141,718750.0,5279
-122000.0,5106,717750.0,5278
-87000.0,5071,716750.0,5277
-52000.0,5036,716750.0,5277
-17000.0,5001,716750.0,5277
17000.0,4967,716750.0,5277
52000.0,4932,716750.0,5277
87000.0,4897,716750.0,5277
122000.0,4862,717750.0,5278
157000.0,4827,718750.0,5279
192000.0,4792,719750.0,5280
227000.0,4757,720750.0,5281
262000.0,4722,722750.0,5283
296000.0,4688,723750.0,5284
331000.0,4653,725750.0,5286
366000.0,4618,727750.0,5288
401000.0,4583,730750.0,5291
436000.0,4548,732750.0,5293
471000.0,4513,735750.0,5296
505000.0,4479,738750.0,5299
540000.0,4444,741750.0,5302
575000.0,4409,744750.0,5305
610000.0,4374,748750.0,5309
644000.0,4340,751750.0,5312
679000.0,4305,755750.0,5316
714000.0,4270,760750.0,5321
748000.0,4236,764750.0,5325
783000.0,4201,769750.0,5330
817000.0,4167,773750.0,5334
852000.0,4132,778750.0,5339
886000.0,4098,784750.0,5345
921000.0,4063,789750.0,5350
955000.0,4029,795750.0,5356
990000.0,3994,800750.0,5361
1024000.0,3960,806750.0,5367
1058000.0,3926,813750.0,5374
1093000.0,3891,819750.0,5380
1127000.0,3857,826750.0,5387
1161000.0,3823,833750.0,5394
1195000.0,3789,840750.0,5401
1229000.0,3755,847750.0,5408
1264000.0,3720,854750.0,5415
1298000.0,3686,862750.0,5423
1332000.0,3652,870750.0,5431
1366000.0,3618,878750.0,5439
1399000.0,3585,886750.0,5447
1433000.0,3551,895750.0,5456
1467000.0,3517,904750.0,5465
1501000.0,3483,912750.0,5473
1535000.0,3449,922750.0,5483
1568000.0,3416,931750.0,5492
1602000.0,3382,940750.0,5501
1635000.0,3349,950750.0,5511
1669000.0,3315,960750.0,5521
1702000.0,3282,970750.0,5531
1735000.0,3249,980750.0,5541
1769000.0,3215,991750.0,5552
1802000.0,3182,1002750.0,5563
1835000.0,3149,1012750.0,5573
1868000.0,3116,1024750.0,5585
1901000.0,3083,1035750.0,5596
1934000.0,3050,1046750.0,5607
1967000.0,3017,1058750.0,5619
2000000.0,2984,1070750.0,5631
2033000.0,2951,1082750.0,5643
2065000.0,2919,1094750.0,5655
2098000.0,2886,1107750.0,5668
2130000.0,2854,1119750.0,5680
2163000.0,2821,1132750.0,5693
2195000.0,2789,1145750.0,5706
2227000.0,2757,1159750.0,5720
2260000.0,2724,1172750.0,5733
2292000.0,2692,1186750.0,5747
2324000.0,2660,1200750.0,5761
2356000.0,2628,1214750.0,5775
2388000.0,2596,1228750.0,5789
2419000.0,2565,1242750.0,5803
2451000.0,2533,1257750.0,5818
2483000.0,2501,1272750.0,5833
2514000.0,2470,1287750.0,5848
2546000.0,2438,1302750.0,5863
2577000.0,2407,1317750.0,5878
2608000.0,2376,1333750.0,5894
2639000.0,2345,1348750.0,5909
2670000.0,2314,1364750.0,5925
2701000.0,2283,1380750.0,5941
2732000.0,2252,1397750.0,5958
2763000.0,2221,1413750.0,5974
2794000.0,2190,1430750.0,5991
2824000.0,2160,1447750.0,6008
2855000.0,2129,1464750.0,6025
2885000.0,2099,1481750.0,6042
2915000.0,2069,1498750.0,6059
2945000.0,2039,1516750.0,6077
2976000.0,2008,1534750.0,6095
3005000.0,1979,1551750.0,6112
3035000.0,1949,1570750.0,6131
3065000.0,1919,1588750.0,6149
3095000.0,1889,1606750.0,6167
3124000.0,1860,1625750.0,6186
3154000.0,1830,1644750.0,6205
3183000.0,1801,1663750.0,6224
3212000.0,1772,1682750.0,6243
3241000.0,1743,1701750.0,6262
3270000.0,1714,1721750.0,6282
3299000.0,1685,1740750.0,6301
3327000.0,1657,1760750.0,6321
3356000.0,1628,1780750.0,6341
3384000.0,1600,1801750.0,6362
3413000.0,1571,1821750.0,6382
3441000.0,1543,1841750.0,6402
3469000.0,1515,1862750.0,6423
3497000.0,1487,1883750.0,6444
3525000.0,1459,1904750.0,6465
3553000.0,1431,1925750.0,6486
3580000.0,1404,1947750.0,6508
3608000.0,1376,1968750.0,6529
3635000.0,1349,1990750.0,6551
3662000.0,1322,2012750.0,6573
3689000.0,1295,2034750.0,6595
3716000.0,1268,2056750.0,6617
3743000.0,1241,2078750.0,6639
3770000.0,1214,2101750.0,6662
3796000.0,1188,2124750.0,6685
3823000.0,1161,2146750.0,6707
3849000.0,1135,2169750.0,6730
3875000.0,1109,2193750.0,6754
3901000.0,1083,2216750.0,6777
3927000.0,1057,2239750.0,6800
3952000.0,1032,2263750.0,6824
3978000.0,1006,2287750.0,6848
4003000.0,981,2311750.0,6872
4029000.0,955,2335750.0,6896
4054000.0,930,2359750.0,6920
4079000.0,905,2383750.0,6944
4104000.0,880,2408750.0,6969
4128000.0,856,2433750.0,6994
4153000.0,831,2457750.0,7018
4177000.0,807,2482750.0,7043
4201000.0,783,2507750.0,7068
4225000.0,759,2533750.0,7094
4249000.0,735,2558750.0,7119
4273000.0,711,2584750.0,7145
4297000.0,687,2609750.0,7170
4320000.0,664,2635750.0,7196
4344000.0,640,2661750.0,7222
4367000.0,617,2687750.0,7248
4390000.0,594,2713750.0,7274
4413000.0,571,2740750.0,7301
4435000.0,549,2766750.0,7327
4458000.0,526,2793750.0,7354
4480000.0,504,2820750.0,7381
4502000.0,482,2847750.0,7408
4524000.0,460,2874750.0,7435
4546000.0,438,2901750.0,7462
4568000.0,416,2928750.0,7489
4590000.0,394,2956750.0,7517
4611000.0,373,2983750.0,7544
4632000.0,352,3011750.0,7572
4653000.0,331,3039750.0,7600
4674000.0,310,3067750.0,7628
4695000.0,289,3095750.0,7656
4715000.0,269,3123750.0,7684
4736000.0,248,3151750.0,7712
4756000.0,228,3180750.0,7741
4776000.0,208,3208750.0,7769
4796000.0,188,3237750.0,7798
-3066000.0,8050,1652750.0,6213
-3037000.0,8021,1633750.0,6194
-3008000.0,7992,1615750.0,6176
-2978000.0,7962,1597750.0,6158
-2948000.0,7932,1579750.0,6140
-2919000.0,7903,1562750.0,6123
-2889000.0,7873,1544750.0,6105
-2859000.0,7843,1527750.0,6088
-2829000.0,7813,1510750.0,6071
-2798000.0,7782,1493750.0,6054
-2768000.0,7752,1477750.0,6038
-2738000.0,7722,1460750.0,6021
-2707000.0,7691,1444750.0,6005
-2677000.0,7661,1428750.0,5989
-2646000.0,7630,1412750.0,5973
-2615000.0,7599,1396750.0,5957
-2584000.0,7568,1380750.0,5941
-2553000.0,7537,1365750.0,5926
-2522000.0,7506,1350750.0,5911
-2491000.0,7475,1335750.0,5896
-2460000.0,7444,1320750.0,5881
-2429000.0,7413,1305750.0,5866
-2397000.0,7381,1291750.0,5852
-2366000.0,7350,1276750.0,5837
-2334000.0,7318,1262750.0,5823
-2303000.0,7287,1248750.0,5809
-2271000.0,7255,1235750.0,5796
-2239000.0,7223,1221750.0,5782
-2207000.0,7191,1208750.0,5769
-2175000.0,7159,1195750.0,5756
-2143000.0,7127,1182750.0,5743
-2111000.0,7095,1169750.0,5730
-2079000.0,7063,1157750.0,5718
-2046000.0,7030,1144750.0,5705
-2014000.0,6998,1132750.0,5693
-1982000.0,6966,1120750.0,5681
-1949000.0,6933,1108750.0,5669
-1916000.0,6900,1097750.0,5658
-1884000.0,6868,1085750.0,5646
-1851000.0,6835,1074750.0,5635
-1818000.0,6802,1063750.0,5624
-1785000.0,6769,1052750.0,5613
-1753000.0,6737,1042750.0,5603
-1720000.0,6704,1031750.0,5592
-1687000.0,6671,1021750.0,5582
-1653000.0,6637,1011750.0,5572
-1620000.0,6604,1001750.0,5562
-1587000.0,6571,992750.0,5553
-1554000.0,6538,982750.0,5543
-1520000.0,6504,973750.0,5534
-1487000.0,6471,964750.0,5525
-1454000.0,6438,955750.0,5516
-1420000.0,6404,947750.0,5508
-1387000.0,6371,938750.0,5499
-1353000.0,6337,930750.0,5491
-1319000.0,6303,922750.0,5483
-1286000.0,6270,914750.0,5475
-1252000.0,6236,907750.0,5468
-1218000.0,6202,899750.0,5460
-1184000.0,6168,892750.0,5453
-1151000.0,6135,885750.0,5446
-1117000.0,6101,878750.0,5439
-1083000.0,6067,872750.0,5433
-1049000.0,6033,865750.0,5426
-1015000.0,5999,859750.0,5420
-981000.0,5965,853750.0,5414
-947000.0,5931,847750.0,5408
-912000.0,5896,842750.0,5403
-878000.0,5862,836750.0,5397
-844000.0,5828,831750.0,5392
-810000.0,5794,826750.0,5387
-776000.0,5760,821750.0,5382
-741000.0,5725,817750.0,5378
-707000.0,5691,813750.0,5374
-673000.0,5657,808750.0,5369
-638000.0,5622,804750.0,5365
-604000.0,5588,801750.0,5362
-570000.0,5554,797750.0,5358
-535000.0,5519,794750.0,5355
-501000.0,5485,791750.0,5352
-466000.0,5450,788750.0,5349
-432000.0,5416,785750.0,5346
-397000.0,5381,783750.0,5344
-363000.0,5347,780750.0,5341
-328000.0,5312,778750.0,5339
-294000.0,5278,777750.0,5338
-259000.0,5243,775750.0,5336
-225000.0,5209,773750.0,5334
-190000.0,5174,772750.0,5333
-156000.0,5140,771750.0,5332
-121000.0,5105,770750.0,5331
-86000.0,5070,770750.0,5331
-52000.0,5036,769750.0,5330
-17000.0,5001,769750.0,5330
17000.0,4967,769750.0,5330
52000.0,4932,769750.0,5330
86000.0,4898,770750.0,5331
121000.0,4863,770750.0,5331
156000.0,4828,771750.0,5332
190000.0,4794,772750.0,5333
225000.0,4759,773750.0,5334
259000.0,4725,775750.0,5336
294000.0,4690,777750.0,5338
328000.0,4656,778750.0,5339
363000.0,4621,780750.0,5341
397000.0,4587,783750.0,5344
432000.0,4552,785750.0,5346
466000.0,4518,788750.0,5349
501000.0,4483,791750.0,5352
535000.0,4449,794750.0,5355
570000.0,4414,797750.0,5358
604000.0,4380,801750.0,5362
638000.0,4346,804750.0,5365
673000.0,4311,808750.0,5369
707000.0,4277,813750.0,5374
741000.0,4243,817750.0,5378
776000.0,4208,821750.0,5382
810000.0,4174,826750.0,5387
844000.0,4140,831750.0,5392
878000.0,4106,836750.0,5397
912000.0,4072,842750.0,5403
947000.0,4037,847750.0,5408
981000.0,4003,853750.0,5414
1015000.0,3969,859750.0,5420
1049000.0,3935,865750.0,5426
1083000.0,3901,872750.0,5433
1117000.0,3867,878750.0,5439
1151000.0,3833,885750.0,5446
1184000.0,3800,892750.0,5453
1218000.0,3766,899750.0,5460
1252000.0,3732,907750.0,5468
1286000.0,3698,914750.0,5475
1319000.0,3665,922750.0,5483
1353000.0,3631,930750.0,5491
1387000.0,3597,938750.0,5499
1420000.0,3564,947750.0,5508
1454000.0,3530,955750.0,5516
1487000.0,3497,964750.0,5525
1520000.0,3464,973750.0,5534
1554000.0,3430,982750.0,5543
1587000.0,3397,992750.0,5553
1620000.0,3364,1001750.0,5562
1653000.0,3331,1011750.0,5572
1687000.0,3297,1021750.0,5582
1720000.0,3264,1031750.0,5592
1753000.0,3231,1042750.0,5603
1785000.0,3199,1052750.0,5613
1818000.0,3166,1063750.0,5624
1851000.0,3133,1074750.0,5635
1884000.0,3100,1085750.0,5646
1916000.0,3068,1097750.0,5658
1949000.0,3035,1108750.0,5669
1982000.0,3002,1120750.0,5681
2014000.0,2970,1132750.0,5693
2046000.0,2938,1144750.0,5705
2079000.0,2905,1157750.0,5718
2111000.0,2873,1169750.0,5730
2143000.0,2841,1182750.0,5743
2175000.0,2809,1195750.0,5756
2207000.0,2777,1208750.0,5769
2239000.0,2745,1221750.0,5782
2271000.0,2713,1235750.0,5796
2303000.0,2681,1248750.0,5809
2334000.0,2650,1262750.0,5823
2366000.0,2618,1276750.0,5837
2397000.0,2587,1291750.0,5852
2429000.0,2555,1305750.0,5866
2460000.0,2524,1320750.0,5881
2491000.0,2493,1335750.0,5896
2522000.0,2462,1350750.0,5911
2553000.0,2431,1365750.0,5926
2584000.0,2400,1380750.0,5941
2615000.0,2369,1396750.0,5957
2646000.0,2338,1412750.0,5973
2677000.0,2307,1428750.0,5989
2707000.0,2277,1444750.0,6005
2738000.0,2246,1460750.0,6021
2768000.0,2216,1477750.0,6038
2798000.0,2186,1493750.0,6054
2829000.0,2155,1510750.0,6071
2859000.0,2125,1527750.0,6088
2889000.0,2095,1544750.0,6105
2919000.0,2065,1562750.0,6123
2948000.0,2036,1579750.0,6140
2978000.0,2006,1597750.0,6158
3008000.0,1976,1615750.0,6176
3037000.0,1947,1633750.0,6194
3066000.0,1918,1652750.0,6213
3096000.0,1888,1670750.0,6231
3125000.0,1859,1689750.0,6250
3154000.0,1830,1707750.0,6268
3183000.0,1801,1726750.0,6287
3211000.0,1773,1746750.0,6307
3240000.0,1744,1765750.0,6326
3269000.0,1715,1784750.0,6345
3297000.0,1687,1804750.0,6365
3325000.0,1659,1824750.0,6385
3353000.0,1631,1844750.0,6405
3382000.0,1602,1864750.0,6425
3410000.0,1574,1885750.0,6446
3437000.0,1547,1905750.0,6466
3465000.0,1519,1926750.0,6487
3493000.0,1491,1947750.0,6508
3520000.0,1464,1968750.0,6529
3547000.0,1437,1989750.0,6550
3575000.0,1409,2010750.0,6571
3602000.0,1382,2032750.0,6593
3629000.0,1355,2053750.0,6614
3655000.0,1329,2075750.0,6636
3682000.0,1302,2097750.0,6658
3709000.0,1275,2119750.0,6680
3735000.0,1249,2142750.0,6703
3761000.0,1223,2164750.0,6725
3788000.0,1196,2187750.0,6748
3814000.0,1170,2209750.0,6770
3839000.0,1145,2232750.0,6793
3865000.0,1119,2255750.0,6816
3891000.0,1093,2279750.0,6840
3916000.0,1068,2302750.0,6863
3942000.0,1042,2326750.0,6887
3967000.0,1017,2349750.0,6910
3992000.0,992,2373750.0,6934
4017000.0,967,2397750.0,6958
4041000.0,943,2421750.0,6982
4066000.0,918,2446750.0,7007
4090000.0,894,2470750.0,7031
4115000.0,869,2495750.0,7056
4139000.0,845,2519750.0,7080
4163000.0,821,2544750.0,7105
4187000.0,797,2569750.0,7130
4210000.0,774,2595750.0,7156
4234000.0,750,2620750.0,7181
4257000.0,727,2645750.0,7206
4281000.0,703,2671750.0,7232
4304000.0,680,2697750.0,7258
4327000.0,657,2722750.0,7283
4349000.0,635,2748750.0,7309
4372000.0,612,2775750.0,7336
4395000.0,589,2801750.0,7362
4417000.0,567,2827750.0,7388
4439000.0,545,2854750.0,7415
4461000.0,523,2881750.0,7442
4483000.0,501,2907750.0,7468
4505000.0,479,2934750.0,7495
4526000.0,458,2961750.0,7522
4547000.0,437,2989750.0,7550
4569000.0,415,3016750.0,7577
4590000.0,394,3043750.0,7604
4611000.0,373,3071750.0,7632
4631000.0,353,3099750.0,7660
4652000.0,332,3126750.0,7687
4672000.0,312,3154750.0,7715
4692000.0,292,3182750.0,7743
4712000.0,272,3211750.0,7772
4732000.0,252,3239750.0,7800
-3067000.0,8051,1715750.0,6276
-3038000.0,8022,1697750.0,6258
-3009000.0,7993,1679750.0,6240
-2980000.0,7964,1661750.0,6222
-2950000.0,7934,1643750.0,6204
-2921000.0,7905,1625750.0,6186
-2891000.0,7875,1608750.0,6169
-2862000.0,7846,1591750.0,6152
-2832000.0,7816,1574750.0,6135
-2802000.0,7786,1557750.0,6118
-2772000.0,7756,1540750.0,6101
-2742000.0,7726,1523750.0,6084
-2712000.0,7696,1507750.0,6068
-2682000.0,7666,1491750.0,6052
-2652000.0,7636,1475750.0,6036
-2621000.0,7605,1459750.0,6020
-2591000.0,7575,1444750.0,6005
-2560000.0,7544,1428750.0,5989
-2530000.0,7514,1413750.0,5974
-2499000.0,7483,1398750.0,5959
-2468000.0,7452,1383750.0,5944
-2437000.0,7421,1368750.0,5929
-2406000.0,7390,1354750.0,5915
-2375000.0,7359,1339750.0,5900
-2344000.0,7328,1325750.0,5886
-2313000.0,7297,1311750.0,5872
-2281000.0,7265,1297750.0,5858
-2250000.0,7234,1284750.0,5845
-2218000.0,7202,1270750.0,5831
-2187000.0,7171,1257750.0,5818
-2155000.0,7139,1244750.0,5805
-2123000.0,7107,1231750.0,5792
-2091000.0,7075,1219750.0,5780
-2059000.0,7043,1206750.0,5767
-2027000.0,7011,1194750.0,5755
-1995000.0,6979,1182750.0,5743
-1963000.0,6947,1170750.0,5731
-1931000.0,6915,1159750.0,5720
-1899000.0,6883,1147750.0,5708
-1866000.0,6850,1136750.0,5697
-1834000.0,6818,1125750.0,5686
-1801000.0,6785,1114750.0,5675
-1769000.0,6753,1103750.0,5664
-1736000.0,6720,1093750.0,5654
-1704000.0,6688,1082750.0,5643
-1671000.0,6655,1072750.0,5633
-1638000.0,6622,1062750.0,5623
-1605000.0,6589,1053750.0,5614
-1572000.0,6556,1043750.0,5604
-1539000.0,6523,1034750.0,5595
-1506000.0,6490,1025750.0,5586
-1473000.0,6457,1016750.0,5577
-1440000.0,6424,1007750.0,5568
-1407000.0,6391,998750.0,5559
-1374000.0,6358,990750.0,5551
-1341000.0,6325,982750.0,5543
-1307000.0,6291,974750.0,5535
-1274000.0,6258,966750.0,5527
-1240000.0,6224,959750.0,5520
-1207000.0,6191,951750.0,5512
