-3047556.791,-3647723.170
-2986446.480,-3665807.682
-2925228.866,-3683525.566
-2863906.148,-3700876.184
-2802480.529,-3717858.913
-2740954.217,-3734473.142
-2679329.423,-3750718.276
-2617608.359,-3766593.729
-2555793.245,-3782098.932
-2493886.301,-3797233.328
-2431889.751,-3811996.372
-2369805.823,-3826387.535
-2307636.747,-3840406.300
-2245384.758,-3854052.161
-2183052.092,-3867324.631
-2120640.989,-3880223.230
-2058153.691,-3892747.497
-1995592.443,-3904896.980
-1932959.493,-3916671.244
-1870257.092,-3928069.865
-1807487.492,-3939092.435
-1744652.949,-3949738.556
-1681755.721,-3960007.846
-1618798.067,-3969899.936
-1555782.249,-3979414.472
-1492710.531,-3988551.110
-1429585.181,-3997309.523
-1366408.465,-4005689.397
-1303182.654,-4013690.429
-1239910.020,-4021312.332
-1176592.835,-4028554.834
-1113233.376,-4035417.672
-1049833.917,-4041900.602
-986396.738,-4048003.389
-922924.118,-4053725.815
-859418.337,-4059067.674
-795881.677,-4064028.774
-732316.421,-4068608.937
-668724.852,-4072807.998
-605109.257,-4076625.807
-541471.919,-4080062.225
-477815.127,-4083117.131
-414141.166,-4085790.413
-350452.326,-4088081.977
-286750.893,-4089991.739
-223039.158,-4091519.630
-159319.409,-4092665.597
-95593.935,-4093429.598
-31865.027,-4093811.606
 31865.027,-4093811.606
 95593.935,-4093429.598
159319.409,-4092665.597
223039.158,-4091519.630
286750.893,-4089991.739
350452.326,-4088081.977
414141.166,-4085790.413
477815.127,-4083117.131
541471.919,-4080062.225
605109.257,-4076625.807
668724.852,-4072807.998
732316.421,-4068608.937
795881.677,-4064028.774
859418.337,-4059067.674
922924.118,-4053725.815
986396.738,-4048003.389
1049833.917,-4041900.602
1113233.376,-4035417.672
1176592.835,-4028554.834
1239910.020,-4021312.332
1303182.654,-4013690.429
1366408.465,-4005689.397
1429585.181,-3997309.523
1492710.531,-3988551.110
1555782.249,-3979414.472
1618798.067,-3969899.936
1681755.721,-3960007.846
1744652.949,-3949738.556
1807487.492,-3939092.435
1870257.092,-3928069.865
1932959.493,-3916671.244
1995592.443,-3904896.980
2058153.691,-3892747.497
2120640.989,-3880223.230
2183052.092,-3867324.631
2245384.758,-3854052.161
2307636.747,-3840406.300
2369805.823,-3826387.535
2431889.751,-3811996.372
2493886.301,-3797233.328
2555793.245,-3782098.932
2617608.359,-3766593.729
2679329.423,-3750718.276
2740954.217,-3734473.142
2802480.529,-3717858.913
2863906.148,-3700876.184
2925228.866,-3683525.566
2986446.480,-3665807.682
3047556.791,-3647723.170
3108557.602,-3629272.678
3169446.723,-3610456.869
3230221.966,-3591276.421
3290881.146,-3571732.021
3351422.084,-3551824.373
3411842.605,-3531554.190
3472140.539,-3510922.203
3532313.718,-3489929.151
3592359.980,-3468575.790
3652277.169,-3446862.886
3712063.131,-3424791.220
3771715.718,-3402361.585
