y,x,lat ,lon
4009680.539541436,-898096.7744637884,24.75,301.25
4054182.402880043,-873928.5689344709,24.75,301.75
4098538.598972371,-849494.0468942439,24.75,302.25
4142747.5340951337,-824794.0862783311,24.75,302.75
4186807.619816123,-799829.5745592018,24.75,303.25
4230717.273051331,-774601.408714671,24.75,303.75
4274474.916121809,-749110.4951956708,24.75,304.25
4318078.976810321,-723357.7498937062,24.75,304.75
4361527.888417896,-697344.0981079133,24.75,305.25
4404820.089820082,-671070.4745118243,24.75,305.75
4447954.0255230125,-644537.823119816,24.75,306.25
4490928.145719383,-617747.0972531245,24.75,306.75
4533740.90634403,-590699.2595056612,24.75,307.25
4576390.769129458,-563395.2817094006,24.75,307.75
4618876.201661157,-535836.1448994287,24.75,308.25
4661195.67743256,-508022.8392787545,24.75,308.75
4703347.675899979,-479956.36418269115,24.75,309.25
4745330.6825372055,-451637.72804294777,24.75,309.75
4787143.188889898,-423067.9483514377,24.75,310.25
4828783.69262984,-394248.0516236687,24.75,310.75
4870250.697608886,-365179.07336188434,24.75,311.25
4911542.713912698,-335862.05801787094,24.75,311.75
4952658.257914326,-306298.05895540304,24.75,312.25
-3071284.0254435707,-1272723.1083866814,25.25,228.75
-3024409.386987153,-1290992.5125528083,25.25,229.25
-2977426.0811489453,-1308980.615051923,25.25,229.75
-2930335.796044603,-1326686.7695694037,25.25,230.25
-2883140.223633562,-1344110.3399210542,25.25,230.75
-2835841.0596582335,-1361250.700075964,25.25,231.25
-2788440.003583098,-1378107.234178993,25.25,231.75
-2740938.7585336175,-1394679.3365729065,25.25,232.25
-2693339.031235068,-1410966.4118201341,25.25,232.75
-2645642.531951204,-1426967.874724163,25.25,233.25
-2597850.9744227948,-1442683.1503505686,25.25,233.75
-2549966.0758060813,-1458111.6740476617,25.25,234.25
-2501989.556611044,-1473252.891466793,25.25,234.75
-2453923.140639614,-1488106.25858225,25.25,235.25
-2405768.554923723,-1502671.2417108235,25.25,235.75
-2357527.529663241,-1516947.3175309729,25.25,236.25
-2309201.798163837,-1530933.9731016294,25.25,236.75
-2260793.096774667,-1544630.7058806287,25.25,237.25
-2212303.1648260187,-1558037.0237427654,25.25,237.75
-2163733.7445668043,-1571152.4449974736,25.25,238.25
-2115086.5811019447,-1583976.4984061427,25.25,238.75
-2066363.4223296982,-1596508.7231990362,25.25,239.25
-2017566.0188788434,-1608748.6690918582,25.25,239.75
-1968696.1240457648,-1620695.8963019254,25.25,240.25
-1919755.4937314892,-1632349.9755639713,25.25,240.75
-1870745.8863785581,-1643710.4881455717,25.25,241.25
-1821669.062907881,-1654777.0258621825,25.25,241.75
-1772526.7866554507,-1665549.191091814,25.25,242.25
-1723320.8233089715,-1676026.5967893174,25.25,242.75
-1674052.9408444501,-1686208.8665002803,25.25,243.25
-1624724.9094626375,-1696095.634374568,25.25,243.75
-1575338.5015254547,-1705686.5451794576,25.25,244.25
-1525895.491492301,-1714981.2543124051,25.25,244.75
-1476397.6558562794,-1723979.42781343,25.25,245.25
-1426846.7730804035,-1732680.7423771075,25.25,245.75
-1377244.6235336573,-1741084.8853641932,25.25,246.25
-1327592.9894270601,-1749191.554812849,25.25,246.75
-1277893.6547496177,-1757000.4594494952,25.25,247.25
-1228148.405204208,-1764511.3186992812,25.25,247.75
-1178359.0281434504,-1771723.8626961554,25.25,248.25
-1128527.3125054706,-1778637.8322925735,25.25,248.75
-1078655.0487496103,-1785252.9790688008,25.25,249.25
-1028744.0287921287,-1791569.0653418435,25.25,249.75
-978796.0459417802,-1797585.8641739863,25.25,250.25
-928812.8948354159,-1803303.1593809444,25.25,250.75
-878796.3713734854,-1808720.7455396352,25.25,251.25
-828748.2726554971,-1813838.427995555,25.25,251.75
-778670.396915481,-1818656.0228697797,25.25,252.25
-728564.5434573392,-1823173.3570655636,25.25,252.75
-678432.5125902317,-1827390.268274559,25.25,253.25
-628276.1055638761,-1831306.6049826578,25.25,253.75
-578097.1245038129,-1834922.226475424,25.25,254.25
-527897.3723466898,-1838237.0028431588,25.25,254.75
-477678.65277544333,-1841250.8149855572,25.25,255.25
-427442.77015452593,-1843963.5546159982,25.25,255.75
-377191.5294650606,-1846375.124265434,25.25,256.25
-326926.7362399723,-1848485.4372858834,25.25,256.75
-276650.1964991453,-1850294.417853553,25.25,257.25
-226363.71668451768,-1851802.0009715618,25.25,257.75
-176069.1035951603,-1853008.1324722725,25.25,258.25
-125768.1643223938,-1853912.7690192375,25.25,258.75
-75462.70618481895,-1854515.8781087634,25.25,259.25
-25154.53666341517,-1854817.4380710684,25.25,259.75
25154.53666341773,-1854817.4380710684,25.25,260.25
75462.7061848215,-1854515.8781087634,25.25,260.75
125768.16432239125,-1853912.7690192375,25.25,261.25
176069.1035951629,-1853008.1324722725,25.25,261.75
226363.71668452024,-1851802.0009715604,25.25,262.25
276650.19649914786,-1850294.417853553,25.25,262.75
326926.7362399748,-1848485.437285882,25.25,263.25
377191.52946505806,-1846375.124265434,25.25,263.75
427442.7701545285,-1843963.5546159982,25.25,264.25
477678.6527754459,-1841250.8149855572,25.25,264.75
527897.3723466872,-1838237.0028431588,25.25,265.25
578097.1245038152,-1834922.226475424,25.25,265.75
628276.1055638787,-1831306.6049826578,25.25,266.25
678432.5125902343,-1827390.268274559,25.25,266.75
728564.5434573416,-1823173.3570655622,25.25,267.25
778670.3969154784,-1818656.0228697797,25.25,267.75
828748.2726554997,-1813838.427995555,25.25,268.25
878796.3713734881,-1808720.7455396336,25.25,268.75
928812.8948354183,-1803303.1593809444,25.25,269.25
978796.0459417828,-1797585.8641739863,25.25,269.75
1028744.028792126,-1791569.0653418435,25.25,270.25
1078655.0487496126,-1785252.9790688008,25.25,270.75
1128527.3125054731,-1778637.8322925735,25.25,271.25
1178359.0281434527,-1771723.862696154,25.25,271.75
1228148.405204211,-1764511.3186992798,25.25,272.25
1277893.6547496154,-1757000.4594494952,25.25,272.75
1327592.9894270627,-1749191.554812849,25.25,273.25
1377244.6235336596,-1741084.8853641932,25.25,273.75
1426846.773080401,-1732680.742377109,25.25,274.25
1476397.6558562818,-1723979.42781343,25.25,274.75
1525895.4914923036,-1714981.2543124051,25.25,275.25
1575338.5015254572,-1705686.5451794576,25.25,275.75
1624724.9094626398,-1696095.634374568,25.25,276.25
1674052.940844448,-1686208.8665002803,25.25,276.75
1723320.8233089738,-1676026.596789316,25.25,277.25
1772526.7866554535,-1665549.191091814,25.25,277.75
1821669.0629078834,-1654777.0258621825,25.25,278.25
1870745.8863785607,-1643710.4881455703,25.25,278.75
1919755.4937314868,-1632349.975563973,25.25,279.25
1968696.1240457725,-1620695.896301924,25.25,279.75
2017566.018878846,-1608748.6690918582,25.25,280.25
2066363.4223297006,-1596508.7231990362,25.25,280.75
2115086.5811019517,-1583976.49840614,25.25,281.25
2163733.7445667963,-1571152.444997475,25.25,281.75
2212303.164826021,-1558037.0237427654,25.25,282.25
2260793.096774674,-1544630.7058806273,25.25,282.75
2309201.79816383,-1530933.9731016322,25.25,283.25
2357527.5296632433,-1516947.3175309729,25.25,283.75
2405768.5549237304,-1502671.241710822,25.25,284.25
2453923.140639611,-1488106.2585822514,25.25,284.75
2501989.5566110467,-1473252.8914667915,25.25,285.25
2549966.0758060785,-1458111.674047663,25.25,285.75
2597850.974422792,-1442683.15035057,25.25,286.25
2645642.5319512067,-1426967.874724163,25.25,286.75
2693339.03123507,-1410966.4118201341,25.25,287.25
2740938.758533615,-1394679.3365729065,25.25,287.75
2788440.0035831006,-1378107.2341789915,25.25,288.25
2835841.0596582354,-1361250.700075964,25.25,288.75
2883140.223633561,-1344110.3399210542,25.25,289.25
2930335.7960446104,-1326686.769569401,25.25,289.75
2977426.081148948,-1308980.6150519217,25.25,290.25
3024409.38698715,-1290992.512552811,25.25,290.75
3071284.0254435726,-1272723.1083866814,25.25,291.25
3118048.312306972,-1254173.0589753632,25.25,291.75
3164700.5673310813,-1235343.03082429,25.25,292.25
3211239.114294947,-1216233.7004985653,25.25,292.75
3257662.2810631352,-1196845.7545986597,25.25,293.25
3303968.399645862,-1177179.8897357294,25.25,293.75
3350155.8062589006,-1157236.8125065842,25.25,294.25
3396222.841383316,-1137017.2394683273,25.25,294.75
3442167.849825207,-1116521.897112555,25.25,295.25
3487989.1807750454,-1095751.52183932,25.25,295.75
3533685.187867051,-1074706.859930632,25.25,296.25
3579254.2292384007,-1053388.6675236311,25.25,296.75
3624694.667588097,-1031797.710583466,25.25,297.25
3670004.870235905,-1009934.7648757332,25.25,297.75
3715183.2091809697,-987800.6159386159,25.25,298.25
3760228.06116029,-965396.0590546741,25.25,298.75
3805137.8077070927,-942721.8992222425,25.25,299.25
3849910.8352089585,-919778.9511265251,25.25,299.75
3894545.534965773,-896568.0391103269,25.25,300.25
3939040.3032475803,-873089.9971444192,25.25,300.75
3983393.541352179,-849345.6687975804,25.25,301.25
4027603.6556625366,-825335.9072063069,25.25,301.75
4071669.057704101,-801061.5750441257,25.25,302.25
4115588.16420185,-776523.5444906156,25.25,302.75
4159359.3971371506,-751722.697200082,25.25,303.25
4202981.183804511,-726659.9242698572,25.25,303.75
4246451.95686806,-701336.126208288,25.25,304.25
4289770.154417836,-675752.2129024015,25.25,304.75
4332934.220025962,-649909.1035851777,25.25,305.25
4375942.602802539,-623807.7268025412,25.25,305.75
4418793.757451333,-597449.0203800177,25.25,306.25
4461486.144325399,-570833.9313889821,25.25,306.75
4504018.229482283,-543963.4161126931,25.25,307.25
4546388.48473919,-516838.440011909,25.25,307.75
4588595.387727946,-489459.97769015934,25.25,308.25
4630637.421949578,-461829.0128588032,25.25,308.75
4672513.07682891,-433946.5383016229,25.25,309.25
4714220.847768785,-405813.5558391705,25.25,309.75
4755759.236204117,-377431.0762927998,25.25,310.25
4797126.749655777,-348800.1194483031,25.25,310.75
4838321.901784191,-319921.71401929064,25.25,311.25
4879343.212442726,-290796.89761024487,25.25,311.75
4920189.207730918,-261426.71667921022,25.25,312.25
4960858.420047402,-231812.22650020622,25.25,312.75
-3051065.3665289483,-1221303.184726194,25.75,228.75
-3004499.309864005,-1239452.3190480634,25.75,229.25
-2957825.3011886626,-1257322.0035480808,25.75,229.75
-2911045.017505495,-1274911.596166398,25.75,230.25
-2864160.13963555,-1292220.4649068995,25.75,230.75
-2817172.3521579467,-1309247.9878599173,25.75,231.25
-2770083.3433493734,-1325993.553224565,25.75,231.75
-2722894.805123397,-1342456.5593307286,25.75,232.25
-2675608.4329697005,-1358636.4146606803,25.75,232.75
-2628225.925893152,-1374532.5378703314,25.75,233.25
-2580748.986352744,-1390144.3578101215,25.75,233.75
-2533179.3202004572,-1405471.3135455402,25.75,234.25
-2485518.6366199306,-1420512.8543772842,25.75,234.75
-2437768.6480650874,-1435268.4398610364,25.75,235.25
-2389931.0701985843,-1449737.539826889,25.75,235.75
-2342007.6218301617,-1463919.6343983968,25.75,236.25
-2294000.0248549148,-1477814.2140112454,25.75,236.75
-2245910.0041913893,-1491420.779431573,25.75,237.25
-2197739.287719636,-1504738.8417738979,25.75,237.75
-2149489.606219119,-1517767.9225186857,25.75,238.25
-2101162.693306507,-1530507.5535295468,25.75,238.75
-2052760.285373421,-1542957.2770700564,25.75,239.25
-2004284.1215240227,-1555116.6458201946,25.75,239.75
-1955735.9435125198,-1566985.2228924257,25.75,240.25
-1907117.4956806179,-1578562.5818473916,25.75,240.75
-1858430.5248948028,-1589848.3067092353,25.75,241.25
-1809676.7804836158,-1600841.99198055,25.75,241.75
-1760858.0141747808,-1611543.2426569373,25.75,242.25
-1711975.980032252,-1621951.6742412185,25.75,242.75
-1663032.4343932222,-1632066.9127572286,25.75,243.25
-1614029.1358049829,-1641888.5947632738,25.75,243.75
-1564967.8449617673,-1651416.3673651707,25.75,244.25
-1515850.3246414799,-1660649.8882289412,25.75,244.75
-1466678.3396423403,-1669588.8255931034,25.75,245.25
-1417453.656719511,-1678232.8582805968,25.75,245.75
-1368178.044521577,-1686581.67571032,25.75,246.25
-1318853.2735270327,-1694634.9779082895,25.75,246.75
-1269481.1159806545,-1702392.475518416,25.75,247.25
-1220063.3458298072,-1709853.8898129107,25.75,247.75
-1170601.7386607376,-1717018.9527022836,25.75,248.25
-1121098.071634761,-1723887.406744992,25.75,248.75
-1071554.1234243943,-1730459.0051566812,25.75,249.25
-1021971.674149481,-1736733.5118190572,25.75,249.75
-972352.5053131927,-1742710.7012883602,25.75,250.25
-922698.3997380541,-1748390.3588034783,25.75,250.75
-873011.1415018713,-1753772.280293654,25.75,251.25
-823292.5158736139,-1758856.2723858205,25.75,251.75
-773544.3092493056,-1763642.15241155,25.75,252.25
-723768.3090877992,-1768129.7484136159,25.75,252.75
-673966.3038465872,-1772318.8991521692,25.75,253.25
-624140.0829175276,-1776209.454110537,25.75,253.75
-574291.436562536,-1779801.2735006257,25.75,254.25
-524422.1558492963,-1783094.2282679467,25.75,254.75
-474534.0325868667,-1786088.200096251,25.75,255.25
-424628.8592613361,-1788783.0814117803,25.75,255.75
-374708.42897140404,-1791178.7753871358,25.75,256.25
-324774.535363939,-1793275.195944756,25.75,256.75
-274828.9725695637,-1795072.267760002,25.75,257.25
-224873.53513817588,-1796569.9262638777,25.75,257.75
-174910.01797445494,-1797768.1176453354,25.75,258.25
-124940.21627340627,-1798666.7988532202,25.75,258.75
-74965.92545581918,-1799265.9375978129,25.75,259.25
-24988.941103792677,-1799565.512351987,25.75,259.75
24988.941103795223,-1799565.512351987,25.75,260.25
74965.92545582172,-1799265.9375978129,25.75,260.75
124940.21627340373,-1798666.7988532202,25.75,261.25
174910.01797445747,-1797768.1176453354,25.75,261.75
224873.53513817844,-1796569.9262638763,25.75,262.25
274828.9725695663,-1795072.267760002,25.75,262.75
324774.53536394157,-1793275.195944756,25.75,263.25
374708.4289714015,-1791178.7753871358,25.75,263.75
424628.8592613387,-1788783.0814117803,25.75,264.25
474534.03258686926,-1786088.200096251,25.75,264.75
524422.1558492937,-1783094.2282679467,25.75,265.25
574291.4365625386,-1779801.2735006257,25.75,265.75
624140.0829175302,-1776209.454110537,25.75,266.25
673966.3038465898,-1772318.8991521692,25.75,266.75
723768.3090878017,-1768129.7484136145,25.75,267.25
773544.3092493031,-1763642.15241155,25.75,267.75
823292.5158736163,-1758856.2723858205,25.75,268.25
873011.1415018738,-1753772.2802936526,25.75,268.75
922698.3997380566,-1748390.358803477,25.75,269.25
972352.5053131952,-1742710.7012883588,25.75,269.75
1021971.6741494786,-1736733.5118190572,25.75,270.25
1071554.1234243969,-1730459.0051566812,25.75,270.75
1121098.0716347636,-1723887.406744992,25.75,271.25
1170601.73866074,-1717018.9527022822,25.75,271.75
1220063.3458298096,-1709853.8898129093,25.75,272.25
1269481.1159806517,-1702392.475518416,25.75,272.75
1318853.2735270353,-1694634.9779082895,25.75,273.25
1368178.0445215795,-1686581.67571032,25.75,273.75
1417453.6567195086,-1678232.8582805982,25.75,274.25
1466678.3396423429,-1669588.8255931034,25.75,274.75
1515850.3246414824,-1660649.8882289412,25.75,275.25
1564967.8449617699,-1651416.3673651707,25.75,275.75
1614029.1358049852,-1641888.5947632722,25.75,276.25
1663032.43439322,-1632066.9127572286,25.75,276.75
1711975.9800322542,-1621951.674241217,25.75,277.25
1760858.0141747834,-1611543.242656936,25.75,277.75
1809676.7804836184,-1600841.9919805487,25.75,278.25
1858430.5248948054,-1589848.3067092353,25.75,278.75
1907117.4956806153,-1578562.5818473916,25.75,279.25
1955735.9435125277,-1566985.222892423,25.75,279.75
2004284.1215240252,-1555116.6458201932,25.75,280.25
2052760.2853734235,-1542957.2770700564,25.75,280.75
2101162.6933065145,-1530507.5535295454,25.75,281.25
2149489.606219111,-1517767.922518687,25.75,281.75
2197739.2877196386,-1504738.8417738979,25.75,282.25
2245910.004191396,-1491420.7794315717,25.75,282.75
2294000.024854908,-1477814.2140112482,25.75,283.25
2342007.621830164,-1463919.6343983968,25.75,283.75
2389931.070198592,-1449737.5398268877,25.75,284.25
2437768.6480650846,-1435268.4398610378,25.75,284.75
2485518.6366199334,-1420512.8543772842,25.75,285.25
2533179.320200454,-1405471.3135455416,25.75,285.75
2580748.9863527417,-1390144.357810123,25.75,286.25
2628225.9258931545,-1374532.53787033,25.75,286.75
2675608.4329697033,-1358636.4146606803,25.75,287.25
2722894.805123395,-1342456.55933073,25.75,287.75
2770083.343349376,-1325993.5532245636,25.75,288.25
2817172.3521579485,-1309247.9878599173,25.75,288.75
2864160.139635548,-1292220.4649068995,25.75,289.25
2911045.017505502,-1274911.5961663951,25.75,289.75
2957825.3011886654,-1257322.0035480794,25.75,290.25
3004499.3098640023,-1239452.3190480648,25.75,290.75
3051065.366528951,-1221303.1847261926,25.75,291.25
3097521.798059648,-1202875.2526829815,25.75,291.75
3143866.935271104,-1184169.1850361757,25.75,292.25
3190099.1129771443,-1165185.6538969607,25.75,292.75
3236216.6700502196,-1145925.3413458297,25.75,293.25
3282217.949481136,-1126388.9394080574,25.75,293.75
3328101.298438574,-1106577.1500288357,25.75,294.25
3373865.0683284258,-1086490.685048078,25.75,294.75
3419507.6148531446,-1066130.266174797,25.75,295.25
3465027.2980706943,-1045496.6249612257,25.75,295.75
3510422.482453534,-1024590.5027765029,25.75,296.25
3555691.536947434,-1003412.6507800218,25.75,296.75
3600832.835029961,-981963.8298944832,25.75,297.25
3645844.7547690244,-960244.8107785182,25.75,297.75
3690725.6788811106,-938256.3737990123,25.75,298.25
3735473.994789366,-915999.3090030751,25.75,298.75
3780088.0946815936,-893474.4160896357,25.75,299.25
3824566.3755679927,-870682.5043807192,25.75,299.75
3868907.2393387295,-847624.3927923763,25.75,300.25
3913109.0928214104,-824300.9098052414,25.75,300.75
3957170.3478382947,-800712.8934347697,25.75,301.25
4001089.421263338,-776861.1912011503,25.75,301.75
4044864.73507912,-752746.6600988186,25.75,302.25
4088494.7164335228,-728370.1665656843,25.75,302.75
4131977.797696214,-703732.5864520083,25.75,303.25
4175312.416515024,-678834.8049889136,25.75,303.75
4218497.015872056,-653677.7167565853,25.75,304.25
4261530.044139604,-628262.2256521446,25.75,304.75
4304409.9551359555,-602589.2448571441,25.75,305.25
4347135.208180919,-576659.6968047713,25.75,305.75
4389704.268151148,-550474.5131467254,25.75,306.25
4432115.60553539,-524034.6347196867,25.75,306.75
4474367.69648933,-497341.01151157793,25.75,307.25
4516459.022890402,-470394.6026274059,25.75,307.75
4558388.072392374,-443196.37625475944,25.75,308.25
4600153.338479584,-415747.3096290961,25.75,308.75
4641753.320521165,-388048.38899858017,25.75,309.25
4683186.523824919,-360100.60958864534,25.75,309.75
4724451.459691007,-331904.97556627914,25.75,310.25
4765546.64546548,-303462.5000038905,25.75,310.75
4806470.604593534,-274774.20484293817,25.75,311.25
4847221.86667253,-245841.12085722046,25.75,311.75
4887798.9675048785,-216664.28761581262,25.75,312.25
4928200.449150627,-187244.75344572784,25.75,312.75
4968424.859979814,-157583.57539426963,25.75,313.25
-3077043.748108052,-1151698.5634991634,26.25,228.25
-3030894.445045686,-1170004.6665004862,26.25,228.75
-2984636.2415926326,-1188033.8149422074,26.25,229.25
-2938270.799811539,-1205785.361034921,26.25,229.75
-2891799.7856181334,-1223258.6669635074,26.25,230.25
-2845224.8687213757,-1240453.104910044,26.25,230.75
-2798547.72256345,-1257368.0570763766,26.25,231.25
-2751770.0242596674,-1274002.915706299,26.25,231.75
-2704893.454538171,-1290357.0831074028,26.25,232.25
-2657919.6976795793,-1306429.9716725475,26.25,232.75
-2610850.441456456,-1322221.0039009724,26.25,233.25
-2563687.3770726537,-1337729.6124190518,26.25,233.75
-2516432.1991025833,-1352955.2400006694,26.25,234.25
-2469086.6054302864,-1367897.339587256,26.25,234.75
-2421652.297188468,-1382555.3743074301,26.25,235.25
-2374130.9786973563,-1396928.8174962937,26.25,235.75
-2326524.3574034534,-1411017.1527143603,26.25,236.25
-2278834.143818222,-1424819.8737661026,26.25,236.75
-2231062.051456585,-1438336.4847181444,26.25,237.25
-2183209.7967753937,-1451566.49991708,26.25,237.75
-2135279.0991117405,-1464509.444006918,26.25,238.25
-2087271.68062117,-1477164.8519461725,26.25,238.75
-2039189.2662158296,-1489532.26902456,26.25,239.25
-1991033.5835024775,-1501611.2508793406,26.25,239.75
-1942806.3627203964,-1513401.3635112918,26.25,240.25
-1894509.336679261,-1524902.1833002903,26.25,240.75
-1846144.240696835,-1536113.297020543,26.25,241.25
-1797712.81253666,-1547034.301855425,26.25,241.75
-1749216.7923456002,-1557664.80541196,26.25,242.25
-1700657.9225913037,-1568004.4257349174,26.25,242.75
-1652037.9479996292,-1578052.7913205307,26.25,243.25
-1603358.6154919225,-1587809.5411298587,26.25,243.75
-1554621.6741222788,-1597274.32460174,26.25,244.25
-1505828.8750146872,-1606446.8016653985,26.25,244.75
-1456981.9713000963,-1615326.6427526695,26.25,245.25
-1408082.7180534608,-1623913.528809826,26.25,245.75
-1359132.8722306387,-1632207.1513090492,26.25,246.25
-1310134.1926053015,-1640207.2122595196,26.25,246.75
-1261088.4397057234,-1647913.42421811,26.25,247.25
-1211997.3757515135,-1655325.5102997315,26.25,247.75
-1162862.7645903265,-1662443.204187264,26.25,248.25
-1113686.3716344726,-1669266.2501411373,26.25,248.75
-1064469.9637974738,-1675794.403008515,26.25,249.25
-1015215.3094306092,-1682027.4282321034,26.25,249.75
-965924.1782593415,-1687965.1018585814,26.25,250.25
-916598.3413197639,-1693607.2105466416,26.25,250.75
-867239.570894952,-1698953.5515746602,26.25,251.25
-817849.6404512702,-1704003.932847984,26.25,251.75
-768430.3245746858,-1708758.1729058244,26.25,252.25
-718983.3989069687,-1713216.100927781,26.25,252.75
-669510.6400819264,-1717377.5567399806,26.25,253.25
-620013.825661555,-1721242.3908208304,26.25,253.75
-570494.7340721559,-1724810.464306392,26.25,254.25
-520955.14454047143,-1728081.6489953701,26.25,254.75
-471396.83702971775,-1731055.827353715,26.25,255.25
-421821.59217566496,-1733732.8925188535,26.25,255.75
-372231.1912226443,-1736112.7483035235,26.25,256.25
-322627.4159595318,-1738195.3091992266,26.25,256.75
-273012.0486557595,-1739980.500379307,26.25,257.25
-223386.87199726253,-1741468.2577016407,26.25,257.75
-173753.66902241245,-1742658.5277109302,26.25,258.25
-124114.22305798728,-1743551.2676406375,26.25,258.75
-74470.3176550562,-1744146.4454145117,26.25,259.25
-24823.73652493178,-1744444.0396477468,26.25,259.75
24823.73652493431,-1744444.0396477468,26.25,260.25
74470.31765505874,-1744146.4454145117,26.25,260.75
124114.22305798477,-1743551.2676406375,26.25,261.25
173753.669022415,-1742658.5277109302,26.25,261.75
223386.87199726503,-1741468.2577016407,26.25,262.25
273012.048655762,-1739980.500379307,26.25,262.75
322627.4159595343,-1738195.3091992266,26.25,263.25
372231.19122264173,-1736112.7483035235,26.25,263.75
421821.5921756675,-1733732.8925188535,26.25,264.25
471396.8370297202,-1731055.827353715,26.25,264.75
520955.1445404689,-1728081.6489953701,26.25,265.25
570494.7340721583,-1724810.464306392,26.25,265.75
620013.8256615576,-1721242.3908208304,26.25,266.25
669510.6400819289,-1717377.5567399806,26.25,266.75
718983.3989069712,-1713216.1009277797,26.25,267.25
768430.3245746833,-1708758.1729058244,26.25,267.75
817849.6404512726,-1704003.932847984,26.25,268.25
867239.5708949545,-1698953.5515746602,26.25,268.75
916598.3413197665,-1693607.2105466402,26.25,269.25
965924.1782593441,-1687965.10185858,26.25,269.75
1015215.3094306068,-1682027.4282321034,26.25,270.25
1064469.9637974761,-1675794.403008515,26.25,270.75
1113686.3716344752,-1669266.2501411373,26.25,271.25
1162862.7645903288,-1662443.2041872626,26.25,271.75
1211997.375751516,-1655325.5102997299,26.25,272.25
1261088.4397057209,-1647913.42421811,26.25,272.75
1310134.1926053038,-1640207.2122595196,26.25,273.25
1359132.8722306413,-1632207.1513090492,26.25,273.75
1408082.7180534583,-1623913.528809826,26.25,274.25
1456981.971300099,-1615326.6427526695,26.25,274.75
1505828.8750146898,-1606446.8016653985,26.25,275.25
1554621.6741222814,-1597274.3246017387,26.25,275.75
1603358.6154919253,-1587809.5411298587,26.25,276.25
1652037.947999627,-1578052.791320532,26.25,276.75
1700657.922591306,-1568004.4257349174,26.25,277.25
1749216.7923456028,-1557664.8054119586,26.25,277.75
1797712.812536663,-1547034.301855425,26.25,278.25
1846144.2406968374,-1536113.2970205413,26.25,278.75
1894509.336679258,-1524902.1833002917,26.25,279.25
1942806.3627204038,-1513401.3635112904,26.25,279.75
1991033.58350248,-1501611.2508793406,26.25,280.25
2039189.2662158322,-1489532.2690245586,26.25,280.75
2087271.6806211774,-1477164.8519461711,26.25,281.25
2135279.099111733,-1464509.4440069208,26.25,281.75
2183209.7967753955,-1451566.49991708,26.25,282.25
2231062.051456592,-1438336.4847181428,26.25,282.75
2278834.143818215,-1424819.8737661054,26.25,283.25
2326524.357403456,-1411017.1527143603,26.25,283.75
2374130.9786973633,-1396928.817496291,26.25,284.25
2421652.297188465,-1382555.3743074301,26.25,284.75
2469086.605430289,-1367897.339587256,26.25,285.25
2516432.1991025805,-1352955.2400006694,26.25,285.75
2563687.377072652,-1337729.6124190534,26.25,286.25
2610850.441456458,-1322221.0039009724,26.25,286.75
2657919.6976795816,-1306429.9716725475,26.25,287.25
2704893.454538169,-1290357.0831074042,26.25,287.75
2751770.02425967,-1274002.9157062976,26.25,288.25
2798547.722563452,-1257368.0570763766,26.25,288.75
2845224.868721374,-1240453.104910044,26.25,289.25
2891799.7856181404,-1223258.6669635046,26.25,289.75
2938270.799811542,-1205785.361034921,26.25,290.25
2984636.2415926303,-1188033.8149422088,26.25,290.75
3030894.445045688,-1170004.6665004862,26.25,291.25
3077043.7481080545,-1151698.5634991634,26.25,291.75
3123082.4926299015,-1133116.163678652,26.25,292.25
3169009.02443378,-1114258.1347067403,26.25,292.75
3214821.6933740326,-1095125.1541546143,26.25,293.25
3260518.8533961326,-1075717.9094724923,26.25,293.75
3306098.862595804,-1056037.0979649331,26.25,294.25
3351560.083277975,-1036083.4267657995,26.25,294.75
3396900.882015725,-1015857.6128128085,26.25,295.25
3442119.6297088526,-995360.3828218208,26.25,295.75
3487214.701642464,-974592.4732607063,26.25,296.25
3532184.4775454043,-953554.6303228613,26.25,296.75
3577027.3416483575,-932247.6099004452,26.25,297.25
3621741.682741999,-910672.1775571827,26.25,297.75
3666325.894234849,-888829.1085008668,26.25,298.25
3710778.3742109756,-866719.1875555249,26.25,298.75
3755097.5254876,-844343.2091331881,26.25,299.25
3799281.7556724595,-821701.9772053658,26.25,299.75
3843329.4772209977,-798796.3052741679,26.25,300.25
3887239.107493453,-775627.0163430534,26.25,300.75
3931009.0688117007,-752194.9428872673,26.25,301.25
3974637.788515911,-728500.926823953,26.25,301.75
4018123.6990211084,-704545.8194818617,26.25,302.25
4061465.2378734695,-680330.4815707884,26.25,302.75
4104660.847806433,-655855.7831506567,26.25,303.25
4147708.97679671,-631122.6036002272,26.25,303.75
4190608.0781200146,-606131.8315855218,26.25,304.25
4233356.6104066195,-580884.3650278995,26.25,304.75
4275953.037696786,-555381.1110717728,26.25,305.25
4318395.829495925,-529622.9860520231,26.25,305.75
4360683.460829556,-503610.9154610992,26.25,306.25
4402814.412298188,-477345.83391571126,26.25,306.75
4444787.170131808,-450828.6851233064,26.25,307.25
4486600.226244318,-424060.42184814665,26.25,307.75
4528252.078287774,-397042.00587702927,26.25,308.25
4569741.229706246,-369774.4079848044,26.25,308.75
4611066.189789703,-342258.60789943795,26.25,309.25
4652225.473727519,-314495.5942668254,26.25,309.75
4693217.602661805,-286486.3646152982,26.25,310.25
4734041.103740602,-258231.92531973383,26.25,310.75
4774694.510170764,-229733.29156542727,26.25,311.25
4815176.361270645,-200991.48731161797,26.25,311.75
4855485.202522623,-172007.5452546788,26.25,312.25
4895619.585625343,-142782.50679102083,26.25,312.75
