y,x,lat ,lon
849173.3207573962,-3932739.7068133038,7.25,266.75
911922.0574964418,-3927461.5274391877,7.25,267.25
974638.0287696646,-3921807.3177590575,7.25,267.75
1037318.9811849192,-3915777.280929322,7.25,268.25
1099962.662608273,-3909371.633609908,7.25,268.75
1162566.8222449452,-3902590.605956472,7.25,269.25
1225129.2107201952,-3895434.4416121263,7.25,269.75
1287647.5801601005,-3887903.397698692,7.25,270.25
1350119.6842723729,-3879997.744807452,7.25,270.75
1412543.2784270237,-3871717.766989438,7.25,271.25
1474916.1197370328,-3863063.761745216,7.25,271.75
1537235.9671389547,-3854036.0400142055,7.25,272.25
1599500.5814733955,-3844634.9261635,7.25,272.75
1661707.7255655176,-3834860.7579762153,7.25,273.25
1723855.1643053766,-3824713.8866393524,7.25,273.75
1785940.6647282485,-3814194.676731185,7.25,274.25
1847961.9960948802,-3803303.5062081465,7.25,274.75
1909916.9299715993,-3792040.7663912666,7.25,275.25
1971803.2403104044,-3780406.8619520976,7.25,275.75
2033618.703528964,-3768402.2108981833,7.25,276.25
2095361.098590468,-3756027.2445580363,7.25,276.75
2157028.2070834767,-3743282.4075656356,7.25,277.25
2218617.813301589,-3730168.157844463,7.25,277.75
2280127.7043230673,-3716684.9665910415,7.25,278.25
2341555.670090372,-3702833.318257999,7.25,278.75
2402899.50348952,-3688613.71053668,7.25,279.25
2464157.000429445,-3674026.6543392413,7.25,279.75
2525325.959921118,-3659072.6737803183,7.25,280.25
2586404.184156707,-3643752.3061581743,7.25,280.75
2647389.4785885084,-3628066.1019353974,7.25,281.25
2708279.6520077484,-3612014.6247191466,7.25,281.75
2769072.5166234486,-3595598.4512408543,7.25,282.25
2829765.8881408717,-3578818.1713355533,7.25,282.75
2890357.585840081,-3561674.3879206646,7.25,283.25
2950845.432654364,-3544167.7169743106,7.25,283.75
3011227.2552483114,-3526298.787513223,7.25,284.25
3071500.884095974,-3508068.241570131,7.25,284.75
3131664.1535588913,-3489476.734170659,7.25,285.25
3191714.901963741,-3470524.9333098456,7.25,285.75
3251650.9716801485,-3451213.5199281024,7.25,286.25
3311470.2091981526,-3431543.1878867587,7.25,286.75
3371170.4652055544,-3411514.6439431445,7.25,287.25
3430749.594665208,-3391128.607725173,7.25,287.75
3490205.456892061,-3370385.8117055004,7.25,288.25
3549535.9156300267,-3349287.0011752136,7.25,288.75
3608738.8391288235,-3327832.9342170265,7.25,289.25
3667812.100220517,-3306024.381678065,7.25,289.75
3726753.5763959307,-3283862.12714217,7.25,290.25
3785561.149880965,-3261346.9669017275,7.25,290.75
3844232.707712664,-3238479.709929063,7.25,291.25
3902766.1418150906,-3215261.177847396,7.25,291.75
3961159.3490751483,-3191692.2049012845,7.25,292.25
4019410.231418105,-3167773.637926669,7.25,292.75
4077516.695882946,-3143506.3363204584,7.25,293.25
4135476.654697641,-3118891.172009622,7.25,293.75
4193288.025354127,-3093929.0294198804,7.25,294.25
4250948.730683082,-3068620.8054439398,7.25,294.75
4308456.69892869,-3042967.409409216,7.25,295.25
4365809.863822925,-3016969.763045232,7.25,295.75
4423006.164659864,-2990628.800450458,7.25,296.25
4480043.546369799,-2963945.468058734,7.25,296.75
4536919.959592923,-2936920.7246053135,7.25,297.25
4593633.360753089,-2909555.5410923786,7.25,297.75
4650181.712131196,-2881850.9007541537,7.25,298.25
4706562.981938363,-2853807.799021607,7.25,298.75
4762775.144389008,-2825427.243486647,7.25,299.25
4818816.179773591,-2796710.253865938,7.25,299.75
4874684.074531159,-2767657.861964273,7.25,300.25
4930376.821321752,-2738271.1116374764,7.25,300.75
-3053108.3169356952,-3447910.1694456516,7.75,235.25
-2993195.6148168114,-3466031.548387572,7.75,235.75
-2933175.3668306037,-3483793.4762564064,7.75,236.25
-2873049.72951159,-3501195.3148640143,7.75,236.75
-2812820.8631809163,-3518236.438960309,7.75,237.25
-2752490.931868774,-3534916.236255713,7.75,237.75
-2692062.1032366343,-3551234.1074431664,7.75,238.25
-2631536.548499341,-3567189.4662196557,7.75,238.75
-2570916.4423471373,-3582781.73930728,7.75,239.25
-2510203.9628675072,-3598010.3664738485,7.75,239.75
-2449401.291466905,-3612874.800553014,7.75,240.25
-2388510.6127924114,-3627374.507463927,7.75,240.75
-2327534.114653197,-3641508.9662304283,7.75,241.25
-2266473.9879419524,-3655277.6689997674,7.75,241.75
-2205332.426556155,-3668680.121060845,7.75,242.25
-2144111.627319219,-3681715.8408620036,7.75,242.75
-2082813.7899016081,-3694384.3600283046,7.75,243.25
-2021441.116741754,-3706685.2233783826,7.75,243.75
-1959995.8129669626,-3718617.988940782,7.75,244.25
-1898480.086314167,-3730182.227969841,7.75,244.75
-1836896.1470505826,-3741377.5249611107,7.75,245.25
-1775246.2078943383,-3752203.4776662616,7.75,245.75
-1713532.483934921,-3762659.697107551,7.75,246.25
-1651757.1925536322,-3772745.8075917964,7.75,246.75
-1589922.5533438975,-3782461.4467238723,7.75,247.25
-1528030.7880314984,-3791806.2654197332,7.75,247.75
-1466084.1203947833,-3800779.9279189515,7.75,248.25
-1404084.7761847463,-3809382.11179679,7.75,248.75
-1342034.983045039,-3817612.5079757776,7.75,249.25
-1279936.9704319744,-3825470.820736823,7.75,249.75
-1217792.9695343701,-3832956.76772983,7.75,250.25
-1155605.2131934282,-3840070.0799838533,7.75,250.75
-1093375.935822489,-3846810.501916751,7.75,251.25
-1031107.3733267292,-3853177.7913443786,7.75,251.75
-968801.7630228692,-3859171.719489288,7.75,252.25
-906461.3435587372,-3864792.0709889387,7.75,252.75
-844088.3548328767,-3870038.6439034464,7.75,253.25
-781685.0379140493,-3874911.2497228365,7.75,253.75
-719253.6349606926,-3879409.713373814,7.75,254.25
-656796.3891404042,-3883533.873226054,7.75,254.75
-594315.5445492935,-3887283.581098013,7.75,255.25
-531813.3461313955,-3890658.7022622502,7.75,255.75
-469292.0395979911,-3893659.1154502686,7.75,256.25
-406753.87134689826,-3896284.712856874,7.75,256.75
-344201.08838179795,-3898535.4001440424,7.75,257.25
-281635.93823147955,-3900411.0964443213,7.75,257.75
-219060.66886906748,-3901911.7343637208,7.75,258.25
-156477.52863129633,-3903037.2599841454,7.75,258.75
-93888.76613767655,-3903787.6328653325,7.75,259.25
-31296.63020974609,-3904162.8260462917,7.75,259.75
31296.630209749273,-3904162.8260462917,7.75,260.25
93888.76613767975,-3903787.6328653325,7.75,260.75
156477.52863129316,-3903037.2599841454,7.75,261.25
219060.66886907065,-3901911.7343637208,7.75,261.75
281635.9382314827,-3900411.09644432,7.75,262.25
344201.08838180115,-3898535.4001440424,7.75,262.75
406753.8713469014,-3896284.7128568725,7.75,263.25
469292.0395979879,-3893659.1154502686,7.75,263.75
531813.3461313987,-3890658.7022622502,7.75,264.25
594315.5445492966,-3887283.581098013,7.75,264.75
656796.389140401,-3883533.873226054,7.75,265.25
719253.6349606958,-3879409.713373814,7.75,265.75
781685.0379140525,-3874911.2497228365,7.75,266.25
844088.3548328798,-3870038.6439034464,7.75,266.75
906461.3435587403,-3864792.070988937,7.75,267.25
968801.7630228661,-3859171.719489288,7.75,267.75
1031107.3733267323,-3853177.7913443786,7.75,268.25
1093375.9358224922,-3846810.5019167494,7.75,268.75
1155605.2131934313,-3840070.079983852,7.75,269.25
1217792.9695343731,-3832956.7677298286,7.75,269.75
1279936.9704319711,-3825470.820736823,7.75,270.25
1342034.9830450423,-3817612.5079757776,7.75,270.75
1404084.7761847493,-3809382.11179679,7.75,271.25
1466084.1203947861,-3800779.9279189515,7.75,271.75
1528030.7880315017,-3791806.265419732,7.75,272.25
1589922.5533438942,-3782461.4467238723,7.75,272.75
1651757.1925536355,-3772745.8075917964,7.75,273.25
1713532.483934924,-3762659.697107551,7.75,273.75
1775246.2078943353,-3752203.477666263,7.75,274.25
1836896.1470505858,-3741377.5249611107,7.75,274.75
1898480.0863141702,-3730182.227969841,7.75,275.25
1959995.8129669658,-3718617.9889407805,7.75,275.75
2021441.1167417574,-3706685.2233783808,7.75,276.25
2082813.7899016053,-3694384.360028306,7.75,276.75
2144111.6273192223,-3681715.840862002,7.75,277.25
2205332.4265561583,-3668680.121060845,7.75,277.75
2266473.9879419557,-3655277.668999766,7.75,278.25
2327534.1146532004,-3641508.966230427,7.75,278.75
2388510.6127924086,-3627374.507463927,7.75,279.25
2449401.291466914,-3612874.800553011,7.75,279.75
2510203.9628675105,-3598010.366473847,7.75,280.25
2570916.44234714,-3582781.739307279,7.75,280.75
2631536.5484993504,-3567189.466219653,7.75,281.25
2692062.1032366245,-3551234.107443168,7.75,281.75
2752490.9318687767,-3534916.236255713,7.75,282.25
2812820.8631809247,-3518236.4389603063,7.75,282.75
2873049.7295115814,-3501195.314864017,7.75,283.25
2933175.3668306065,-3483793.4762564064,7.75,283.75
2993195.6148168207,-3466031.5483875694,7.75,284.25
3053108.316935692,-3447910.169445653,7.75,284.75
3112911.3205169006,-3429429.9905339014,7.75,285.25
3172602.4768315186,-3410591.6756473053,7.75,285.75
3232179.641169357,-3391395.901648713,7.75,286.25
3291640.6729159667,-3371843.3582445164,7.75,286.75
3350983.4356295234,-3351934.7479598867,7.75,287.25
3410205.797117658,-3331670.786113508,7.75,287.75
3469305.6295140316,-3311052.2007918884,7.75,288.25
3528280.8093547532,-3290079.7328232094,7.75,288.75
3587129.2176547507,-3268754.135750685,7.75,289.25
3645848.739983864,-3247076.175805499,7.75,289.75
3704437.26654279,-3225046.63187929,7.75,290.25
3762892.692238951,-3202666.2954961318,7.75,290.75
3821212.9167621015,-3179935.970784116,7.75,291.25
3879395.844659752,-3156856.474446467,7.75,291.75
3937439.3854125347,-3133428.635732175,7.75,292.25
3995341.4535092753,-3109653.296406211,7.75,292.75
4053099.9685218954,-3085531.310719296,7.75,293.25
4110712.85518023,-3061063.5453771832,7.75,293.75
4168178.043446559,-3036250.87950953,7.75,294.25
4225493.468589933,-3011094.204638327,7.75,294.75
4282657.071260494,-2985594.424645813,7.75,295.25
4339666.797563311,-2959752.4557420677,7.75,295.75
4396520.599132252,-2933569.2264320534,7.75,296.25
4453216.433203643,-2907045.677482234,7.75,296.75
4509752.262689526,-2880182.7618868267,7.75,297.25
4566126.056250969,-2852981.4448335166,7.75,297.75
4622335.788371008,-2825442.703668791,7.75,298.25
4678379.439427394,-2797567.52786284,7.75,298.75
4734254.995765226,-2769356.918973973,7.75,299.25
4789960.449769261,-2740811.89061265,7.75,299.75
4845493.799936023,-2711933.468405081,7.75,300.25
4900853.0509457765,-2682722.6899563335,7.75,300.75
4956036.213734193,-2653180.604813076,7.75,301.25
-3034803.9409557916,-3388040.5514202486,8.25,235.25
-2975250.4349451726,-3406053.286809765,8.25,235.75
-2915590.0278396346,-3423708.726152124,8.25,236.25
