x_coordinate ,x_index,y_coordinate ,y_index
2595750.0,7156,-2330000.0,7314
2648750.0,7209,-2314000.0,7298
2701750.0,7262,-2298000.0,7282
2754750.0,7315,-2282000.0,7266
2807750.0,7368,-2265000.0,7249
2859750.0,7420,-2248000.0,7232
2912750.0,7473,-2231000.0,7215
2964750.0,7525,-2213000.0,7197
3017750.0,7578,-2195000.0,7179
3069750.0,7630,-2177000.0,7161
3121750.0,7682,-2159000.0,7143
3173750.0,7734,-2140000.0,7124
3225750.0,7786,-2121000.0,7105
-4550250.0,10,-1437000.0,6421
-4502250.0,58,-1465000.0,6449
-4454250.0,106,-1491000.0,6475
-4406250.0,154,-1518000.0,6502
-4358250.0,202,-1544000.0,6528
-4309250.0,251,-1570000.0,6554
-4261250.0,299,-1596000.0,6580
-4212250.0,348,-1621000.0,6605
-4163250.0,397,-1646000.0,6630
-4114250.0,446,-1671000.0,6655
-4064250.0,496,-1696000.0,6680
-4015250.0,545,-1720000.0,6704
-3965250.0,595,-1744000.0,6728
-3916250.0,644,-1768000.0,6752
-3866250.0,694,-1791000.0,6775
-3816250.0,744,-1814000.0,6798
-3766250.0,794,-1837000.0,6821
-3715250.0,845,-1859000.0,6843
-3665250.0,895,-1881000.0,6865
-3615250.0,945,-1903000.0,6887
-3564250.0,996,-1924000.0,6908
-3513250.0,1047,-1946000.0,6930
-3462250.0,1098,-1967000.0,6951
-3411250.0,1149,-1987000.0,6971
-3360250.0,1200,-2007000.0,6991
-3309250.0,1251,-2027000.0,7011
-3257250.0,1303,-2047000.0,7031
-3206250.0,1354,-2067000.0,7051
-3154250.0,1406,-2086000.0,7070
-3102250.0,1458,-2104000.0,7088
-3050250.0,1510,-2123000.0,7107
-2999250.0,1561,-2141000.0,7125
-2946250.0,1614,-2159000.0,7143
-2894250.0,1666,-2176000.0,7160
-2842250.0,1718,-2193000.0,7177
-2790250.0,1770,-2210000.0,7194
-2737250.0,1823,-2227000.0,7211
-2685250.0,1875,-2243000.0,7227
-2632250.0,1928,-2259000.0,7243
-2579250.0,1981,-2275000.0,7259
-2526250.0,2034,-2290000.0,7274
-2473250.0,2087,-2305000.0,7289
-2420250.0,2140,-2320000.0,7304
-2367250.0,2193,-2334000.0,7318
-2314250.0,2246,-2348000.0,7332
-2260250.0,2300,-2362000.0,7346
-2207250.0,2353,-2375000.0,7359
-2154250.0,2406,-2388000.0,7372
-2100250.0,2460,-2401000.0,7385
-2046250.0,2514,-2413000.0,7397
-1993250.0,2567,-2425000.0,7409
-1939250.0,2621,-2437000.0,7421
-1885250.0,2675,-2449000.0,7433
-1831250.0,2729,-2460000.0,7444
-1777250.0,2783,-2471000.0,7455
-1723250.0,2837,-2481000.0,7465
-1669250.0,2891,-2491000.0,7475
-1615250.0,2945,-2501000.0,7485
-1561250.0,2999,-2511000.0,7495
-1507250.0,3053,-2520000.0,7504
-1452250.0,3108,-2529000.0,7513
-1398250.0,3162,-2537000.0,7521
-1343250.0,3217,-2546000.0,7530
-1289250.0,3271,-2553000.0,7537
-1234250.0,3326,-2561000.0,7545
-1180250.0,3380,-2568000.0,7552
-1125250.0,3435,-2575000.0,7559
-1071250.0,3489,-2582000.0,7566
-1016250.0,3544,-2588000.0,7572
-961250.0,3599,-2594000.0,7578
-906250.0,3654,-2599000.0,7583
-852250.0,3708,-2605000.0,7589
-797250.0,3763,-2610000.0,7594
-742250.0,3818,-2614000.0,7598
-687250.0,3873,-2619000.0,7603
-632250.0,3928,-2623000.0,7607
-577250.0,3983,-2626000.0,7610
-522250.0,4038,-2629000.0,7613
-467250.0,4093,-2632000.0,7616
-412250.0,4148,-2635000.0,7619
-357250.0,4203,-2637000.0,7621
-302250.0,4258,-2639000.0,7623
-247250.0,4313,-2641000.0,7625
-192250.0,4368,-2642000.0,7626
-137250.0,4423,-2643000.0,7627
-82250.0,4478,-2644000.0,7628
-27250.0,4533,-2644000.0,7628
27750.0,4588,-2644000.0,7628
82750.0,4643,-2644000.0,7628
137750.0,4698,-2643000.0,7627
192750.0,4753,-2642000.0,7626
247750.0,4808,-2641000.0,7625
302750.0,4863,-2639000.0,7623
357750.0,4918,-2637000.0,7621
412750.0,4973,-2635000.0,7619
467750.0,5028,-2632000.0,7616
522750.0,5083,-2629000.0,7613
577750.0,5138,-2626000.0,7610
632750.0,5193,-2623000.0,7607
687750.0,5248,-2619000.0,7603
742750.0,5303,-2614000.0,7598
796750.0,5357,-2610000.0,7594
851750.0,5412,-2605000.0,7589
906750.0,5467,-2599000.0,7583
961750.0,5522,-2594000.0,7578
1015750.0,5576,-2588000.0,7572
1070750.0,5631,-2582000.0,7566
1125750.0,5686,-2575000.0,7559
1179750.0,5740,-2568000.0,7552
1234750.0,5795,-2561000.0,7545
1288750.0,5849,-2553000.0,7537
1343750.0,5904,-2546000.0,7530
1397750.0,5958,-2537000.0,7521
1452750.0,6013,-2529000.0,7513
1506750.0,6067,-2520000.0,7504
1560750.0,6121,-2511000.0,7495
1615750.0,6176,-2501000.0,7485
1669750.0,6230,-2491000.0,7475
1723750.0,6284,-2481000.0,7465
1777750.0,6338,-2471000.0,7455
1831750.0,6392,-2460000.0,7444
1885750.0,6446,-2449000.0,7433
1939750.0,6500,-2437000.0,7421
1992750.0,6553,-2425000.0,7409
2046750.0,6607,-2413000.0,7397
2100750.0,6661,-2401000.0,7385
2153750.0,6714,-2388000.0,7372
2207750.0,6768,-2375000.0,7359
2260750.0,6821,-2362000.0,7346
2313750.0,6874,-2348000.0,7332
2367750.0,6928,-2334000.0,7318
2420750.0,6981,-2320000.0,7304
2473750.0,7034,-2305000.0,7289
2526750.0,7087,-2290000.0,7274
2579750.0,7140,-2275000.0,7259
2631750.0,7192,-2259000.0,7243
2684750.0,7245,-2243000.0,7227
2737750.0,7298,-2227000.0,7211
2789750.0,7350,-2210000.0,7194
2841750.0,7402,-2193000.0,7177
2894750.0,7455,-2176000.0,7160
2946750.0,7507,-2159000.0,7143
2998750.0,7559,-2141000.0,7125
3050750.0,7611,-2123000.0,7107
3102750.0,7663,-2104000.0,7088
3154750.0,7715,-2086000.0,7070
3205750.0,7766,-2067000.0,7051
-4522250.0,38,-1388000.0,6372
-4474250.0,86,-1414000.0,6398
-4427250.0,133,-1441000.0,6425
-4379250.0,181,-1468000.0,6452
-4331250.0,229,-1494000.0,6478
-4282250.0,278,-1519000.0,6503
-4234250.0,326,-1545000.0,6529
-4185250.0,375,-1570000.0,6554
-4137250.0,423,-1595000.0,6579
-4088250.0,472,-1620000.0,6604
-4039250.0,521,-1644000.0,6628
-3990250.0,570,-1668000.0,6652
-3941250.0,619,-1692000.0,6676
-3891250.0,669,-1715000.0,6699
-3842250.0,718,-1739000.0,6723
-3792250.0,768,-1762000.0,6746
-3742250.0,818,-1784000.0,6768
-3692250.0,868,-1806000.0,6790
-3642250.0,918,-1828000.0,6812
-3592250.0,968,-1850000.0,6834
-3542250.0,1018,-1871000.0,6855
-3491250.0,1069,-1893000.0,6877
-3440250.0,1120,-1913000.0,6897
-3390250.0,1170,-1934000.0,6918
-3339250.0,1221,-1954000.0,6938
-3288250.0,1272,-1974000.0,6958
-3237250.0,1323,-1993000.0,6977
-3186250.0,1374,-2013000.0,6997
-3134250.0,1426,-2032000.0,7016
-3083250.0,1477,-2050000.0,7034
-3031250.0,1529,-2069000.0,7053
-2980250.0,1580,-2087000.0,7071
-2928250.0,1632,-2104000.0,7088
-2876250.0,1684,-2122000.0,7106
-2824250.0,1736,-2139000.0,7123
-2772250.0,1788,-2156000.0,7140
-2720250.0,1840,-2172000.0,7156
-2668250.0,1892,-2188000.0,7172
-2615250.0,1945,-2204000.0,7188
-2563250.0,1997,-2219000.0,7203
-2510250.0,2050,-2235000.0,7219
-2458250.0,2102,-2250000.0,7234
-2405250.0,2155,-2264000.0,7248
-2352250.0,2208,-2278000.0,7262
-2299250.0,2261,-2292000.0,7276
-2246250.0,2314,-2306000.0,7290
-2193250.0,2367,-2319000.0,7303
-2140250.0,2420,-2332000.0,7316
-2087250.0,2473,-2345000.0,7329
-2034250.0,2526,-2357000.0,7341
-1980250.0,2580,-2369000.0,7353
-1927250.0,2633,-2381000.0,7365
-1873250.0,2687,-2392000.0,7376
-1820250.0,2740,-2404000.0,7388
-1766250.0,2794,-2414000.0,7398
-1712250.0,2848,-2425000.0,7409
-1659250.0,2901,-2435000.0,7419
-1605250.0,2955,-2445000.0,7429
-1551250.0,3009,-2454000.0,7438
-1497250.0,3063,-2463000.0,7447
-1443250.0,3117,-2472000.0,7456
-1389250.0,3171,-2480000.0,7464
-1335250.0,3225,-2489000.0,7473
-1281250.0,3279,-2496000.0,7480
-1227250.0,3333,-2504000.0,7488
-1172250.0,3388,-2511000.0,7495
-1118250.0,3442,-2518000.0,7502
-1064250.0,3496,-2525000.0,7509
-1010250.0,3550,-2531000.0,7515
-955250.0,3605,-2537000.0,7521
-901250.0,3659,-2542000.0,7526
-846250.0,3714,-2548000.0,7532
-792250.0,3768,-2552000.0,7536
-737250.0,3823,-2557000.0,7541
-683250.0,3877,-2561000.0,7545
-628250.0,3932,-2565000.0,7549
-574250.0,3986,-2569000.0,7553
-519250.0,4041,-2572000.0,7556
-464250.0,4096,-2575000.0,7559
-410250.0,4150,-2578000.0,7562
-355250.0,4205,-2580000.0,7564
-301250.0,4259,-2582000.0,7566
-246250.0,4314,-2584000.0,7568
-191250.0,4369,-2585000.0,7569
-136250.0,4424,-2586000.0,7570
-82250.0,4478,-2586000.0,7570
-27250.0,4533,-2587000.0,7571
27750.0,4588,-2587000.0,7571
81750.0,4642,-2586000.0,7570
136750.0,4697,-2586000.0,7570
191750.0,4752,-2585000.0,7569
245750.0,4806,-2584000.0,7568
300750.0,4861,-2582000.0,7566
355750.0,4916,-2580000.0,7564
409750.0,4970,-2578000.0,7562
464750.0,5025,-2575000.0,7559
519750.0,5080,-2572000.0,7556
573750.0,5134,-2569000.0,7553
628750.0,5189,-2565000.0,7549
682750.0,5243,-2561000.0,7545
737750.0,5298,-2557000.0,7541
791750.0,5352,-2552000.0,7536
846750.0,5407,-2548000.0,7532
900750.0,5461,-2542000.0,7526
955750.0,5516,-2537000.0,7521
1009750.0,5570,-2531000.0,7515
1063750.0,5624,-2525000.0,7509
1118750.0,5679,-2518000.0,7502
1172750.0,5733,-2511000.0,7495
1226750.0,5787,-2504000.0,7488
1280750.0,5841,-2496000.0,7480
1335750.0,5896,-2489000.0,7473
1389750.0,5950,-2480000.0,7464
1443750.0,6004,-2472000.0,7456
1497750.0,6058,-2463000.0,7447
1551750.0,6112,-2454000.0,7438
1604750.0,6165,-2445000.0,7429
1658750.0,6219,-2435000.0,7419
1712750.0,6273,-2425000.0,7409
1766750.0,6327,-2414000.0,7398
1819750.0,6380,-2404000.0,7388
1873750.0,6434,-2392000.0,7376
1926750.0,6487,-2381000.0,7365
1980750.0,6541,-2369000.0,7353
2033750.0,6594,-2357000.0,7341
2086750.0,6647,-2345000.0,7329
2140750.0,6701,-2332000.0,7316
2193750.0,6754,-2319000.0,7303
2246750.0,6807,-2306000.0,7290
2299750.0,6860,-2292000.0,7276
2352750.0,6913,-2278000.0,7262
2405750.0,6966,-2264000.0,7248
2457750.0,7018,-2250000.0,7234
2510750.0,7071,-2235000.0,7219
2562750.0,7123,-2219000.0,7203
2615750.0,7176,-2204000.0,7188
2667750.0,7228,-2188000.0,7172
2719750.0,7280,-2172000.0,7156
2772750.0,7333,-2156000.0,7140
2824750.0,7385,-2139000.0,7123
2876750.0,7437,-2122000.0,7106
2927750.0,7488,-2104000.0,7088
2979750.0,7540,-2087000.0,7071
3031750.0,7592,-2069000.0,7053
3082750.0,7643,-2050000.0,7034
3134750.0,7695,-2032000.0,7016
3185750.0,7746,-2013000.0,6997
3236750.0,7797,-1993000.0,6977
-4541250.0,19,-1311000.0,6295
-4493250.0,67,-1338000.0,6322
-4446250.0,114,-1365000.0,6349
-4399250.0,161,-1391000.0,6375
-4351250.0,209,-1417000.0,6401
-4303250.0,257,-1443000.0,6427
-4255250.0,305,-1469000.0,6453
-4207250.0,353,-1494000.0,6478
-4159250.0,401,-1519000.0,6503
-4111250.0,449,-1544000.0,6528
-4062250.0,498,-1569000.0,6553
-4014250.0,546,-1593000.0,6577
-3965250.0,595,-1617000.0,6601
-3916250.0,644,-1640000.0,6624
-3867250.0,693,-1664000.0,6648
-3817250.0,743,-1687000.0,6671
-3768250.0,792,-1709000.0,6693
-3719250.0,841,-1732000.0,6716
-3669250.0,891,-1754000.0,6738
-3619250.0,941,-1776000.0,6760
-3569250.0,991,-1797000.0,6781
-3519250.0,1041,-1819000.0,6803
-3469250.0,1091,-1840000.0,6824
-3419250.0,1141,-1860000.0,6844
-3368250.0,1192,-1881000.0,6865
-3318250.0,1242,-1901000.0,6885
-3267250.0,1293,-1920000.0,6904
-3217250.0,1343,-1940000.0,6924
-3166250.0,1394,-1959000.0,6943
-3115250.0,1445,-1978000.0,6962
-3064250.0,1496,-1996000.0,6980
-3012250.0,1548,-2014000.0,6998
-2961250.0,1599,-2032000.0,7016
-2910250.0,1650,-2050000.0,7034
-2858250.0,1702,-2067000.0,7051
-2806250.0,1754,-2084000.0,7068
-2755250.0,1805,-2101000.0,7085
-2703250.0,1857,-2117000.0,7101
-2651250.0,1909,-2133000.0,7117
-2599250.0,1961,-2149000.0,7133
-2547250.0,2013,-2164000.0,7148
-2495250.0,2065,-2180000.0,7164
-2442250.0,2118,-2194000.0,7178
-2390250.0,2170,-2209000.0,7193
-2337250.0,2223,-2223000.0,7207
-2285250.0,2275,-2237000.0,7221
-2232250.0,2328,-2250000.0,7234
-2180250.0,2380,-2264000.0,7248
-2127250.0,2433,-2277000.0,7261
-2074250.0,2486,-2289000.0,7273
-2021250.0,2539,-2301000.0,7285
-1968250.0,2592,-2313000.0,7297
-1915250.0,2645,-2325000.0,7309
-1862250.0,2698,-2336000.0,7320
-1808250.0,2752,-2347000.0,7331
-1755250.0,2805,-2358000.0,7342
-1702250.0,2858,-2368000.0,7352
-1648250.0,2912,-2378000.0,7362
-1595250.0,2965,-2388000.0,7372
-1541250.0,3019,-2398000.0,7382
-1488250.0,3072,-2407000.0,7391
-1434250.0,3126,-2415000.0,7399
-1380250.0,3180,-2424000.0,7408
-1327250.0,3233,-2432000.0,7416
-1273250.0,3287,-2440000.0,7424
-1219250.0,3341,-2447000.0,7431
-1165250.0,3395,-2454000.0,7438
-1111250.0,3449,-2461000.0,7445
-1057250.0,3503,-2468000.0,7452
-1003250.0,3557,-2474000.0,7458
-949250.0,3611,-2480000.0,7464
-895250.0,3665,-2485000.0,7469
-841250.0,3719,-2490000.0,7474
-787250.0,3773,-2495000.0,7479
-733250.0,3827,-2500000.0,7484
-679250.0,3881,-2504000.0,7488
-624250.0,3936,-2508000.0,7492
-570250.0,3990,-2512000.0,7496
-516250.0,4044,-2515000.0,7499
-462250.0,4098,-2518000.0,7502
-407250.0,4153,-2520000.0,7504
-353250.0,4207,-2523000.0,7507
-299250.0,4261,-2525000.0,7509
-244250.0,4316,-2526000.0,7510
-190250.0,4370,-2528000.0,7512
-136250.0,4424,-2529000.0,7513
-81250.0,4479,-2529000.0,7513
-27250.0,4533,-2529000.0,7513
26750.0,4587,-2529000.0,7513
81750.0,4642,-2529000.0,7513
135750.0,4696,-2529000.0,7513
189750.0,4750,-2528000.0,7512
244750.0,4805,-2526000.0,7510
298750.0,4859,-2525000.0,7509
352750.0,4913,-2523000.0,7507
407750.0,4968,-2520000.0,7504
461750.0,5022,-2518000.0,7502
515750.0,5076,-2515000.0,7499
570750.0,5131,-2512000.0,7496
624750.0,5185,-2508000.0,7492
678750.0,5239,-2504000.0,7488
732750.0,5293,-2500000.0,7484
786750.0,5347,-2495000.0,7479
841750.0,5402,-2490000.0,7474
895750.0,5456,-2485000.0,7469
949750.0,5510,-2480000.0,7464
1003750.0,5564,-2474000.0,7458
1057750.0,5618,-2468000.0,7452
1111750.0,5672,-2461000.0,7445
1165750.0,5726,-2454000.0,7438
1218750.0,5779,-2447000.0,7431
1272750.0,5833,-2440000.0,7424
1326750.0,5887,-2432000.0,7416
1380750.0,5941,-2424000.0,7408
1434750.0,5995,-2415000.0,7399
1487750.0,6048,-2407000.0,7391
1541750.0,6102,-2398000.0,7382
1594750.0,6155,-2388000.0,7372
1648750.0,6209,-2378000.0,7362
1701750.0,6262,-2368000.0,7352
1755750.0,6316,-2358000.0,7342
1808750.0,6369,-2347000.0,7331
1861750.0,6422,-2336000.0,7320
1914750.0,6475,-2325000.0,7309
1967750.0,6528,-2313000.0,7297
2020750.0,6581,-2301000.0,7285
2073750.0,6634,-2289000.0,7273
2126750.0,6687,-2277000.0,7261
2179750.0,6740,-2264000.0,7248
2232750.0,6793,-2250000.0,7234
2284750.0,6845,-2237000.0,7221
2337750.0,6898,-2223000.0,7207
2389750.0,6950,-2209000.0,7193
2442750.0,7003,-2194000.0,7178
2494750.0,7055,-2180000.0,7164
2546750.0,7107,-2164000.0,7148
2598750.0,7159,-2149000.0,7133
2650750.0,7211,-2133000.0,7117
2702750.0,7263,-2117000.0,7101
2754750.0,7315,-2101000.0,7085
2806750.0,7367,-2084000.0,7068
2858750.0,7419,-2067000.0,7051
2909750.0,7470,-2050000.0,7034
2961750.0,7522,-2032000.0,7016
3012750.0,7573,-2014000.0,6998
3063750.0,7624,-1996000.0,6980
3114750.0,7675,-1978000.0,6962
3165750.0,7726,-1959000.0,6943
3216750.0,7777,-1940000.0,6924
-4559250.0,1,-1234000.0,6218
-4512250.0,48,-1261000.0,6245
-4465250.0,95,-1288000.0,6272
-4418250.0,142,-1315000.0,6299
-4371250.0,189,-1341000.0,6325
-4324250.0,236,-1367000.0,6351
-4276250.0,284,-1393000.0,6377
-4229250.0,331,-1418000.0,6402
-4181250.0,379,-1444000.0,6428
-4133250.0,427,-1469000.0,6453
-4085250.0,475,-1493000.0,6477
-4037250.0,523,-1517000.0,6501
-3988250.0,572,-1542000.0,6526
-3940250.0,620,-1565000.0,6549
-3891250.0,669,-1589000.0,6573
-3842250.0,718,-1612000.0,6596
-3793250.0,767,-1635000.0,6619
-3744250.0,816,-1657000.0,6641
-3695250.0,865,-1680000.0,6664
-3646250.0,914,-1702000.0,6686
-3596250.0,964,-1723000.0,6707
-3547250.0,1013,-1745000.0,6729
-3497250.0,1063,-1766000.0,6750
-3447250.0,1113,-1787000.0,6771
-3397250.0,1163,-1807000.0,6791
-3347250.0,1213,-1828000.0,6812
-3297250.0,1263,-1847000.0,6831
-3247250.0,1313,-1867000.0,6851
-3196250.0,1364,-1886000.0,6870
-3146250.0,1414,-1905000.0,6889
-3095250.0,1465,-1924000.0,6908
-3044250.0,1516,-1942000.0,6926
-2993250.0,1567,-1961000.0,6945
-2942250.0,1618,-1978000.0,6962
-2891250.0,1669,-1996000.0,6980
-2840250.0,1720,-2013000.0,6997
-2789250.0,1771,-2030000.0,7014
-2737250.0,1823,-2046000.0,7030
-2686250.0,1874,-2063000.0,7047
-2634250.0,1926,-2079000.0,7063
-2583250.0,1977,-2094000.0,7078
-2531250.0,2029,-2110000.0,7094
-2479250.0,2081,-2125000.0,7109
-2427250.0,2133,-2139000.0,7123
-2375250.0,2185,-2154000.0,7138
-2323250.0,2237,-2168000.0,7152
-2270250.0,2290,-2182000.0,7166
-2218250.0,2342,-2195000.0,7179
-2166250.0,2394,-2208000.0,7192
-2113250.0,2447,-2221000.0,7205
-2061250.0,2499,-2234000.0,7218
-2008250.0,2552,-2246000.0,7230
-1955250.0,2605,-2258000.0,7242
-1903250.0,2657,-2269000.0,7253
-1850250.0,2710,-2280000.0,7264
-1797250.0,2763,-2291000.0,7275
-1744250.0,2816,-2302000.0,7286
-1691250.0,2869,-2312000.0,7296
-1638250.0,2922,-2322000.0,7306
-1585250.0,2975,-2332000.0,7316
-1532250.0,3028,-2341000.0,7325
-1478250.0,3082,-2350000.0,7334
-1425250.0,3135,-2359000.0,7343
-1372250.0,3188,-2367000.0,7351
-1318250.0,3242,-2375000.0,7359
-1265250.0,3295,-2383000.0,7367
-1211250.0,3349,-2391000.0,7375
-1158250.0,3402,-2398000.0,7382
-1104250.0,3456,-2404000.0,7388
-1051250.0,3509,-2411000.0,7395
-997250.0,3563,-2417000.0,7401
-943250.0,3617,-2423000.0,7407
-889250.0,3671,-2428000.0,7412
-836250.0,3724,-2434000.0,7418
-782250.0,3778,-2438000.0,7422
-728250.0,3832,-2443000.0,7427
-674250.0,3886,-2447000.0,7431
-620250.0,3940,-2451000.0,7435
-566250.0,3994,-2455000.0,7439
-513250.0,4047,-2458000.0,7442
-459250.0,4101,-2461000.0,7445
-405250.0,4155,-2463000.0,7447
-351250.0,4209,-2466000.0,7450
-297250.0,4263,-2468000.0,7452
-243250.0,4317,-2469000.0,7453
-189250.0,4371,-2470000.0,7454
-135250.0,4425,-2471000.0,7455
-81250.0,4479,-2472000.0,7456
-27250.0,4533,-2472000.0,7456
26750.0,4587,-2472000.0,7456
80750.0,4641,-2472000.0,7456
134750.0,4695,-2471000.0,7455
188750.0,4749,-2470000.0,7454
242750.0,4803,-2469000.0,7453
296750.0,4857,-2468000.0,7452
350750.0,4911,-2466000.0,7450
404750.0,4965,-2463000.0,7447
458750.0,5019,-2461000.0,7445
512750.0,5073,-2458000.0,7442
566750.0,5127,-2455000.0,7439
620750.0,5181,-2451000.0,7435
674750.0,5235,-2447000.0,7431
728750.0,5289,-2443000.0,7427
781750.0,5342,-2438000.0,7422
835750.0,5396,-2434000.0,7418
889750.0,5450,-2428000.0,7412
943750.0,5504,-2423000.0,7407
996750.0,5557,-2417000.0,7401
1050750.0,5611,-2411000.0,7395
1104750.0,5665,-2404000.0,7388
1157750.0,5718,-2398000.0,7382
1211750.0,5772,-2391000.0,7375
1264750.0,5825,-2383000.0,7367
1318750.0,5879,-2375000.0,7359
1371750.0,5932,-2367000.0,7351
1425750.0,5986,-2359000.0,7343
1478750.0,6039,-2350000.0,7334
1531750.0,6092,-2341000.0,7325
1584750.0,6145,-2332000.0,7316
1637750.0,6198,-2322000.0,7306
1690750.0,6251,-2312000.0,7296
1744750.0,6305,-2302000.0,7286
1796750.0,6357,-2291000.0,7275
1849750.0,6410,-2280000.0,7264
1902750.0,6463,-2269000.0,7253
1955750.0,6516,-2258000.0,7242
2008750.0,6569,-2246000.0,7230
2060750.0,6621,-2234000.0,7218
2113750.0,6674,-2221000.0,7205
2165750.0,6726,-2208000.0,7192
2218750.0,6779,-2195000.0,7179
2270750.0,6831,-2182000.0,7166
2322750.0,6883,-2168000.0,7152
2374750.0,6935,-2154000.0,7138
2426750.0,6987,-2139000.0,7123
2478750.0,7039,-2125000.0,7109
2530750.0,7091,-2110000.0,7094
2582750.0,7143,-2094000.0,7078
2634750.0,7195,-2079000.0,7063
2685750.0,7246,-2063000.0,7047
2737750.0,7298,-2046000.0,7030
2788750.0,7349,-2030000.0,7014
2840750.0,7401,-2013000.0,6997
2891750.0,7452,-1996000.0,6980
2942750.0,7503,-1978000.0,6962
2993750.0,7554,-1961000.0,6945
3044750.0,7605,-1942000.0,6926
3095750.0,7656,-1924000.0,6908
3145750.0,7706,-1905000.0,6889
3196750.0,7757,-1886000.0,6870
3246750.0,7807,-1867000.0,6851
-4530250.0,30,-1185000.0,6169
-4483250.0,77,-1212000.0,6196
-4437250.0,123,-1239000.0,6223
-4390250.0,170,-1265000.0,6249
-4343250.0,217,-1291000.0,6275
-4296250.0,264,-1317000.0,6301
-4249250.0,311,-1343000.0,6327
-4202250.0,358,-1368000.0,6352
-4154250.0,406,-1393000.0,6377
-4107250.0,453,-1418000.0,6402
-4059250.0,501,-1442000.0,6426
-4011250.0,549,-1467000.0,6451
-3963250.0,597,-1490000.0,6474
-3915250.0,645,-1514000.0,6498
-3867250.0,693,-1537000.0,6521
-3818250.0,742,-1560000.0,6544
-3769250.0,791,-1583000.0,6567
-3721250.0,839,-1606000.0,6590
-3672250.0,888,-1628000.0,6612
-3623250.0,937,-1650000.0,6634
-3574250.0,986,-1671000.0,6655
-3524250.0,1036,-1693000.0,6677
-3475250.0,1085,-1713000.0,6697
-3425250.0,1135,-1734000.0,6718
-3376250.0,1184,-1755000.0,6739
-3326250.0,1234,-1775000.0,6759
-3276250.0,1284,-1794000.0,6778
-3226250.0,1334,-1814000.0,6798
-3176250.0,1384,-1833000.0,6817
-3126250.0,1434,-1852000.0,6836
-3075250.0,1485,-1871000.0,6855
-3025250.0,1535,-1889000.0,6873
-2974250.0,1586,-1907000.0,6891
-2924250.0,1636,-1925000.0,6909
-2873250.0,1687,-1942000.0,6926
-2822250.0,1738,-1959000.0,6943
-2771250.0,1789,-1976000.0,6960
-2720250.0,1840,-1992000.0,6976
-2669250.0,1891,-2008000.0,6992
-2618250.0,1942,-2024000.0,7008
-2566250.0,1994,-2040000.0,7024
-2515250.0,2045,-2055000.0,7039
-2463250.0,2097,-2070000.0,7054
-2412250.0,2148,-2084000.0,7068
-2360250.0,2200,-2099000.0,7083
-2308250.0,2252,-2113000.0,7097
-2256250.0,2304,-2126000.0,7110
-2204250.0,2356,-2140000.0,7124
-2152250.0,2408,-2153000.0,7137
-2100250.0,2460,-2166000.0,7150
-2048250.0,2512,-2178000.0,7162
-1995250.0,2565,-2190000.0,7174
-1943250.0,2617,-2202000.0,7186
-1891250.0,2669,-2213000.0,7197
-1838250.0,2722,-2225000.0,7209
-1786250.0,2774,-2236000.0,7220
-1733250.0,2827,-2246000.0,7230
-1680250.0,2880,-2256000.0,7240
-1628250.0,2932,-2266000.0,7250
-1575250.0,2985,-2276000.0,7260
-1522250.0,3038,-2285000.0,7269
-1469250.0,3091,-2294000.0,7278
-1416250.0,3144,-2303000.0,7287
-1363250.0,3197,-2311000.0,7295
-1310250.0,3250,-2319000.0,7303
-1257250.0,3303,-2327000.0,7311
-1204250.0,3356,-2334000.0,7318
-1150250.0,3410,-2341000.0,7325
-1097250.0,3463,-2348000.0,7332
-1044250.0,3516,-2354000.0,7338
-991250.0,3569,-2360000.0,7344
-937250.0,3623,-2366000.0,7350
-884250.0,3676,-2372000.0,7356
-830250.0,3730,-2377000.0,7361
-777250.0,3783,-2382000.0,7366
-723250.0,3837,-2386000.0,7370
-670250.0,3890,-2390000.0,7374
-616250.0,3944,-2394000.0,7378
-563250.0,3997,-2398000.0,7382
-509250.0,4051,-2401000.0,7385
-456250.0,4104,-2404000.0,7388
-402250.0,4158,-2406000.0,7390
-349250.0,4211,-2409000.0,7393
-295250.0,4265,-2411000.0,7395
-241250.0,4319,-2412000.0,7396
-188250.0,4372,-2413000.0,7397
-134250.0,4426,-2414000.0,7398
-80250.0,4480,-2415000.0,7399
-27250.0,4533,-2415000.0,7399
26750.0,4587,-2415000.0,7399
80750.0,4641,-2415000.0,7399
133750.0,4694,-2414000.0,7398
187750.0,4748,-2413000.0,7397
241750.0,4802,-2412000.0,7396
294750.0,4855,-2411000.0,7395
348750.0,4909,-2409000.0,7393
402750.0,4963,-2406000.0,7390
455750.0,5016,-2404000.0,7388
509750.0,5070,-2401000.0,7385
562750.0,5123,-2398000.0,7382
616750.0,5177,-2394000.0,7378
669750.0,5230,-2390000.0,7374
723750.0,5284,-2386000.0,7370
776750.0,5337,-2382000.0,7366
830750.0,5391,-2377000.0,7361
883750.0,5444,-2372000.0,7356
937750.0,5498,-2366000.0,7350
990750.0,5551,-2360000.0,7344
1043750.0,5604,-2354000.0,7338
1097750.0,5658,-2348000.0,7332
1150750.0,5711,-2341000.0,7325
1203750.0,5764,-2334000.0,7318
1256750.0,5817,-2327000.0,7311
1309750.0,5870,-2319000.0,7303
1362750.0,5923,-2311000.0,7295
1416750.0,5977,-2303000.0,7287
1468750.0,6029,-2294000.0,7278
1521750.0,6082,-2285000.0,7269
1574750.0,6135,-2276000.0,7260
