x,y,lat ,lon
-3059421.5001441776,-157778.58326547695,34.75,224.25
-3019230.215765826,-175996.91175893595,34.75,224.75
-2978930.4500939143,-193974.00050727738,34.75,225.25
-2938523.651103711,-211709.20359161083,34.75,225.75
-2898011.27061622,-229201.88378401738,34.75,226.25
-2857394.764245996,-246451.4125704613,34.75,226.75
-2816675.59134884,-263457.1701733635,34.75,227.25
-2775855.2149693836,-280218.5455738689,34.75,227.75
-2734935.101788513,-296734.9365338063,34.75,228.25
-2693916.72207066,-313005.7496173245,34.75,228.75
-2652801.549610984,-329030.40021221334,34.75,229.25
-2611591.0616824287,-344808.31255090935,34.75,229.75
-2570286.7389826286,-360338.9197311813,34.75,230.25
-2528890.065580716,-375621.6637365025,34.75,230.75
-2487402.528863984,-390655.99545610073,34.75,231.25
-2445825.61948447,-405441.37470468576,34.75,231.75
-2404160.8313053665,-419977.2702418579,34.75,232.25
-2362409.6613473725,-434263.15979119437,34.75,232.75
-2320573.609734896,-448298.53005902,34.75,233.25
-2278654.1796421385,-462082.87675284647,34.75,233.75
-2236652.8772391183,-475615.7045994847,34.75,234.25
-2194571.211637517,-488896.5273628609,34.75,234.75
-2152410.69483649,-501924.8678614603,34.75,235.25
-2110172.841668323,-514700.257985489,34.75,235.75
-2067859.1697439956,-527222.238713696,34.75,236.25
-2025471.1993986806,-539490.3601298484,34.75,236.75
-1983010.453637085,-551504.1814389183,34.75,237.25
-1940478.4580787562,-563263.2709829032,34.75,237.75
-1897876.7409032572,-574767.2062563465,34.75,238.25
-1855206.832795242,-586015.5739215123,34.75,238.75
-1812470.2668894888,-597007.9698232395,34.75,239.25
-1769668.5787157938,-607743.999003461,34.75,239.75
-1726803.3061437947,-618223.2757153987,34.75,240.25
-1683875.9893277395,-628445.423437419,34.75,240.75
-1640888.170651116,-638410.0748865613,34.75,241.25
-1597841.394671264,-648116.8720317387,34.75,241.75
-1554737.2080638672,-657565.4661065969,34.75,242.25
-1511577.159567365,-666755.5176220522,34.75,242.75
-1468362.799927339,-675686.6963784792,34.75,243.25
-1425095.6818407595,-684358.6814775884,34.75,243.75
-1381777.359900227,-692771.161333941,34.75,244.25
-1338409.390538102,-700923.833686154,34.75,244.75
-1294993.33197057,-708816.405607764,34.75,245.25
-1251530.7441416841,-716448.5935177383,34.75,245.75
-1208023.1886672827,-723820.1231906782,34.75,246.25
-1164472.228778909,-730930.7297666618,34.75,246.75
-1120879.4292676323,-737780.1577607656,34.75,247.25
-1077246.3564278118,-744368.1610722445,34.75,247.75
-1033574.5780008442,-750694.5029933716,34.75,248.25
-989865.6631188233,-756758.956217944,34.75,248.75
-946121.1822481466,-762561.3028494498,34.75,249.25
-902342.7071331193,-768101.3344088999,34.75,249.75
-858531.8107394461,-773378.8518423135,34.75,250.25
-814690.0671977453,-778393.6655278746,34.75,250.75
-770819.0517469767,-783145.5952827418,34.75,251.25
-726920.3406778303,-787634.470369527,34.75,251.75
-682995.5112761202,-791860.1295024226,34.75,252.25
-639046.1417660777,-795822.4208530063,34.75,252.75
-595073.8112536764,-799521.2020556869,34.75,253.25
-551080.0996698813,-802956.340212824,34.75,253.75
-507066.5877138686,-806127.7118995034,34.75,254.25
-463034.8567962615,-809035.203167971,34.75,254.75
-418986.4889822755,-811678.7095517269,34.75,255.25
-374923.06693490455,-814058.1360692781,34.75,255.75
-330846.1738580434,-816173.3972275525,34.75,256.25
-286757.39343958854,-818024.4170249718,34.75,256.75
-242658.30979456395,-819611.1289541766,34.75,257.25
-198550.5074081894,-820933.4760044235,34.75,257.75
-154435.57107893683,-821991.4106636283,34.75,258.25
-110315.0858616193,-822784.8949200752,34.75,258.75
-66190.63701040432,-823313.900263783,34.75,259.25
-22063.809921886583,-823578.4076875292,34.75,259.75
22063.809921888835,-823578.4076875292,34.75,260.25
66190.63701040656,-823313.900263783,34.75,260.75
110315.08586161704,-822784.8949200752,34.75,261.25
154435.57107893904,-821991.4106636283,34.75,261.75
198550.50740819165,-820933.4760044221,34.75,262.25
242658.3097945662,-819611.1289541766,34.75,262.75
286757.3934395908,-818024.4170249704,34.75,263.25
330846.1738580411,-816173.3972275525,34.75,263.75
374923.0669349068,-814058.1360692781,34.75,264.25
418986.4889822777,-811678.7095517269,34.75,264.75
463034.8567962593,-809035.203167971,34.75,265.25
507066.5877138707,-806127.7118995034,34.75,265.75
551080.0996698836,-802956.340212824,34.75,266.25
595073.8112536786,-799521.2020556869,34.75,266.75
639046.1417660799,-795822.4208530063,34.75,267.25
682995.511276118,-791860.1295024226,34.75,267.75
726920.3406778325,-787634.470369527,34.75,268.25
770819.051746979,-783145.5952827418,34.75,268.75
814690.0671977474,-778393.6655278746,34.75,269.25
858531.8107394484,-773378.8518423135,34.75,269.75
902342.707133117,-768101.3344088999,34.75,270.25
946121.1822481487,-762561.3028494498,34.75,270.75
989865.6631188255,-756758.956217944,34.75,271.25
1033574.5780008463,-750694.5029933716,34.75,271.75
1077246.356427814,-744368.1610722445,34.75,272.25
1120879.42926763,-737780.1577607656,34.75,272.75
1164472.2287789113,-730930.7297666618,34.75,273.25
1208023.188667285,-723820.1231906782,34.75,273.75
1251530.744141682,-716448.5935177398,34.75,274.25
1294993.331970572,-708816.405607764,34.75,274.75
1338409.3905381043,-700923.833686154,34.75,275.25
1381777.3599002291,-692771.1613339396,34.75,275.75
1425095.6818407616,-684358.681477587,34.75,276.25
1468362.7999273369,-675686.6963784806,34.75,276.75
1511577.159567367,-666755.5176220522,34.75,277.25
1554737.2080638695,-657565.4661065969,34.75,277.75
1597841.3946712667,-648116.8720317387,34.75,278.25
1640888.170651118,-638410.0748865613,34.75,278.75
1683875.9893277374,-628445.423437419,34.75,279.25
1726803.3061438014,-618223.2757153973,34.75,279.75
1769668.5787157961,-607743.999003461,34.75,280.25
1812470.266889491,-597007.9698232381,34.75,280.75
1855206.8327952488,-586015.5739215096,34.75,281.25
1897876.74090325,-574767.2062563479,34.75,281.75
1940478.4580787583,-563263.2709829032,34.75,282.25
1983010.453637091,-551504.181438917,34.75,282.75
2025471.1993986745,-539490.3601298511,34.75,283.25
2067859.1697439977,-527222.238713696,34.75,283.75
2110172.841668329,-514700.2579854876,34.75,284.25
2152410.6948364875,-501924.8678614603,34.75,284.75
2194571.2116375193,-488896.5273628609,34.75,285.25
2236652.8772391155,-475615.70459948614,34.75,285.75
2278654.1796421367,-462082.87675284647,34.75,286.25
2320573.609734898,-448298.53005902,34.75,286.75
2362409.661347375,-434263.15979119437,34.75,287.25
2404160.8313053646,-419977.2702418579,34.75,287.75
2445825.6194844726,-405441.37470468576,34.75,288.25
2487402.528863986,-390655.99545610073,34.75,288.75
2528890.065580714,-375621.6637365025,34.75,289.25
2570286.7389826346,-360338.91973117844,34.75,289.75
2611591.061682431,-344808.31255090795,34.75,290.25
2652801.5496109817,-329030.40021221474,34.75,290.75
2693916.722070662,-313005.7496173245,34.75,291.25
2734935.101788515,-296734.9365338063,34.75,291.75
2775855.2149693863,-280218.5455738689,34.75,292.25
2816675.591348846,-263457.1701733607,34.75,292.75
2857394.764245998,-246451.41257045988,34.75,293.25
2898011.2706162217,-229201.88378401738,34.75,293.75
2938523.651103718,-211709.20359160658,34.75,294.25
2978930.4500939082,-193974.0005072802,34.75,294.75
3019230.2157658283,-175996.91175893453,34.75,295.25
3059421.500144184,-157778.5832654727,34.75,295.75
3099502.859151427,-139319.66961356872,34.75,296.25
3139472.852659689,-120620.83403412526,34.75,296.75
3179330.044542419,-101682.74837849538,34.75,297.25
3219073.0027260766,-82506.09309430158,34.75,297.75
-4528913.497339169,802247.3424266184,35.25,204.25
-4494450.349617967,775203.416509688,35.25,204.75
-4459825.715771854,748366.5535992162,35.25,205.25
-4425040.839867949,721737.7179468093,35.25,205.75
-4390096.971730895,695317.8663296339,35.25,206.25
-4354995.366897952,669107.9480160425,35.25,206.75
-4319737.286573875,643108.9047314536,35.25,207.25
-4284323.997585593,617321.6706245212,35.25,207.75
-4248756.772336711,591747.1722335746,35.25,208.25
-4213036.88876178,566386.328453322,35.25,208.75
-4177165.6302803745,541240.0505018333,35.25,209.25
-4141144.2857509963,516309.2418878083,35.25,209.75
-4104974.149424756,491594.7983781093,35.25,210.25
-4068656.5208988646,467097.60796556924,35.25,210.75
-4032192.7050699387,442818.55083709065,35.25,211.25
-3995584.0120871486,418758.49934203527,35.25,211.75
-3958831.7573050917,394918.3179608523,35.25,212.25
-3921937.2612365615,371298.86327403534,35.25,212.75
-3884901.849505107,347900.98393134796,35.25,213.25
-3847726.8527973923,324725.520621324,35.25,213.75
-3810413.6068153735,301773.30604105565,35.25,214.25
-3772963.4522283324,279045.16486629134,35.25,214.75
-3735377.734624691,256541.91372179368,35.25,215.25
-3697657.8044636585,234264.36115199717,35.25,215.75
-3659805.0170267234,212213.30759196126,35.25,216.25
-3621820.7323689554,190389.54533861598,35.25,216.75
-3583706.3152701254,168793.8585222779,35.25,217.25
-3545463.135185679,147427.0230784913,35.25,217.75
-3507092.566197536,126289.80672014397,35.25,218.25
-3468595.986964719,105382.96890988752,35.25,218.75
-3429974.780673798,84707.2608328367,35.25,219.25
-3391230.3349892194,64263.42536959589,35.25,219.75
-3352364.0420034393,44052.1970695546,35.25,220.25
-3313377.2981868843,24074.302124500304,35.25,220.75
-3274271.5043378086,4330.45834252861,35.25,221.25
-3235048.065531947,-15178.624877751963,35.25,221.75
-3195708.3910720246,-34452.246572706485,35.25,222.25
-3156253.8944371208,-53489.71423886692,35.25,222.75
-3116685.993231916,-72290.34385779269,35.25,223.25
-3077006.1091357023,-90853.4599206734,35.25,223.75
-3037215.6678513377,-109178.39545258887,35.25,224.25
-2997316.099054019,-127264.49203646753,35.25,224.75
-2957308.8363399077,-145111.09983674745,35.25,225.25
-2917195.317174608,-162717.57762273407,35.25,225.75
-2876976.9828415434,-180083.29279162688,35.25,226.25
-2836655.2783901584,-197207.6213912569,35.25,226.75
-2796231.652583985,-214089.94814249998,35.25,227.25
-2755707.557848614,-230729.6664613913,35.25,227.75
-2715084.4502194976,-247126.17848090682,35.25,228.25
-2674363.7892896226,-263278.8950724619,35.25,228.75
-2633547.03815708,-279187.2358670683,35.25,229.25
-2592635.663372497,-294850.62927618664,35.25,229.75
-2551631.134886341,-310268.5125122632,35.25,230.25
-2510534.925996102,-325440.3316089568,35.25,230.75
-2469348.5132933487,-340365.54144104064,35.25,231.25
-2428073.3766106963,-355043.6057439849,35.25,231.75
-2386710.9989686105,-369473.9971332287,35.25,232.25
-2345262.8665221445,-383656.1971231277,35.25,232.75
-2303730.4685075316,-397589.696145582,35.25,233.25
-2262115.2971886657,-411273.99356834934,35.25,233.75
-2220418.8478035107,-424708.59771302546,35.25,234.25
-2178642.6185103455,-437893.02587272174,35.25,234.75
-2136788.1103339614,-450826.8043293939,35.25,235.25
-2094856.8271117199,-463509.46837087674,35.25,235.75
-2052850.2754395062,-475940.56230757275,35.25,236.25
-2010769.9646176263,-488119.6394888253,35.25,236.75
-1968617.4065965451,-500046.2623189757,35.25,237.25
-1926394.1159225889,-511720.0022730751,35.25,237.75
-1884101.609683517,-523140.4399122817,35.25,238.25
-1841741.407454,-534307.1648989448,35.25,238.75
-1799315.0312410465,-545219.7760113325,35.25,239.25
-1756824.0054293016,-555877.8811580556,35.25,239.75
-1714269.8567262678,-566281.0973921526,35.25,240.25
-1671654.1141074765,-576429.0509248537,35.25,240.75
-1628978.308761518,-586321.3771390049,35.25,241.25
-1586243.9740350572,-595957.7206021716,35.25,241.75
-1543452.645377726,-605337.7350794101,35.25,242.25
-1500605.8602869425,-614461.0835457088,35.25,242.75
-1457705.1582526972,-623327.4381980915,35.25,243.25
-1414752.080702206,-631936.4804674045,35.25,243.75
-1371748.1709445561,-640287.9010297534,35.25,244.25
-1328694.9741152423,-648381.3998176239,35.25,244.75
-1285594.0371206352,-656216.6860306624,35.25,245.25
-1242446.9085824343,-663793.4781461223,35.25,245.75
-1199255.1387819878,-671111.5039289801,35.25,246.25
-1156020.2796046238,-678170.5004417144,35.25,246.75
-1112743.8844838757,-684970.2140537591,35.25,247.25
-1069427.5083456559,-691510.4004506129,35.25,247.75
-1026072.7075524122,-697790.8246426126,35.25,248.25
-982681.0398471944,-703811.2609733868,35.25,248.75
-939254.0642976726,-709571.4931279579,35.25,249.25
-895793.3412401488,-715071.3141405119,35.25,249.75
-852300.4322234587,-720310.5264018386,35.25,250.25
-808776.8999528973,-725288.9416664323,35.25,250.75
-765224.3082340568,-730006.3810592487,35.25,251.25
-721644.2219166248,-734462.6750821442,35.25,251.75
-678038.2068381913,-738657.6636199539,35.25,252.25
-634407.8297679515,-742591.195946251,35.25,252.75
-590754.6583504437,-746263.1307287595,35.25,253.25
-547080.2610492093,-749673.3360344337,35.25,253.75
-503386.20709042513,-752821.6893342033,35.25,254.25
-459674.06640655146,-755708.0775073647,35.25,254.75
-415945.40957988915,-758332.3968456554,35.25,255.25
-372201.8077861794,-760694.5530569737,35.25,255.75
-328444.8327381378,-762794.4612687737,35.25,256.25
-284676.05662896886,-764632.0460311084,35.25,256.75
-240897.05207590433,-766207.2413193411,35.25,257.25
-197109.39206368497,-767519.990536524,35.25,257.75
-153314.6498880299,-768570.2465154238,35.25,258.25
-109514.3990991389,-769357.9715202192,35.25,258.75
-65710.21344511917,-769883.1372478616,35.25,259.25
-21903.666815471395,-770145.7248290849,35.25,259.75
21903.666815473625,-770145.7248290849,35.25,260.25
65710.2134451214,-769883.1372478616,35.25,260.75
109514.39909913667,-769357.9715202192,35.25,261.25
153314.64988803212,-768570.2465154238,35.25,261.75
197109.3920636872,-767519.9905365226,35.25,262.25
240897.05207590654,-766207.2413193411,35.25,262.75
284676.0566289711,-764632.046031107,35.25,263.25
328444.83273813553,-762794.4612687737,35.25,263.75
372201.8077861817,-760694.5530569737,35.25,264.25
415945.4095798914,-758332.3968456554,35.25,264.75
459674.0664065492,-755708.0775073647,35.25,265.25
503386.2070904272,-752821.6893342033,35.25,265.75
547080.2610492115,-749673.3360344337,35.25,266.25
590754.6583504459,-746263.1307287595,35.25,266.75
634407.8297679537,-742591.1959462496,35.25,267.25
678038.206838189,-738657.6636199539,35.25,267.75
721644.221916627,-734462.6750821442,35.25,268.25
765224.308234059,-730006.3810592487,35.25,268.75
808776.8999528997,-725288.9416664309,35.25,269.25
852300.432223461,-720310.5264018386,35.25,269.75
895793.3412401464,-715071.3141405119,35.25,270.25
939254.0642976749,-709571.4931279579,35.25,270.75
982681.0398471965,-703811.2609733868,35.25,271.25
1026072.707552414,-697790.8246426126,35.25,271.75
1069427.5083456582,-691510.4004506115,35.25,272.25
1112743.8844838734,-684970.2140537591,35.25,272.75
1156020.279604626,-678170.5004417144,35.25,273.25
1199255.1387819902,-671111.5039289801,35.25,273.75
1242446.908582432,-663793.4781461237,35.25,274.25
1285594.0371206375,-656216.6860306624,35.25,274.75
1328694.9741152443,-648381.3998176239,35.25,275.25
1371748.1709445585,-640287.901029752,35.25,275.75
1414752.0807022082,-631936.4804674031,35.25,276.25
1457705.158252695,-623327.4381980915,35.25,276.75
1500605.8602869448,-614461.0835457088,35.25,277.25
1543452.6453777284,-605337.7350794101,35.25,277.75
1586243.9740350596,-595957.7206021716,35.25,278.25
1628978.3087615203,-586321.3771390034,35.25,278.75
1671654.1141074745,-576429.0509248537,35.25,279.25
1714269.8567262746,-566281.0973921512,35.25,279.75
1756824.0054293037,-555877.8811580542,35.25,280.25
1799315.0312410484,-545219.7760113325,35.25,280.75
1841741.4074540068,-534307.1648989434,35.25,281.25
1884101.6096835101,-523140.43991228315,35.25,281.75
1926394.1159225905,-511720.0022730751,35.25,282.25
1968617.4065965512,-500046.26231897424,35.25,282.75
2010769.9646176202,-488119.6394888281,35.25,283.25
2052850.275439508,-475940.56230757275,35.25,283.75
2094856.8271117262,-463509.46837087534,35.25,284.25
2136788.1103339586,-450826.80432939535,35.25,284.75
2178642.618510348,-437893.0258727203,35.25,285.25
2220418.8478035084,-424708.59771302546,35.25,285.75
2262115.2971886634,-411273.99356834934,35.25,286.25
2303730.4685075334,-397589.6961455806,35.25,286.75
2345262.866522146,-383656.1971231277,35.25,287.25
2386710.9989686087,-369473.99713323015,35.25,287.75
2428073.376610699,-355043.6057439849,35.25,288.25
2469348.5132933506,-340365.54144104064,35.25,288.75
2510534.9259961005,-325440.3316089568,35.25,289.25
2551631.134886347,-310268.51251226035,35.25,289.75
2592635.6633724994,-294850.6292761852,35.25,290.25
2633547.038157077,-279187.23586706974,35.25,290.75
2674363.789289625,-263278.8950724619,35.25,291.25
2715084.4502194994,-247126.1784809054,35.25,291.75
2755707.557848616,-230729.66646138986,35.25,292.25
2796231.6525839907,-214089.94814249856,35.25,292.75
2836655.27839016,-197207.62139125547,35.25,293.25
2876976.9828415453,-180083.29279162688,35.25,293.75
2917195.317174615,-162717.57762273125,35.25,294.25
2957308.8363399017,-145111.09983674885,35.25,294.75
2997316.0990540213,-127264.49203646471,35.25,295.25
3037215.6678513438,-109178.39545258603,35.25,295.75
3077006.109135696,-90853.45992067622,35.25,296.25
3116685.9932319177,-72290.34385779127,35.25,296.75
3156253.894437123,-53489.714238865505,35.25,297.25
3195708.3910720185,-34452.246572709315,35.25,297.75
3235048.0655319495,-15178.624877750548,35.25,298.25
-4529887.304921004,871189.4136897839,35.75,203.75
-4495837.38858938,844138.4120790963,35.75,204.25
-4461625.936296357,817291.9966324309,35.75,204.75
-4427254.177263415,790651.1319446345,35.75,205.25
-4392723.346471857,764216.7752250746,35.75,205.75
-4358034.684618457,737989.8762632671,35.75,206.25
-4323189.438070879,711971.3773947527,35.75,206.75
-4288188.858822897,686162.213467228,35.75,207.25
-4253034.2044493975,660563.3118069583,35.75,207.75
-4217726.738061212,635175.592185466,35.75,208.25
-4182267.728259726,609999.9667864776,35.75,208.75
-4146658.449091288,585037.3401731445,35.75,209.25
-4110900.1800014526,560288.6092555521,35.75,209.75
-4074994.2057890007,535754.66325849,35.75,210.25
-4038941.8165597664,511436.38368949405,35.75,210.75
-4002744.3076802883,487334.6443071805,35.75,211.25
-3966402.979731297,463450.3110898623,35.75,211.75
-3929919.1384609323,439784.2422044123,35.75,212.25
-3893294.0947378594,416337.28797544126,35.75,212.75
-3856529.1645041737,393110.29085474944,35.75,213.25
-3819625.6687281057,370104.08539105445,35.75,213.75
-3782584.933356553,347319.49819999293,35.75,214.25
-3745408.289267459,324757.3479344429,35.75,214.75
-3708097.0722219823,302418.4452550944,35.75,215.25
-3670652.6228164937,280303.59280132136,35.75,215.75
-3633076.286434427,258413.58516235033,35.75,216.25
-3595369.4131979323,236749.2088487104,35.75,216.75
-3557533.3579193573,215311.24226396478,35.75,217.25
-3519569.480052573,194100.45567675133,35.75,217.75
-3481479.143644141,173117.61119310395,35.75,218.25
-3443263.717284292,152363.46272907386,35.75,218.75
-3404924.5740577406,131838.75598363217,35.75,219.25
-3366463.091494377,111544.22841188412,35.75,219.75
-3327880.6515197554,91480.60919857191,35.75,220.25
-3289178.640405433,71648.61923187105,35.75,220.75
-3250358.448719185,52048.97107749449,35.75,221.25
-3211421.4712750264,32682.368953084366,35.75,221.75
-3172369.1070830924,13549.508702913858,35.75,222.25
-3133202.7592993714,-5348.922227124855,35.75,222.75
-3093923.835175321,-24012.24481419843,35.75,223.25
-3054533.7460072543,-42439.788482952434,35.75,223.75
-3015033.9070856636,-60630.89112959715,35.75,224.25
-2975425.7376443683,-78584.89914569323,35.75,224.75
-2935710.6608095174,-96301.16744163982,35.75,225.25
-2895890.103548442,-113779.05946985265,35.75,225.75
-2855965.4966184106,-131017.9472476319,35.75,226.25
-2815938.2745152074,-148017.21137973265,35.75,226.75
-2775809.8754215804,-164776.2410806139,35.75,227.25
-2735581.7411555895,-181294.43419638302,35.75,227.75
-2695255.3171187923,-197571.1972264344,35.75,228.25
-2654832.052244301,-213605.94534477923,35.75,228.75
-2614313.3989447295,-229398.1024210484,35.75,229.25
-2573700.8130600173,-244947.10104119597,35.75,229.75
-2532995.7538051107,-260252.3825278892,35.75,230.25
-2492199.683717535,-275313.39696057886,35.75,230.75
-2451314.068604837,-290129.6031952644,35.75,231.25
-2410340.3774919403,-304700.4688839248,35.75,231.75
-2369280.082568335,-319025.47049366136,35.75,232.25
-2328134.659135207,-333104.09332549555,35.75,232.75
-2286905.5855524205,-346935.8315328651,35.75,233.25
-2245594.343185386,-360520.1881398097,35.75,233.75
-2204202.416351867,-373856.6750588069,35.75,234.25
-2162731.292268608,-386944.8131083321,35.75,234.75
-2121182.4609979377,-399784.1320300559,35.75,235.25
-2079557.415394209,-412374.1705057552,35.75,235.75
-2037857.651050155,-424714.47617388156,35.75,236.25
-1996084.6662431764,-436804.60564580996,35.75,236.75
-1954239.9618814788,-448644.12452178245,35.75,237.25
-1912325.0414501699,-460232.6074065052,35.75,237.75
-1870341.4109572321,-471569.6379244353,35.75,238.25
-1828290.578879393,-482654.80873474746,35.75,238.75
-1786174.0561079548,-493487.72154596227,35.75,239.25
-1743993.3558944946,-504067.9871302586,35.75,239.75
-1701749.993796478,-514395.2253374617,35.75,240.25
-1659445.4876228385,-524469.0651086973,35.75,240.75
-1617081.3573794046,-534289.1444897308,35.75,241.25
-1574659.1252143183,-543855.1106439641,35.75,241.75
-1532180.3153633298,-553166.6198651167,35.75,242.25
-1489646.4540950202,-562223.3375895804,35.75,242.75
-1447059.0696559907,-571024.9384084286,35.75,243.25
-1404419.6922159195,-579571.1060791214,35.75,243.75
-1361729.8538126124,-587861.5335368563,35.75,244.25
-1318991.088296943,-595895.9229056063,35.75,244.75
-1276204.9312777296,-603673.9855088274,35.75,245.25
-1233372.9200665895,-611195.4418798245,35.75,245.75
-1190496.5936226686,-618460.0217717922,35.75,246.25
-1147577.4924973787,-625467.4641675277,35.75,246.75
-1104617.1587790297,-632217.5172888099,35.75,247.25
-1061617.1360374107,-638709.938605444,35.75,247.75
-1018578.9692683552,-644944.4948439739,35.75,248.25
-975504.2048382157,-650920.9619960663,35.75,248.75
-932394.3904282905,-656639.1253265619,35.75,249.25
-889251.0749792447,-662098.779381187,35.75,249.75
-846075.8086354221,-667299.727993932,35.75,250.25
-802870.1426891795,-672241.7842941083,35.75,250.75
-759635.6295251345,-676924.7707130569,35.75,251.25
-716373.8225643754,-681348.5189905306,35.75,251.75
-673086.2762086777,-685512.8701807363,35.75,252.25
-629774.5457846186,-689417.674658054,35.75,252.75
-586440.187487725,-693062.7921224002,35.75,253.25
-543084.7583265458,-696448.0916042795,35.75,253.75
-499709.8160666954,-699573.4514694893,35.75,254.25
-456316.91917491343,-702438.7594234846,35.75,254.75
-412907.6267630342,-705043.9125154157,35.75,255.25
-369483.4985319982,-707388.817141829,35.75,255.75
-326046.0947157986,-709473.3890500272,35.75,256.25
-282596.97602540854,-711297.5533411008,35.75,256.75
-239137.70359273124,-712861.244472611,35.75,257.25
-195669.83891449514,-714164.4062609571,35.75,257.75
-152194.94379613578,-715206.9918833796,35.75,258.25
-108714.58029571088,-715988.963879659,35.75,258.75
-65230.31066774013,-716510.2941534492,35.75,259.25
-21743.697307104034,-716770.9639732925,35.75,259.75
21743.69730710625,-716770.9639732925,35.75,260.25
65230.31066774234,-716510.2941534492,35.75,260.75
108714.58029570867,-715988.963879659,35.75,261.25
152194.94379613802,-715206.9918833796,35.75,261.75
195669.83891449735,-714164.4062609556,35.75,262.25
239137.70359273345,-712861.244472611,35.75,262.75
282596.97602541075,-711297.5533410993,35.75,263.25
326046.0947157964,-709473.3890500272,35.75,263.75
369483.4985320004,-707388.817141829,35.75,264.25
412907.6267630364,-705043.9125154157,35.75,264.75
456316.9191749112,-702438.7594234846,35.75,265.25
499709.81606669753,-699573.4514694893,35.75,265.75
543084.758326548,-696448.0916042795,35.75,266.25
586440.1874877273,-693062.7921224002,35.75,266.75
629774.5457846208,-689417.6746580526,35.75,267.25
673086.2762086755,-685512.8701807363,35.75,267.75
716373.8225643776,-681348.5189905306,35.75,268.25
759635.6295251367,-676924.7707130569,35.75,268.75
802870.1426891816,-672241.7842941083,35.75,269.25
846075.8086354245,-667299.7279939306,35.75,269.75
889251.0749792424,-662098.779381187,35.75,270.25
932394.3904282927,-656639.1253265619,35.75,270.75
975504.2048382178,-650920.9619960663,35.75,271.25
1018578.9692683573,-644944.4948439725,35.75,271.75
1061617.136037413,-638709.9386054426,35.75,272.25
1104617.1587790274,-632217.5172888099,35.75,272.75
1147577.492497381,-625467.4641675277,35.75,273.25
1190496.593622671,-618460.0217717922,35.75,273.75
1233372.9200665872,-611195.4418798245,35.75,274.25
1276204.931277732,-603673.9855088274,35.75,274.75
1318991.0882969454,-595895.9229056063,35.75,275.25
1361729.8538126147,-587861.5335368549,35.75,275.75
1404419.6922159218,-579571.1060791214,35.75,276.25
1447059.0696559886,-571024.93840843,35.75,276.75
1489646.4540950225,-562223.3375895804,35.75,277.25
1532180.3153633322,-553166.6198651167,35.75,277.75
1574659.1252143204,-543855.1106439626,35.75,278.25
1617081.357379407,-534289.1444897294,35.75,278.75
1659445.4876228364,-524469.0651086973,35.75,279.25
1701749.9937964848,-514395.2253374589,35.75,279.75
1743993.3558944967,-504067.9871302586,35.75,280.25
1786174.056107957,-493487.72154596227,35.75,280.75
1828290.5788793992,-482654.80873474607,35.75,281.25
1870341.4109572254,-471569.63792443677,35.75,281.75
1912325.041450172,-460232.6074065052,35.75,282.25
1954239.9618814846,-448644.12452178105,35.75,282.75
1996084.6662431704,-436804.60564581136,35.75,283.25
2037857.6510501571,-424714.47617388156,35.75,283.75
2079557.4153942158,-412374.1705057538,35.75,284.25
2121182.4609979354,-399784.1320300574,35.75,284.75
2162731.2922686106,-386944.8131083307,35.75,285.25
2204202.416351864,-373856.6750588069,35.75,285.75
2245594.3431853843,-360520.1881398097,35.75,286.25
2286905.5855524223,-346935.8315328651,35.75,286.75
2328134.659135209,-333104.09332549555,35.75,287.25
2369280.0825683326,-319025.47049366275,35.75,287.75
2410340.3774919426,-304700.4688839248,35.75,288.25
2451314.068604839,-290129.6031952644,35.75,288.75
2492199.683717533,-275313.39696057886,35.75,289.25
2532995.7538051168,-260252.38252788634,35.75,289.75
2573700.8130600196,-244947.10104119458,35.75,290.25
2614313.398944727,-229398.10242104979,35.75,290.75
2654832.052244303,-213605.94534477923,35.75,291.25
2695255.3171187947,-197571.1972264344,35.75,291.75
2735581.741155592,-181294.4341963816,35.75,292.25
2775809.875421586,-164776.24108061107,35.75,292.75
2815938.2745152097,-148017.21137973125,35.75,293.25
2855965.4966184124,-131017.9472476319,35.75,293.75
2895890.103548448,-113779.0594698484,35.75,294.25
2935710.6608095113,-96301.16744164123,35.75,294.75
2975425.7376443706,-78584.8991456918,35.75,295.25
3015033.9070856697,-60630.89112959432,35.75,295.75
3054533.7460072488,-42439.788482953845,35.75,296.25
3093923.8351753233,-24012.244814197016,35.75,296.75
3133202.7592993733,-5348.922227124855,35.75,297.25
3172369.1070830864,13549.508702911025,35.75,297.75
3211421.4712750283,32682.36895308578,35.75,298.25
3250358.4487191862,52048.9710774959,35.75,298.75
-4530232.612257058,939893.4607859529,36.25,203.25
-4496594.511854287,912839.1550802509,36.25,203.75
-4462794.848286598,885986.9671128729,36.25,204.25
-4428834.835979832,859337.861686057,36.25,204.75
-4394715.695121207,832892.7963052779,36.25,205.25
-4360438.65161542,806652.7211448114,36.25,205.75
-4326004.93704064,780618.5790136136,36.25,206.25
-4291415.788604246,754791.3053214505,36.25,206.75
-4256672.4490983775,729171.8280452755,36.25,207.25
-4221776.166855265,703761.0676958917,36.25,207.75
-4186728.195702401,678559.9372848804,36.25,208.25
-4151529.794917477,653569.342291797,36.25,208.75
-4116182.2291831286,628790.1806316285,36.25,209.25
-4080686.768541517,604223.3426225438,36.25,209.75
-4045044.6883486835,579869.7109538984,36.25,210.25
