x,y,lat ,lon
-3971439.7375359177,-2584338.9050926324,11.75,225.75
-3916686.910322917,-2607980.411332013,11.75,226.25
-3861793.356092716,-2631293.2963756705,11.75,226.75
-3806761.0471771085,-2654276.7225889326,11.75,227.25
-3751591.96089337,-2676929.8641746147,11.75,227.75
-3696288.0794732096,-2699251.9072026974,11.75,228.25
-3640851.389991526,-2721242.0496395743,11.75,228.75
-3585283.884295028,-2742899.5013768654,11.75,229.25
-3529587.5589306783,-2764223.484259808,11.75,229.75
-3473764.415073939,-2785213.232115206,11.75,230.25
-3417816.4584568804,-2805867.9907789747,11.75,230.75
-3361745.6992960945,-2826187.018123227,11.75,231.25
-3305554.152220504,-2846169.5840829452,11.75,231.75
-3249243.836198933,-2865814.970682202,11.75,232.25
-3192816.774467607,-2885122.47205997,11.75,232.75
-3136274.994457435,-2904091.394495471,11.75,233.25
-3079620.5277211517,-2922721.056433114,11.75,233.75
-3022855.4098603628,-2941010.78850697,11.75,234.25
-2965981.680452357,-2958959.93356484,11.75,234.75
-2909001.3829768677,-2976567.8466918455,11.75,235.25
-2851916.5647426294,-2993833.8952336153,11.75,235.75
-2794729.276813804,-3010757.458819014,11.75,236.25
-2737441.573936324,-3027337.9293824304,11.75,236.75
-2680055.5144640193,-3043574.7111856244,11.75,237.25
-2622573.160284701,-3059467.2208391326,11.75,237.75
-2564996.5767460605,-3075014.887323229,11.75,238.25
2564996.5767460507,-3075014.8873232305,11.75,281.75
2622573.1602847036,-3059467.2208391326,11.75,282.25
2680055.5144640277,-3043574.7111856216,11.75,282.75
2737441.5739363157,-3027337.929382433,11.75,283.25
2794729.276813807,-3010757.458819014,11.75,283.75
2851916.5647426383,-2993833.8952336125,11.75,284.25
2909001.3829768645,-2976567.846691847,11.75,284.75
2965981.6804523603,-2958959.93356484,11.75,285.25
3022855.409860359,-2941010.788506971,11.75,285.75
3079620.527721149,-2922721.0564331156,11.75,286.25
3136274.994457437,-2904091.3944954695,11.75,286.75
3192816.7744676094,-2885122.47205997,11.75,287.25
3249243.83619893,-2865814.9706822033,11.75,287.75
-4536169.628914173,-2249176.728640371,12.25,220.25
-4483415.6675260095,-2276209.329862653,12.25,220.75
-4430500.616490341,-2302925.2304628394,12.25,221.25
-4377426.377051121,-2329323.47053551,12.25,221.75
-4324194.856171954,-2355403.101588821,12.25,222.25
-4270807.966467581,-2381163.186578594,12.25,222.75
-4217267.626135192,-2406602.7999419663,12.25,223.25
-4163575.7588854427,-2431721.0276306667,12.25,223.75
-4109734.29387338,-2456516.9671438485,12.25,224.25
-4055745.16562912,-2480989.727560514,12.25,224.75
-4001610.31398834,-2505138.4295715247,12.25,225.25
-3947331.6840225584,-2528962.20551121,12.25,225.75
-3892911.2259692806,-2552460.1993885194,12.25,226.25
-3838350.8951619137,-2575631.5669177943,12.25,226.75
-3783652.6519594933,-2598475.475549098,12.25,227.25
-3728818.4616762763,-2620991.104498134,12.25,227.75
-3673850.294511118,-2643177.644775724,12.25,228.25
-3618750.125476666,-2665034.2992168944,12.25,228.75
-3563519.9343284103,-2686560.2825095025,12.25,229.25
-3508161.70549356,-2707754.8212224627,12.25,229.75
-3452677.4279997335,-2728617.1538335225,12.25,230.25
-3397069.095403489,-2749146.5307566435,12.25,230.75
-3341338.705718692,-2769342.2143689184,12.25,231.25
-3285488.261344746,-2789203.479037082,12.25,231.75
-3229519.76899462,-2808729.6111435797,12.25,232.25
-3173435.2396227703,-2827919.909112209,12.25,232.75
-3117236.688352882,-2846773.6834333274,12.25,233.25
-3060926.1344054397,-2865290.2566886256,12.25,233.75
-3004505.6010252223,-2883468.9635754656,12.25,234.25
-2947977.1154085584,-2901309.1509307977,12.25,234.75
-2891342.7086305316,-2918810.177754602,12.25,235.25
-2834604.4155719834,-2935971.41523295,12.25,235.75
-2777764.2748463857,-2952792.2467605774,12.25,236.25
-2720824.328726631,-2969272.067963047,12.25,236.75
-2663786.623071609,-2985410.286718463,12.25,237.25
-2606653.207252737,-3001206.3231787444,12.25,237.75
-2549426.1340803113,-3016659.609790458,12.25,238.25
-2492107.459729729,-3031769.591315217,12.25,238.75
-2434699.2436676472,-3046535.724849623,12.25,239.25
-2377203.548577965,-3060957.479844777,12.25,239.75
-2319622.4402876976,-3075034.3381253397,12.25,240.25
-2261957.9876927882,-3088765.7939081546,12.25,240.75
2261957.9876927854,-3088765.793908156,12.25,279.25
2319622.4402877064,-3075034.3381253383,12.25,279.75
2377203.548577968,-3060957.4798447755,12.25,280.25
2434699.24366765,-3046535.7248496218,12.25,280.75
2492107.459729738,-3031769.591315214,12.25,281.25
2549426.1340803024,-3016659.6097904593,12.25,281.75
2606653.20725274,-3001206.3231787444,12.25,282.25
2663786.6230716174,-2985410.2867184617,12.25,282.75
2720824.3287266223,-2969272.0679630497,12.25,283.25
2777764.274846388,-2952792.2467605774,12.25,283.75
2834604.4155719923,-2935971.415232947,12.25,284.25
2891342.7086305288,-2918810.1777546033,12.25,284.75
2947977.1154085617,-2901309.1509307963,12.25,285.25
3004505.601025219,-2883468.963575467,12.25,285.75
3060926.134405437,-2865290.256688627,12.25,286.25
3117236.6883528847,-2846773.6834333255,12.25,286.75
3173435.239622773,-2827919.909112209,12.25,287.25
3229519.7689946173,-2808729.611143581,12.25,287.75
-4508580.732068114,-2195732.432570683,12.75,220.25
-4456147.619263233,-2222600.622029822,12.75,220.75
-4403554.396554996,-2249154.037033988,12.75,221.25
-4350802.953624032,-2275391.723515884,12.75,221.75
-4297895.185835829,-2301312.7387523768,12.75,222.25
-4244832.994172639,-2326916.1513983742,12.75,222.75
-4191618.2851652163,-2352201.0415202673,12.75,223.25
-4138252.970824244,-2377166.5006290087,12.75,223.75
-4084738.9685716843,-2401811.6317127454,12.75,224.25
-4031078.201171879,-2426135.5492690452,12.75,224.75
-3977272.5966624613,-2450137.379336711,12.75,225.25
-3923324.0882850625,-2473816.2595271943,12.75,225.75
-3869234.6144158817,-2497171.3390555694,12.75,226.25
-3815006.1184960227,-2520201.7787711066,12.75,226.75
-3760640.548961658,-2542906.751187422,12.75,227.25
-3706139.8591740387,-2565285.4405122115,12.75,227.75
-3651506.007349311,-2587337.042676556,12.75,228.25
-3596740.95648813,-2609060.765363822,12.75,228.75
-3541846.6743051526,-2630455.8280381216,12.75,229.25
-3486825.1331583406,-2651521.461972361,12.75,229.75
-3431678.3099780823,-2672256.9102758537,12.75,230.25
-3376408.1861961647,-2692661.427921527,12.75,230.75
-3321016.7476745695,-2712734.281772684,12.75,231.25
-3265505.984634148,-2732474.7506093434,12.75,231.75
-3209877.891583076,-2751882.1251541637,12.75,232.25
-3154134.467245227,-2770955.708097912,12.75,232.75
-3098277.714488339,-2789694.814124531,12.75,233.25
-3042309.6402520384,-2808098.7699357583,12.75,233.75
-2986232.255475768,-2826166.914275312,12.75,234.25
-2930047.575026486,-2843898.597952668,12.75,234.75
-2873757.617626317,-2861293.183866357,12.75,235.25
-2817364.405779996,-2878350.0470268833,12.75,235.75
-2760869.9657021863,-2895068.5745791644,12.75,236.25
-2704276.3272447167,-2911448.165824558,12.75,236.75
-2647585.523823602,-2927488.2322424413,12.75,237.25
-2590799.5923460214,-2943188.1975113587,12.75,237.75
-2533920.573137119,-2958547.4975297255,12.75,238.25
-2476950.509866672,-2973565.5804361054,12.75,238.75
-2419891.4494757,-2988241.9066290264,12.75,239.25
-2362745.4421028993,-3002575.9487863784,12.75,239.75
-2305514.5410109637,-3016567.1918843566,12.75,240.25
-2248200.802512852,-3030215.1332159657,12.75,240.75
-2190806.2858978575,-3043519.282409082,12.75,241.25
-2133333.0533576566,-3056479.161444077,12.75,241.75
-2075783.1699122004,-3069094.30467098,12.75,242.25
-2018158.7033354968,-3081364.258826233,12.75,242.75
2018158.7033354996,-3081364.2588262316,12.75,277.25
2075783.1699122034,-3069094.304670979,12.75,277.75
2133333.05335766,-3056479.1614440754,12.75,278.25
2190806.2858978603,-3043519.282409081,12.75,278.75
2248200.802512849,-3030215.1332159657,12.75,279.25
2305514.5410109726,-3016567.191884355,12.75,279.75
2362745.442102902,-3002575.9487863784,12.75,280.25
2419891.449475703,-2988241.9066290264,12.75,280.75
2476950.5098666805,-2973565.5804361026,12.75,281.25
2533920.57313711,-2958547.4975297283,12.75,281.75
2590799.5923460247,-2943188.1975113587,12.75,282.25
2647585.5238236105,-2927488.23224244,12.75,282.75
2704276.3272447083,-2911448.165824561,12.75,283.25
2760869.965702189,-2895068.5745791644,12.75,283.75
2817364.405780005,-2878350.0470268806,12.75,284.25
2873757.6176263136,-2861293.1838663584,12.75,284.75
2930047.5750264893,-2843898.5979526667,12.75,285.25
2986232.255475764,-2826166.9142753133,12.75,285.75
3042309.640252036,-2808098.7699357597,12.75,286.25
3098277.714488342,-2789694.8141245297,12.75,286.75
3154134.4672452295,-2770955.708097912,12.75,287.25
3209877.8915830734,-2751882.125154165,12.75,287.75
-4533057.477951059,-2115490.8240670683,13.25,219.75
-4481104.9053871585,-2142507.1722752075,13.25,220.25
-4428991.326201697,-2169211.6237953636,13.25,220.75
-4376718.612841657,-2195603.2191334753,13.25,221.25
-4324288.643471726,-2221681.010036446,13.25,221.75
-4271703.30190681,-2247444.059526208,13.25,222.25
-4218964.47754435,-2272891.4419334005,13.25,222.75
-4166074.065296473,-2298022.242930594,13.25,223.25
-4113033.9655218455,-2322835.5595651846,13.25,223.75
-4059846.0839574295,-2347330.5002918188,13.25,224.25
-4006512.331650014,-2371506.185004414,13.25,224.75
-3953034.6248875414,-2395361.7450678027,13.25,225.25
-3899414.8851302387,-2418896.323348933,13.25,225.75
-3845655.038941609,-2442109.0742476624,13.25,226.25
-3791757.017919199,-2464999.163727146,13.25,226.75
-3737722.7586251744,-2487565.769343801,13.25,227.25
-3683554.2025167746,-2509808.080276858,13.25,227.75
-3629253.295876541,-2531725.2973574884,13.25,228.25
-3574821.9897423727,-2553316.633097534,13.25,228.75
-3520262.2398374374,-2574581.3117177817,13.25,229.25
-3465576.006499913,-2595518.569175853,13.25,229.75
-3410765.25461254,-2616127.653193645,13.25,230.25
-3355831.9535320257,-2636407.823284364,13.25,230.75
-3300778.077018271,-2656358.350779139,13.25,231.25
-3245605.6031634854,-2675978.5188531894,13.25,231.75
-3190316.514321076,-2695267.62255159,13.25,232.25
-3134912.7970344536,-2714224.9688145993,13.25,232.75
-3079396.441965644,-2732849.8765025516,13.25,233.25
-3023769.443823744,-2751141.676420347,13.25,233.75
-2968033.801293292,-2769099.711341478,13.25,234.25
-2912191.51696241,-2786723.336031663,13.25,234.75
-2856244.597250887,-2804011.917272008,13.25,235.25
-2800195.0523380763,-2820964.8338817754,13.25,235.75
-2744044.896090647,-2837581.4767406946,13.25,236.25
-2687796.14599027,-2853861.248810851,13.25,236.75
-2631450.8230610816,-2869803.565158139,13.25,237.25
-2575010.951797106,-2885407.85297327,13.25,237.75
-2518478.5600895034,-2900673.5515923677,13.25,238.25
-2461855.679153685,-2915600.112517099,13.25,238.75
-2405144.3434563684,-2930186.999434393,13.25,239.25
-2348346.5906424616,-2944433.6882356983,13.25,239.75
-2291464.4614618313,-2958339.6670358274,13.25,240.25
-2234499.999696021,-2971904.4361913423,13.25,240.75
-2177455.2520847693,-2985127.508318506,13.25,241.25
-2120332.268252513,-2998008.408310797,13.25,241.75
-2063133.1006347246,-3010546.6733559724,13.25,242.25
-2005859.804404153,-3022741.8529527136,13.25,242.75
-1948514.4373970178,-3034593.50892679,13.25,243.25
-1891099.0600390288,-3046101.2154468284,13.25,243.75
-1833615.7352713922,-3057264.559039587,13.25,244.25
-1776066.5284766725,-3068083.13860483,13.25,244.75
-1718453.5074045663,-3078556.5654297327,13.25,245.25
-1660778.7420976472,-3088684.4632028514,13.25,245.75
1660778.7420976441,-3088684.4632028514,13.25,274.25
1718453.507404569,-3078556.5654297327,13.25,274.75
1776066.5284766755,-3068083.13860483,13.25,275.25
1833615.735271395,-3057264.5590395858,13.25,275.75
1891099.0600390318,-3046101.215446827,13.25,276.25
1948514.4373970155,-3034593.5089267916,13.25,276.75
2005859.804404156,-3022741.852952712,13.25,277.25
2063133.1006347279,-3010546.673355971,13.25,277.75
2120332.268252516,-2998008.4083107957,13.25,278.25
2177455.252084772,-2985127.508318506,13.25,278.75
2234499.999696018,-2971904.4361913437,13.25,279.25
2291464.4614618407,-2958339.667035826,13.25,279.75
2348346.5906424643,-2944433.688235697,13.25,280.25
2405144.3434563717,-2930186.9994343915,13.25,280.75
2461855.6791536934,-2915600.1125170975,13.25,281.25
2518478.560089494,-2900673.551592369,13.25,281.75
2575010.9517971086,-2885407.85297327,13.25,282.25
2631450.8230610895,-2869803.5651581357,13.25,282.75
2687796.145990262,-2853861.248810854,13.25,283.25
2744044.8960906495,-2837581.4767406946,13.25,283.75
2800195.052338085,-2820964.833881772,13.25,284.25
2856244.597250884,-2804011.9172720094,13.25,284.75
2912191.5169624127,-2786723.336031663,13.25,285.25
2968033.8012932893,-2769099.7113414793,13.25,285.75
3023769.4438237413,-2751141.676420348,13.25,286.25
3079396.4419656466,-2732849.87650255,13.25,286.75
3134912.7970344564,-2714224.9688145993,13.25,287.25
3190316.514321073,-2695267.6225515916,13.25,287.75
3245605.603163489,-2675978.518853188,13.25,288.25
-4556848.54777881,-2035484.6523078587,13.75,219.25
-4505375.11653172,-2062645.0449925538,13.75,219.75
-4453739.806631568,-2089496.4104448021,13.75,220.25
-4401944.473341043,-2116037.783891916,13.75,220.75
-4349990.9776725145,-2142268.2116992534,13.75,221.25
-4297881.186321142,-2168186.7514044833,13.75,221.75
-4245616.971597798,-2193792.4717514524,13.75,222.25
-4193200.211361799,-2219084.4527236535,13.75,222.75
-4140632.78895347,-2244061.7855772497,13.75,223.25
-4087916.593126414,-2268723.572873765,13.75,223.75
-4035053.5179796885,-2293068.928512312,13.75,224.25
-3982045.4628897477,-2317096.9777614195,13.75,224.75
-3928894.332442197,-2340806.8572904775,13.75,225.25
-3875602.036363336,-2364197.715200755,13.75,225.75
-3822170.489451582,-2387268.7110559978,13.75,226.25
-3768601.6115086456,-2410019.0159126353,13.75,226.75
-3714897.327270548,-2432447.8123495653,13.75,227.25
-3661059.5663384832,-2454554.294497514,13.75,227.75
-3607090.2631094847,-2476337.6680680024,13.75,228.25
-3552991.3567069015,-2497797.1503818803,13.75,228.75
-3498764.790910741,-2518931.9703974463,13.75,229.25
-3444412.5140878377,-2539741.368738155,13.75,229.75
-3389936.479121834,-2560224.5977198957,13.75,230.25
-3335338.6433430207,-2580380.9213778656,13.75,230.75
-3280620.968457991,-2600209.6154930047,13.75,231.25
-3225785.42047919,-2619709.967618025,13.75,231.75
-3170833.9696542392,-2638881.277102998,13.75,232.25
-3115768.590395176,-2657722.8551205443,13.75,232.75
-3060591.261207502,-2676234.0246905647,13.75,233.25
-3005303.9646190736,-2694414.120704584,13.75,233.75
-2949908.687108914,-2712262.489949627,13.75,234.25
-2894407.419035788,-2729778.4911317118,13.75,234.75
-2838802.154566734,-2746961.494898872,13.75,235.25
-2783094.8916053907,-2763810.8838637783,13.75,235.75
-2727287.631720197,-2780326.052625926,13.75,236.25
-2671382.380072517,-2796506.407793371,13.75,236.75
-2615381.1453445484,-2812351.368004069,13.75,237.25
-2559285.9396671867,-2827860.363946754,13.75,237.75
-2503098.778547716,-2843032.8383813896,13.75,238.25
-2446821.680797373,-2857868.2461592057,13.75,238.75
-2390456.6684588455,-2872366.0542422705,13.75,239.25
-2334005.7667336017,-2886525.7417226476,13.75,239.75
-2277471.0039091096,-2900346.799841116,13.75,240.25
-2220854.411285998,-2913828.732005448,13.75,240.75
-2164158.023105027,-2926971.0538082505,13.75,241.25
-2107383.8764740387,-2939773.293044368,13.75,241.75
-2050534.0112947444,-2952234.989727848,13.75,242.25
-1993610.470189415,-2964355.696108484,13.75,242.75
-1936615.2984275285,-2976134.9766878774,13.75,243.25
-1879550.5438522378,-2987572.408235108,13.75,243.75
-1822418.2568068325,-2998667.5798019255,13.75,244.25
-1765220.49006105,-3009420.0927375206,13.75,244.75
-1707959.298737306,-3019829.560702852,13.75,245.25
-1650636.7402368896,-3029895.609684522,13.75,245.75
-1593254.8741659976,-3039617.878008217,13.75,246.25
-1535815.762261772,-3048996.016351705,13.75,246.75
-1478321.4683182046,-3058029.6877573784,13.75,247.25
-1420774.0581119661,-3066718.567644376,13.75,247.75
-1363175.599328219,-3075062.343820226,13.75,248.25
-1305528.1614863058,-3083060.7164920787,13.75,248.75
1305528.1614863088,-3083060.7164920787,13.75,271.25
1363175.5993282215,-3075062.3438202245,13.75,271.75
1420774.0581119691,-3066718.5676443744,13.75,272.25
1478321.4683182016,-3058029.6877573784,13.75,272.75
1535815.762261775,-3048996.016351705,13.75,273.25
1593254.8741660004,-3039617.878008217,13.75,273.75
1650636.7402368863,-3029895.609684522,13.75,274.25
1707959.2987373087,-3019829.560702852,13.75,274.75
1765220.4900610533,-3009420.0927375206,13.75,275.25
1822418.2568068353,-2998667.579801924,13.75,275.75
1879550.543852241,-2987572.408235108,13.75,276.25
1936615.2984275257,-2976134.976687879,13.75,276.75
1993610.4701894182,-2964355.696108484,13.75,277.25
2050534.0112947477,-2952234.989727848,13.75,277.75
2107383.8764740415,-2939773.2930443664,13.75,278.25
